"","day_index","day","year","mo","county","temp","prcp","NUM_COLLISIONS"
"10259",1870,4,2018,8,"Kings County",77.2,0,0.638766519823789
"10265",1876,5,2018,8,"Kings County",74.9,0,0.775330396475771
"10269",1880,6,2018,8,"Kings County",73.9,0.05,0.674008810572687
"10271",1882,7,2018,8,"Kings County",68.5,0.01,0.590308370044053
"10280",1891,1,2018,8,"Kings County",66.7,0.04,0.634361233480176
"10282",1893,2,2018,8,"Kings County",66.7,0.07,0.775330396475771
"10286",1897,3,2018,8,"Kings County",68.1,0.05,0.6784140969163
"10291",1902,4,2018,8,"Kings County",70,0.01,0.656387665198238
"10298",1909,5,2018,8,"Kings County",67.1,0,0.770925110132159
"10302",1913,6,2018,8,"Kings County",66.5,0,0.744493392070485
"10308",1919,7,2018,8,"Kings County",68.2,0,0.656387665198238
"10315",1926,1,2018,8,"Kings County",73.1,0,0.770925110132159
"10319",1930,2,2018,8,"Kings County",73,0,0.86784140969163
"10323",1934,3,2018,8,"Kings County",75.3,0,0.806167400881057
"10327",1938,4,2018,8,"Kings County",76.2,0,0.916299559471366
"10331",1942,5,2018,8,"Kings County",69.9,0,0.837004405286344
"11860",1951,6,2018,9,"Kings County",65,0,0.559471365638767
"11865",1956,7,2018,9,"Kings County",67,0,0.612334801762115
"11866",1957,1,2018,9,"Kings County",69.9,0,0.81057268722467
"11872",1963,2,2018,9,"Kings County",75.7,0,0.960352422907489
"11878",1969,3,2018,9,"Kings County",69.2,0,0.973568281938326
"11882",1973,4,2018,9,"Kings County",72.6,0,0.973568281938326
"11887",1978,5,2018,9,"Kings County",71.1,0.01,0.806167400881057
"11891",1982,6,2018,9,"Kings County",66.6,0.01,0.563876651982379
"11897",1988,7,2018,9,"Kings County",62.6,0.01,0.581497797356828
"11902",1993,1,2018,9,"Kings County",62.3,0,0.612334801762115
"11910",2001,2,2018,9,"Kings County",68.9,0.18,0.502202643171806
"11914",2005,3,2018,9,"Kings County",71,0,0.814977973568282
"11918",2009,4,2018,9,"Kings County",66.1,0,0.779735682819383
"11923",2014,5,2018,9,"Kings County",64.9,0.01,0.766519823788546
"11929",2020,6,2018,9,"Kings County",65.9,0,0.616740088105727
"11935",2026,7,2018,9,"Kings County",63.9,0,0.73568281938326
"11937",2028,1,2018,9,"Kings County",65.6,0,0.797356828193833
"11942",2033,2,2018,9,"Kings County",71,0.01,0.775330396475771
"11949",2040,3,2018,9,"Kings County",66.5,1.35,0.563876651982379
"11951",2042,4,2018,9,"Kings County",63.7,0.01,0.718061674008811
"11958",2049,5,2018,9,"Kings County",60.6,0,0.744493392070485
"11964",2055,6,2018,9,"Kings County",68.8,0,0.612334801762115
"11966",2057,7,2018,9,"Kings County",59.8,0,0.493392070484582
"11972",2063,1,2018,9,"Kings County",57.4,0,0.612334801762115
"11980",2071,2,2018,9,"Kings County",60.5,0,0.704845814977974
"11981",2072,3,2018,9,"Kings County",69.4,0.41,0.814977973568282
"11987",2078,4,2018,9,"Kings County",66.3,0.11,0.6784140969163
"11994",2085,5,2018,9,"Kings County",60.5,0.1,0.850220264317181
"11997",2088,6,2018,9,"Kings County",62.3,0.23,0.638766519823789
"12002",2093,7,2018,9,"Kings County",61,0,0.616740088105727
"13549",2100,1,2018,10,"Kings County",62,0,0.594713656387665
"13552",2103,2,2018,10,"Kings County",64.7,0,0.66079295154185
"13559",2110,3,2018,10,"Kings County",64.4,0.71,0.837004405286344
"13563",2114,4,2018,10,"Kings County",60,0.04,0.740088105726872
"13566",2117,5,2018,10,"Kings County",62.2,0,0.850220264317181
"13574",2125,6,2018,10,"Kings County",55.5,0,0.488986784140969
"13576",2127,7,2018,10,"Kings County",64.4,0,0.607929515418502
"13585",2136,1,2018,10,"Kings County",60.7,0,0.590308370044053
"13588",2139,2,2018,10,"Kings County",63.1,0,0.656387665198238
"13593",2144,3,2018,10,"Kings County",66.2,0,0.797356828193833
"13600",2151,4,2018,10,"Kings County",67.2,0,0.81057268722467
"13602",2153,5,2018,10,"Kings County",63.1,1.46,0.938325991189427
"13606",2157,6,2018,10,"Kings County",53.2,2.37,0.590308370044053
"13612",2163,7,2018,10,"Kings County",52.8,0.04,0.612334801762115
"13619",2170,1,2018,10,"Kings County",57.1,0,0.841409691629956
"13624",2175,2,2018,10,"Kings County",57.1,0.18,0.726872246696035
"13627",2178,3,2018,10,"Kings County",55.6,0.1,0.784140969162996
"13631",2182,4,2018,10,"Kings County",45.6,0,0.79295154185022
"13637",2188,5,2018,10,"Kings County",49.2,0,0.86784140969163
"13644",1830,6,2018,10,"Kings County",59.5,0.01,0.682819383259912
"13649",1835,7,2018,10,"Kings County",48.5,0.2,0.687224669603524
"13651",1837,1,2018,10,"Kings County",43.3,0.36,0.73568281938326
"13658",1844,2,2018,10,"Kings County",51.5,0.01,0.731277533039648
"13665",1851,3,2018,10,"Kings County",48.8,0.03,0.784140969162996
"13668",1854,4,2018,10,"Kings County",45.3,0,0.850220264317181
"13673",1859,5,2018,10,"Kings County",39.8,0,0.969162995594714
"13678",1864,6,2018,10,"Kings County",50,0.2,0.766519823788546
"13684",1870,7,2018,10,"Kings County",56.8,0.99,0.643171806167401
"13690",1876,1,2018,10,"Kings County",54.9,0,0.889867841409692
"13691",1877,2,2018,10,"Kings County",47.9,0.1,0.779735682819383
"13697",1883,3,2018,10,"Kings County",45.9,0,0.704845814977974
"15059",1890,4,2018,11,"Kings County",58,0,0.775330396475771
"15063",1894,5,2018,11,"Kings County",60,0.01,0.872246696035242
"15070",1901,6,2018,11,"Kings County",59.7,0.46,0.647577092511013
"15074",1905,7,2018,11,"Kings County",47.7,0.45,0.506607929515419
"15077",1908,1,2018,11,"Kings County",47.5,0,0.898678414096916
"15082",1913,2,2018,11,"Kings County",56.8,0.38,0.704845814977974
"15090",1921,3,2018,11,"Kings County",57.9,0.35,0.757709251101322
"15092",1923,4,2018,11,"Kings County",52.1,0,0.770925110132159
"15099",1930,5,2018,11,"Kings County",48.3,0,0.929515418502203
"15103",1934,6,2018,11,"Kings County",52.2,1.32,0.638766519823789
"15110",1941,7,2018,11,"Kings County",39.9,0.31,0.497797356828194
"15111",1942,1,2018,11,"Kings County",41.7,0,0.625550660792952
"15120",1951,2,2018,11,"Kings County",51.9,0.13,0.832599118942731
"15122",1953,3,2018,11,"Kings County",39.3,1.22,0.665198237885463
"15135",1966,5,2018,11,"Kings County",42.8,1.16,0.797356828193833
"15140",1971,6,2018,11,"Kings County",44.5,0.03,0.555066079295154
"15141",1972,7,2018,11,"Kings County",41.7,0,0.506607929515419
"15149",1980,1,2018,11,"Kings County",46.7,0,0.898678414096916
"15154",1985,2,2018,11,"Kings County",48.2,0,0.775330396475771
"15160",1991,3,2018,11,"Kings County",39.9,0.04,0.766519823788546
"15162",1993,4,2018,11,"Kings County",24.9,0,0.352422907488987
"15169",2000,5,2018,11,"Kings County",23,0,0.519823788546256
"15172",2003,6,2018,11,"Kings County",41.4,0,0.590308370044053
"15179",2010,7,2018,11,"Kings County",47.7,0.57,0.533039647577093
"15184",2015,1,2018,11,"Kings County",45.4,0.04,0.94273127753304
"15188",2019,2,2018,11,"Kings County",46.9,0.57,0.797356828193833
"15192",2023,3,2018,11,"Kings County",41,0.03,0.687224669603524
"15199",2030,4,2018,11,"Kings County",41.3,0,0.731277533039648
"15204",2035,5,2018,11,"Kings County",38.4,0,0.726872246696035
"16561",2037,6,2018,12,"Kings County",38.3,0,0.656387665198238
"16566",2042,7,2018,12,"Kings County",46,0.05,0.643171806167401
"16575",2051,1,2018,12,"Kings County",51,0.66,0.779735682819383
"16578",2054,2,2018,12,"Kings County",40.6,0.02,0.748898678414097
"16582",2058,3,2018,12,"Kings County",31.6,0,0.6784140969163
"16590",2066,4,2018,12,"Kings County",34.9,0,0.757709251101322
"16595",2071,5,2018,12,"Kings County",38,0,0.797356828193833
"16597",2073,6,2018,12,"Kings County",27.9,0,0.73568281938326
"16601",2077,7,2018,12,"Kings County",29.7,0,0.52863436123348
"16606",2082,1,2018,12,"Kings County",35.5,0,0.740088105726872
"16614",2090,2,2018,12,"Kings County",32,0,0.740088105726872
"16618",2094,3,2018,12,"Kings County",32.3,0.01,0.643171806167401
"16625",2101,4,2018,12,"Kings County",30.9,0,0.700440528634361
"16630",2106,5,2018,12,"Kings County",37.9,0,0.947136563876652
"16635",2111,6,2018,12,"Kings County",46.1,0.01,0.674008810572687
"16638",2114,7,2018,12,"Kings County",43.8,0.55,0.704845814977974
"16643",2119,1,2018,12,"Kings County",42.2,0.22,0.797356828193833
"16648",2124,2,2018,12,"Kings County",33.3,0,0.766519823788546
"16654",2130,3,2018,12,"Kings County",29.8,0,0.86784140969163
"16657",2133,4,2018,12,"Kings County",38.6,0,0.881057268722467
"16665",2141,5,2018,12,"Kings County",50.4,0.01,0.762114537444934
"16669",2145,6,2018,12,"Kings County",48.3,0.89,0.594713656387665
"16675",2151,7,2018,12,"Kings County",36.7,0.02,0.559471365638767
"16680",2156,1,2018,12,"Kings County",35.2,0,0.669603524229075
"16681",2157,2,2018,12,"Kings County",35.6,0,0.290748898678414
"16686",2162,3,2018,12,"Kings County",31.8,0,0.590308370044053
"16693",2169,4,2018,12,"Kings County",34.7,0,0.713656387665198
"16698",2174,5,2018,12,"Kings County",41.8,0,0.753303964757709
"16704",2180,6,2018,12,"Kings County",48.4,0.67,0.436123348017621
"16709",2185,7,2018,12,"Kings County",34.6,0,0.427312775330396
"16712",2188,1,2018,12,"Kings County",32,0,0.757709251101322
"5",2196,4,2019,1,"Kings County",46.5,0,0.660944206008584
"6",2197,5,2019,1,"Kings County",37,0.28,0.729613733905579
"12",2203,6,2019,1,"Kings County",30.5,0,0.59656652360515
"20",2211,7,2019,1,"Kings County",35.1,0,0.523605150214592
"24",2215,1,2019,1,"Kings County",35.7,0,0.742489270386266
"29",2220,2,2019,1,"Kings County",33.8,0,0.751072961373391
"35",2226,3,2019,1,"Kings County",36.8,0.39,0.738197424892704
"38",2229,4,2019,1,"Kings County",15.7,0,0.729613733905579
"1281",2232,2,2019,1,"Kings County",47.4,0.84,0.506437768240343
"1289",2240,3,2019,1,"Kings County",35,0.61,0.553648068669528
"1291",2242,4,2019,1,"Kings County",39.4,0,0.613733905579399
"1296",2247,5,2019,1,"Kings County",39,0.01,0.725321888412017
"1305",2256,6,2019,1,"Kings County",43.8,0.25,0.502145922746781
"1306",2257,7,2019,1,"Kings County",39.7,0.86,0.454935622317597
"1314",2265,1,2019,1,"Kings County",27.4,0,0.622317596566524
"1319",2270,2,2019,1,"Kings County",36.3,0,0.652360515021459
"1322",2273,3,2019,1,"Kings County",44.4,0.12,0.609442060085837
"1330",2281,4,2019,1,"Kings County",34.9,0.01,0.652360515021459
"1334",2285,5,2019,1,"Kings County",28.6,0,0.690987124463519
"1340",2291,6,2019,1,"Kings County",23.1,0,0.532188841201717
"1344",2295,7,2019,1,"Kings County",26,0,0.390557939914163
"1347",2298,1,2019,1,"Kings County",32.8,0,0.828326180257511
"1352",2303,2,2019,1,"Kings County",29.4,0,0.703862660944206
"1358",2309,3,2019,1,"Kings County",31.3,0,0.716738197424893
"1363",2314,4,2019,1,"Kings County",29.4,0,0.630901287553648
"1368",2319,5,2019,1,"Kings County",33.2,0,0.686695278969957
"1374",2325,6,2019,1,"Kings County",34.5,0.07,0.592274678111588
"1376",2327,7,2019,1,"Kings County",43.2,0.61,0.527896995708155
"1384",2335,1,2019,1,"Kings County",13.7,1.5,0.493562231759657
"1389",2340,2,2019,1,"Kings County",15.8,0,0.71244635193133
"1393",2344,3,2019,1,"Kings County",31.6,0,0.613733905579399
"1406",2347,5,2019,2,"Kings County",17.6,0,0.742489270386266
"1411",2352,6,2019,2,"Kings County",23.5,0,0.682403433476395
"1420",2361,7,2019,2,"Kings County",35.4,0,0.562231759656652
"1423",2364,1,2019,2,"Kings County",39.7,0,0.630901287553648
"1428",2369,2,2019,2,"Kings County",43,0,0.630901287553648
"1433",2374,3,2019,2,"Kings County",39.1,0,0.656652360515021
"1436",2377,4,2019,2,"Kings County",39.1,0.33,0.648068669527897
"1443",2384,5,2019,2,"Kings County",40.6,0.02,0.703862660944206
"1449",2390,6,2019,2,"Kings County",31.5,0,0.656652360515021
"1451",2392,7,2019,2,"Kings County",28.7,0,0.527896995708155
"1456",2397,1,2019,2,"Kings County",30.7,0,0.665236051502146
"1465",2406,2,2019,2,"Kings County",29.4,0,0.793991416309013
"1468",2409,3,2019,2,"Kings County",41.1,0.3,0.815450643776824
"1472",2413,4,2019,2,"Kings County",35.5,0.03,0.686695278969957
"1480",2421,5,2019,2,"Kings County",39.8,0,0.703862660944206
"1482",2423,6,2019,2,"Kings County",41.1,0.05,0.583690987124464
"1486",2427,7,2019,2,"Kings County",30.9,0.01,0.549356223175966
"1492",2433,1,2019,2,"Kings County",32.8,0.17,0.523605150214592
"1496",2437,2,2019,2,"Kings County",25.9,0.11,0.562231759656652
"1505",2446,3,2019,2,"Kings County",26.7,0,0.665236051502146
"1509",2450,4,2019,2,"Kings County",36.8,0.24,0.686695278969957
"1515",2456,5,2019,2,"Kings County",38.3,0.2,0.652360515021459
"1516",2457,6,2019,2,"Kings County",34.8,0,0.493562231759657
"1524",2465,7,2019,2,"Kings County",40.5,0.01,0.489270386266094
"1526",2467,1,2019,2,"Kings County",38.7,0.63,0.914163090128755
"1533",2474,2,2019,2,"Kings County",29.2,0,0.789699570815451
"1537",2478,3,2019,2,"Kings County",21.6,0,0.665236051502146
"1543",2484,4,2019,2,"Kings County",26,0.04,0.742489270386266
"2973",2489,5,2019,3,"Kings County",26.7,0,0.793991416309013
"2976",2492,6,2019,3,"Kings County",35.1,0.35,0.781115879828326
"2984",2500,7,2019,3,"Kings County",34.5,0.73,0.630901287553648
"2987",2503,1,2019,3,"Kings County",37.9,1.22,0.527896995708155
"2994",2510,2,2019,3,"Kings County",28.2,1.1,0.721030042918455
"3000",2516,3,2019,3,"Kings County",25.4,0,0.643776824034335
"3004",2520,4,2019,3,"Kings County",22.1,0,0.656652360515021
"3007",2523,5,2019,3,"Kings County",27.2,0,0.755364806866953
"3013",2529,6,2019,3,"Kings County",35.1,0,0.562231759656652
"3019",2535,7,2019,3,"Kings County",36.8,0,0.459227467811159
"3023",2539,1,2019,3,"Kings County",41.7,0.46,0.71244635193133
"3030",2546,2,2019,3,"Kings County",38.6,0,0.695278969957081
"3032",2548,3,2019,3,"Kings County",34.5,0,0.643776824034335
"3037",2553,4,2019,3,"Kings County",39,0,0.622317596566524
"3041",2192,5,2019,3,"Kings County",45.3,0,0.802575107296137
"3048",2199,6,2019,3,"Kings County",46.9,0.11,0.549356223175966
"3055",2206,7,2019,3,"Kings County",36.3,0,0.484978540772532
"3059",2210,1,2019,3,"Kings County",34.5,0,0.695278969957081
"3061",2212,2,2019,3,"Kings County",35.2,0,0.639484978540773
"3067",2218,3,2019,3,"Kings County",36.9,0,0.656652360515021
"3074",2225,4,2019,3,"Kings County",40.7,0,0.738197424892704
"3078",2229,5,2019,3,"Kings County",42.3,0.75,0.836909871244635
"3081",2232,6,2019,3,"Kings County",39.3,0,0.639484978540773
"3087",2238,7,2019,3,"Kings County",39.1,0,0.502145922746781
"3091",2242,1,2019,3,"Kings County",42.5,0,0.682403433476395
"3100",2251,2,2019,3,"Kings County",36.9,0,0.759656652360515
"3102",2253,3,2019,3,"Kings County",34.4,0,0.751072961373391
"3109",2260,4,2019,3,"Kings County",36.3,0,0.798283261802575
"3115",2266,5,2019,3,"Kings County",44.4,0,0.660944206008584
"3116",2267,6,2019,3,"Kings County",46.1,0,0.587982832618026
"3125",2276,7,2019,3,"Kings County",49.2,0,0.553648068669528
"4493",2279,1,2019,4,"Kings County",41.8,0.07,0.733905579399142
"4498",2284,2,2019,4,"Kings County",37.1,0,0.768240343347639
"4503",2289,3,2019,4,"Kings County",43.7,2.28,0.755364806866953
"4507",2293,4,2019,4,"Kings County",44.5,0.19,0.725321888412017
"4511",2297,5,2019,4,"Kings County",39.4,0,0.828326180257511
"4516",2302,6,2019,4,"Kings County",46.3,0.07,0.609442060085837
"4525",2311,7,2019,4,"Kings County",45.3,0.01,0.600858369098712
"4526",2312,1,2019,4,"Kings County",46.2,0,0.742489270386266
"4532",2318,2,2019,4,"Kings County",41.4,0.19,0.660944206008584
"4536",2322,3,2019,4,"Kings County",41.8,0.1,0.746781115879828
"4544",2330,4,2019,4,"Kings County",40.3,0,0.648068669527897
"4548",2334,5,2019,4,"Kings County",43.8,0,0.92274678111588
"4554",2340,6,2019,4,"Kings County",49.7,0,0.652360515021459
"4557",2343,7,2019,4,"Kings County",50.8,0.04,0.592274678111588
"4562",2348,1,2019,4,"Kings County",52,0.03,0.866952789699571
"4570",2356,2,2019,4,"Kings County",47.1,0.58,0.746781115879828
"4573",2359,3,2019,4,"Kings County",47.5,0,0.759656652360515
"4577",2363,4,2019,4,"Kings County",43.7,0,0.626609442060086
"4581",2367,5,2019,4,"Kings County",53.7,0,0.648068669527897
"4589",2375,6,2019,4,"Kings County",54.5,0,0.536480686695279
"4592",2378,7,2019,4,"Kings County",52.2,0.51,0.48068669527897
"4597",2383,1,2019,4,"Kings County",52.1,0.03,0.622317596566524
"4602",2388,2,2019,4,"Kings County",48.8,0.28,0.648068669527897
"4608",2394,3,2019,4,"Kings County",51.5,0.03,0.587982832618026
"4614",2400,4,2019,4,"Kings County",47.7,0.02,0.484978540772532
"4618",2404,5,2019,4,"Kings County",46.8,0,0.540772532188841
"4621",2407,6,2019,4,"Kings County",52.9,1.04,0.55793991416309
"4630",2416,7,2019,4,"Kings County",46.9,0.14,0.459227467811159
"4633",2419,1,2019,4,"Kings County",47.8,0.24,0.575107296137339
"4639",2425,2,2019,4,"Kings County",45.6,0.31,0.605150214592275
"5974",2430,3,2019,5,"Kings County",46.9,0,0.660944206008584
"5980",2436,4,2019,5,"Kings County",49.4,0.01,0.755364806866953
"5985",2441,5,2019,5,"Kings County",47.3,0,0.772532188841202
"5986",2442,6,2019,5,"Kings County",51.3,0.08,0.67381974248927
"5995",2451,7,2019,5,"Kings County",46.9,0.08,0.669527896995708
"5996",2452,1,2019,5,"Kings County",48.1,1.04,0.785407725321888
"6004",2460,2,2019,5,"Kings County",48.3,0.25,0.871244635193133
"6010",2466,3,2019,5,"Kings County",53,0.01,0.793991416309013
"6020",2476,5,2019,5,"Kings County",48.4,0,0.811158798283262
"6025",2481,6,2019,5,"Kings County",56.8,0.01,0.751072961373391
"6027",2483,7,2019,5,"Kings County",45.7,0.09,0.742489270386266
"6031",2487,1,2019,5,"Kings County",46.1,0.68,0.703862660944206
"6036",2492,2,2019,5,"Kings County",44.9,0.38,0.841201716738197
"6041",2497,3,2019,5,"Kings County",48.5,0.01,0.746781115879828
"6049",2505,4,2019,5,"Kings County",53.3,0,0.746781115879828
"6051",2507,5,2019,5,"Kings County",52.3,0,0.8068669527897
"6057",2513,6,2019,5,"Kings County",56.7,0.08,0.768240343347639
"6064",2520,7,2019,5,"Kings County",52,0,0.605150214592275
"6067",2523,1,2019,5,"Kings County",57.2,0,0.8068669527897
"6074",2530,2,2019,5,"Kings County",58.9,0.11,0.8068669527897
"6077",2533,3,2019,5,"Kings County",56.7,0,0.798283261802575
"6083",2539,4,2019,5,"Kings County",52.5,0,0.96137339055794
"6086",2542,5,2019,5,"Kings County",59.3,0.01,0.849785407725322
"6095",2551,6,2019,5,"Kings County",56.9,0,0.575107296137339
"6096",2552,7,2019,5,"Kings County",57.6,0.07,0.660944206008584
"6105",2196,1,2019,5,"Kings County",62.1,0,0.587982832618026
"6106",2197,2,2019,5,"Kings County",51.6,0,0.763948497854077
"6114",2205,3,2019,5,"Kings County",54.6,0.45,0.660944206008584
"6116",2207,4,2019,5,"Kings County",51.3,0.42,0.725321888412017
"6124",2215,5,2019,5,"Kings County",58.2,0.48,0.905579399141631
"7544",2220,6,2019,6,"Kings County",55.3,0.15,0.553648068669528
"7546",2222,7,2019,6,"Kings County",56.9,0,0.686695278969957
"7553",2229,1,2019,6,"Kings County",60.4,0,0.798283261802575
"7557",2233,2,2019,6,"Kings County",58.5,0,0.703862660944206
"7561",2237,3,2019,6,"Kings County",59.8,0,0.862660944206009
"7566",2242,4,2019,6,"Kings County",62,0.61,0.914163090128755
"7572",2248,5,2019,6,"Kings County",59.8,0.22,0.832618025751073
"7580",2256,6,2019,6,"Kings County",60.6,0,0.755364806866953
"7582",2258,7,2019,6,"Kings County",57.7,0,0.648068669527897
"7589",2265,1,2019,6,"Kings County",59.4,0,0.682403433476395
"7593",2269,2,2019,6,"Kings County",63.7,0.34,0.798283261802575
"7598",2274,3,2019,6,"Kings County",62.9,0.57,0.733905579399142
"7604",2280,4,2019,6,"Kings County",56.7,0.02,0.815450643776824
"7608",2284,5,2019,6,"Kings County",61.7,0.87,0.849785407725322
"7613",2289,6,2019,6,"Kings County",62.7,0,0.63519313304721
"7618",2294,7,2019,6,"Kings County",62.8,0,0.579399141630901
"7624",2300,1,2019,6,"Kings County",66,0,0.751072961373391
"7630",2306,2,2019,6,"Kings County",60.4,0.02,0.892703862660944
"7634",2310,3,2019,6,"Kings County",62.3,0.32,0.639484978540773
"7639",2315,4,2019,6,"Kings County",61,0.12,0.832618025751073
"7643",2319,5,2019,6,"Kings County",63.2,0.01,0.858369098712446
"7650",2326,6,2019,6,"Kings County",64.7,0.68,0.785407725321888
"7654",2330,7,2019,6,"Kings County",65.7,0.29,0.742489270386266
"7656",2332,1,2019,6,"Kings County",68.5,0,1
"7665",2341,2,2019,6,"Kings County",61.5,0,0.793991416309013
"7670",2346,3,2019,6,"Kings County",67.3,0.6,0.914163090128755
"7672",2348,4,2019,6,"Kings County",61.4,0.13,0.965665236051502
"7680",2356,5,2019,6,"Kings County",66.8,0,0.824034334763948
"7684",2360,6,2019,6,"Kings County",65.8,0,0.763948497854077
"7686",2362,7,2019,6,"Kings County",69.3,0,0.669527896995708
