"","day_index","day","year","mo","temp","prcp","NUM_COLLISIONS"
"751",1184,3,2016,3,45.7,0.15,0.568047337278107
"754",1185,2,2016,3,48.3,0.57,0.479289940828402
"781",1186,6,2016,3,34.8,0.37,0.465483234714004
"867",1187,1,2016,4,49.5,0,0.635108481262327
"869",1188,3,2016,4,45,0.24,0.285996055226824
"882",1189,6,2016,4,41.8,0,0.378698224852071
"886",1190,1,2016,4,48.4,0,0.242603550295858
"887",1191,5,2016,4,46.1,0,0.299802761341223
"900",1192,4,2016,4,47.7,0,0.244575936883629
"921",1193,5,2016,4,55.4,0,0.741617357001972
"939",1194,1,2016,4,47.8,0,0.510848126232742
"941",1195,6,2016,4,47.3,0,0.42603550295858
"945",1196,3,2016,4,46.7,0.13,0.660749506903353
"948",1197,2,2016,4,46.8,0.07,0.224852071005917
"949",1198,2,2016,4,52.5,0,0.538461538461538
"951",1199,6,2016,4,50.4,0.79,0.457593688362919
"960",1200,6,2016,4,53.4,0.13,0.560157790927022
"975",1201,3,2016,4,37,0,0.518737672583826
"982",1202,1,2016,4,36.5,0.07,0.627218934911243
"986",1203,2,2016,4,46.9,0,0.723865877712032
"987",1204,4,2016,4,49.6,0,0.648915187376726
"996",1205,7,2016,4,49.1,0.26,0.16370808678501
"1004",1206,7,2016,4,40.6,0,0.264299802761341
"1017",1207,7,2016,4,45.8,0,0.400394477317554
"1034",1208,3,2016,4,47.3,0.01,0.654832347140039
"1047",1209,4,2016,4,44,0,0.609467455621302
"1056",1210,5,2016,4,46.4,0,0.725838264299803
"1060",1211,2,2016,4,35.1,0,0.605522682445759
"1065",1212,6,2016,4,44.3,0,0.619329388560158
"1068",1213,5,2016,4,54.8,0.01,0.664694280078895
"1070",1214,5,2016,4,49.7,0.44,0.652859960552268
"1075",1215,4,2016,4,50.9,0,0.522682445759369
"1077",1216,7,2016,4,41.7,1.12,0.433925049309665
"1120",1217,4,2016,5,55.2,0,0.747534516765286
"1124",1218,6,2016,5,55.7,0,0.400394477317554
"1144",1219,6,2016,5,59.4,0.1,0.441814595660749
"1145",1220,4,2016,5,53.9,0.05,0.648915187376726
"1147",1221,3,2016,5,55.6,0,0.658777120315582
"1151",1222,5,2016,5,60,0,0.792899408284024
"1153",1223,5,2016,5,56.4,0,0.822485207100592
"1163",1224,7,2016,5,45.2,0,0.234714003944773
"1170",1225,7,2016,5,64.6,0,0.396449704142012
"1177",1226,6,2016,5,52.5,0,0.406311637080868
"1180",1227,7,2016,5,48.5,0,0.445759368836292
"1181",1228,3,2016,5,57.9,0.01,0.725838264299803
"1189",1229,2,2016,5,48.2,0.04,0.682445759368836
"1190",1230,5,2016,5,55.5,0,0.790927021696253
"1204",1231,4,2016,5,65.7,0,0.743589743589744
"1229",1232,1,2016,5,59.4,0.03,0.566074950690335
"1243",1233,2,2016,5,54.6,0,0.650887573964497
"1255",1234,1,2016,5,51.3,0.22,0.441814595660749
"1264",1235,6,2016,5,62.5,0,0.516765285996055
"1274",1236,1,2016,5,62.4,0.01,0.209072978303748
"1276",1237,2,2016,5,51.9,0,0.479289940828402
"1284",1238,2,2016,5,55,0,0.510848126232742
"1311",1239,2,2016,5,62.8,0.03,0.779092702169625
"1326",1240,7,2016,5,56.3,0.07,0.406311637080868
"1327",1241,3,2016,5,55.5,0.06,0.613412228796844
"1335",1242,1,2016,5,54,0.01,0.554240631163708
"1341",1243,7,2016,5,55.7,0.09,0.285996055226824
"1354",1244,4,2016,5,45.5,0.52,0.514792899408284
"1355",1245,3,2016,5,47.3,0.71,0.568047337278107
"1358",1246,5,2016,5,48.5,0.93,0.715976331360947
"1360",1247,1,2016,5,50.8,0,0.743589743589744
"1416",1248,7,2016,6,60.8,0,0.428007889546351
"1424",1249,4,2016,6,68.9,0,0.781065088757396
"1426",1250,6,2016,6,60.2,0,0.532544378698225
"1430",1251,5,2016,6,58.4,0,0.680473372781065
"1437",1252,4,2016,6,63,0,0.548323471400395
"1443",1253,2,2016,6,66.1,0,0.611439842209073
"1454",1254,6,2016,6,62.6,0,0.660749506903353
"1458",1255,1,2016,6,61.4,0,0.749506903353057
"1468",1256,3,2016,6,67.2,0,0.635108481262327
"1470",1257,5,2016,6,63,0,0.755424063116371
"1474",1258,6,2016,6,62.1,0,0.637080867850099
"1488",1259,4,2016,6,55.7,0.01,0.627218934911243
"1495",1260,1,2016,6,64.3,0,0.696252465483235
"1497",1261,3,2016,6,63.7,0,0.73767258382643
"1505",1262,7,2016,6,59.9,0,0.382642998027613
"1512",1263,4,2016,6,65.2,0,0.63905325443787
"1515",1264,2,2016,6,61.2,0,0.678500986193294
"1528",1265,5,2016,6,65.3,0,0.879684418145957
"1538",1266,3,2016,6,65.6,0.09,0.761341222879684
"1540",1267,3,2016,6,64,0.05,0.80276134122288
"1554",1268,5,2016,6,59.2,0,0.893491124260355
"1555",1269,6,2016,6,58.1,0,0.431952662721893
"1557",1270,2,2016,6,63.6,0.13,0.6232741617357
"45",1462,5,2017,1,39.9,0,0.483126110124334
"58",1463,1,2017,1,37.4,0.03,0.206039076376554
"71",1464,5,2017,1,31.7,0.03,0.474245115452931
"83",1465,2,2017,1,40,0,0.575488454706927
"84",1466,4,2017,1,40.7,0.1,0.492007104795737
"88",1467,7,2017,1,38,0,0.168738898756661
"89",1468,1,2017,1,34,0,0.376554174067496
"90",1469,1,2017,1,31.6,0,0.255772646536412
"94",1470,7,2017,1,43.2,0,0.13854351687389
"116",1471,6,2017,1,42.3,0,0.252220248667851
"143",1472,7,2017,1,44.4,0.03,0.269982238010657
"144",1473,6,2017,1,29.8,0,0.287744227353464
"148",1474,1,2017,1,18.3,0,0.596802841918295
"149",1475,4,2017,1,44.3,0.02,0.408525754884547
"156",1476,2,2017,1,28.1,0,0.422735346358792
"158",1477,3,2017,1,41.6,0.26,0.383658969804618
"160",1478,4,2017,1,47.8,0.42,0.55595026642984
"168",1479,7,2017,1,33.6,0.01,0.27886323268206
"173",1480,2,2017,1,35.6,0,0.468916518650089
"183",1481,3,2017,1,46.5,0.87,0.456483126110124
"193",1482,2,2017,1,44.3,0.11,0.579040852575488
"200",1483,5,2017,1,46.8,0.39,0.481349911190053
"211",1484,4,2017,1,36.4,0,0.38898756660746
"222",1485,3,2017,1,41.1,0.4,0.431616341030195
"229",1486,6,2017,1,38.7,0,0.298401420959147
"234",1487,1,2017,1,40.9,0,0.593250444049734
"240",1488,3,2017,1,45,0.33,0.525754884547069
"259",1489,2,2017,1,48.9,0.85,0.410301953818828
"261",1490,5,2017,1,42.1,0.1,0.44404973357016
"266",1491,6,2017,1,31.3,0.11,1
"272",1492,7,2017,1,24.1,0.37,0.129662522202487
"331",1493,3,2017,2,40.6,0,0.255772646536412
"333",1494,2,2017,2,37.1,0,0.266429840142096
"337",1495,2,2017,2,44.2,0,0.458259325044405
"344",1496,5,2017,2,30.9,0,0.490230905861456
"351",1497,4,2017,2,44,0,0.440497335701599
"366",1498,6,2017,2,49.8,0,0.426287744227353
"382",1499,5,2017,2,47.5,0,0.575488454706927
"392",1500,7,2017,2,47.8,0,0.186500888099467
"397",1501,6,2017,2,37,0,0.420959147424512
"398",1502,7,2017,2,36.1,0,0.170515097690941
"407",1503,6,2017,2,32,0.01,0.316163410301954
"426",1504,1,2017,2,39.1,0,0.367673179396092
"427",1505,3,2017,2,36.6,0,0.479573712255773
"430",1506,5,2017,2,31.8,0,0.616341030195382
"432",1507,3,2017,2,46.2,0.13,0.603907637655417
"433",1508,1,2017,2,37.5,0.02,0.41740674955595
"434",1509,1,2017,2,41.9,0,0.168738898756661
"437",1510,4,2017,2,37.7,0,0.449378330373002
"439",1511,4,2017,2,36.1,0.63,0.566607460035524
"442",1512,6,2017,2,28.4,0,0.369449378330373
"454",1513,3,2017,2,38.7,0,0.428063943161634
"456",1514,7,2017,2,35.6,0.3,0.188277087033748
"467",1515,2,2017,2,38.1,0,0.520426287744227
"475",1516,7,2017,2,43,0,0.229129662522202
"510",1517,2,2017,2,30.1,0,0.630550621669627
"520",1518,1,2017,2,35.9,0.13,0.548845470692718
"527",1519,5,2017,2,21,1.26,0.66607460035524
"531",1520,4,2017,2,38.1,0.01,0.309058614564831
"570",1521,2,2017,3,39.9,0,0.538188277087034
"578",1522,2,2017,3,40.7,0.01,0.460035523978686
"586",1523,6,2017,3,34.7,0,0.303730017761989
"617",1524,5,2017,3,33.2,0,0.731793960923623
"618",1525,1,2017,3,28.9,0,0.506216696269982
"622",1526,5,2017,3,37.6,0,0.746003552397869
"623",1527,1,2017,3,21.9,0,0.815275310834814
"625",1528,1,2017,3,42,0.03,0.525754884547069
"630",1529,5,2017,3,33,0,0.75133214920071
"635",1530,7,2017,3,37,0,0.218472468916519
"636",1531,5,2017,3,35.3,0,0.570159857904085
"649",1532,4,2017,3,40,0.15,0.543516873889876
"650",1533,2,2017,3,36.7,0,0.539964476021314
"658",1534,6,2017,3,42.9,0,0.422735346358792
"694",1535,7,2017,3,20,0,0.325044404973357
"702",1536,3,2017,3,41.9,0.43,0.602131438721137
"710",1537,3,2017,3,45.9,0.07,0.490230905861456
"722",1538,5,2017,3,35.5,0,0.495559502664298
"729",1539,4,2017,3,45.9,0.09,0.589698046181172
"737",1540,3,2017,3,47.4,0.03,0.422735346358792
"743",1541,3,2017,3,38.6,0,0.504440497335702
"747",1542,4,2017,3,26.4,0,0.657193605683837
"748",1543,7,2017,3,20.8,0,0.27708703374778
"750",1544,4,2017,3,28.5,0,0.898756660746004
"755",1545,6,2017,3,22.9,0,0.36056838365897
"772",1546,4,2017,3,47.8,0,0.568383658969805
"773",1547,7,2017,3,36,0.16,0.385435168738899
"775",1548,6,2017,3,22.5,0.07,0.381882770870337
"777",1549,1,2017,3,39.2,0.36,0.740674955595027
"784",1550,2,2017,3,36.3,0.01,0.0728241563055062
"785",1551,3,2017,3,29.8,1.29,0.563055062166963
"846",1552,5,2017,4,47.5,0,0.323268206039076
"849",1553,1,2017,4,46.6,0,0.369449378330373
"864",1554,4,2017,4,52.9,0.06,0.630550621669627
"870",1555,3,2017,4,49.1,0,0.367673179396092
"874",1556,1,2017,4,43,0,0.55595026642984
"901",1557,5,2017,4,53.1,0,0.930728241563055
"902",1558,6,2017,4,46.8,0,0.287744227353464
"904",1559,7,2017,4,46.3,0,0.369449378330373
"909",1560,4,2017,4,49.8,0,0.456483126110124
"915",1561,2,2017,4,49.8,0,0.330373001776199
"919",1562,1,2017,4,46.9,0,0.534635879218472
"922",1563,1,2017,4,56.4,0,0.275310834813499
"928",1564,3,2017,4,41.7,0,0.438721136767318
"935",1565,7,2017,4,46.5,0.27,0.326820603907638
"942",1566,4,2017,4,47.5,0.09,0.531083481349911
"963",1567,7,2017,4,53.4,0,0.243339253996448
"966",1568,5,2017,4,45.7,0.03,0.634103019538188
"978",1569,3,2017,4,42.6,0.38,0.451154529307282
"989",1570,6,2017,4,46.7,0.19,0.387211367673179
"992",1571,2,2017,4,49.7,0.01,0.692717584369449
"1000",1572,6,2017,4,54.2,0.11,0.58259325044405
"1010",1573,2,2017,4,47.8,0,0.325044404973357
"1011",1574,6,2017,4,43.9,0,0.522202486678508
"1014",1575,7,2017,4,51.9,0,0.262877442273535
"1032",1576,7,2017,4,39.7,1.45,0.321492007104796
"1036",1577,4,2017,4,41.9,0,0.674955595026643
"1042",1578,5,2017,4,47.8,0.12,0.641207815275311
"1045",1579,3,2017,4,53.1,0.76,0.52753108348135
"1067",1580,2,2017,4,42.9,0.03,0.470692717584369
"1076",1581,6,2017,4,39.8,1.43,0.458259325044405
"1114",1582,2,2017,5,48.3,0,0.564831261101243
"1123",1583,6,2017,5,57.5,0.03,0.252220248667851
"1136",1584,3,2017,5,55.4,0.01,0.596802841918295
"1141",1585,2,2017,5,53.5,0.01,0.557726465364121
"1150",1586,7,2017,5,51.8,0,0.252220248667851
"1171",1587,1,2017,5,51.4,0,0.685612788632327
"1172",1588,3,2017,5,48.7,0.02,0.595026642984014
"1191",1589,7,2017,5,52.7,0,0.506216696269982
"1207",1590,1,2017,5,49.6,0,0.0674955595026643
"1214",1591,6,2017,5,47.9,0,0.621669626998224
"1217",1592,7,2017,5,52.5,0.37,0.321492007104796
"1227",1593,4,2017,5,51.5,0,0.653641207815275
"1239",1595,3,2017,5,57.9,0,0.746003552397869
"1242",1597,1,2017,5,49.3,0,0.543516873889876
"1265",1598,5,2017,5,48.6,0,0.85968028419183
"1268",1599,4,2017,5,53.8,0.05,0.726465364120782
"1273",1600,4,2017,5,49.5,0,0.626998223801066
"1279",1601,2,2017,5,57.5,0.06,0.641207815275311
"1280",1602,3,2017,5,54.7,0.61,0.676731793960924
"1296",1603,3,2017,5,53.9,0.01,0.547069271758437
"1298",1604,1,2017,5,50,0.09,0.541740674955595
"1301",1605,2,2017,5,56.8,0.18,0.579040852575488
"1308",1606,1,2017,5,51.1,0.14,0.703374777975133
"1332",1607,5,2017,5,55.4,0.1,0.786856127886323
"1333",1608,2,2017,5,55.4,0,0.728241563055062
"1342",1609,6,2017,5,56.3,0.02,0.495559502664298
"1344",1610,7,2017,5,50.4,0.23,0.532859680284192
"1347",1611,6,2017,5,55.1,1.15,0.625222024866785
"1351",1612,5,2017,5,49.4,0,0.786856127886323
"1433",1613,7,2017,6,68.8,0,0.456483126110124
"1451",1614,2,2017,6,64.3,0,0.753108348134991
"1462",1615,5,2017,6,58.2,0,0.717584369449378
"1472",1616,4,2017,6,52.7,0.01,0.580817051509769
"1482",1617,4,2017,6,55.7,0.01,0.570159857904085
"1485",1618,1,2017,6,66.7,0,0.596802841918295
"1500",1619,3,2017,6,67.1,0,0.747779751332149
"1502",1620,6,2017,6,56.9,0,0.539964476021314
"1503",1621,4,2017,6,57.2,0,0.77797513321492
"1514",1622,7,2017,6,58,0,0.239786856127886
"1516",1623,4,2017,6,65.8,0,0.909413854351687
"1519",1624,6,2017,6,60.4,0,0.589698046181172
"1523",1625,1,2017,6,66,0,0.836589698046181
"1525",1626,7,2017,6,63.8,0.11,0.461811722912966
"1527",1627,7,2017,6,61.5,0,0.655417406749556
"1537",1628,4,2017,6,65.6,0,0.770870337477798
"1541",1629,5,2017,6,64.9,0,0.817051509769094
"1564",1630,5,2017,6,66.9,0,0.735346358792185
"1565",1631,3,2017,6,62.6,0,0.730017761989343
"1566",1632,2,2017,6,67.3,0,0.880994671403197
"1585",1633,3,2017,6,65.4,0,0.705150976909414
"1590",1634,6,2017,6,61.7,0.02,0.570159857904085
"1597",1635,6,2017,6,67.2,0,0.746003552397869
"1601",1636,1,2017,6,64.7,0.11,0.863232682060391
"55",1827,1,2018,1,36.4,0,0.415467625899281
"56",1828,7,2018,1,39.7,0,0.161870503597122
"61",1829,4,2018,1,38.5,0,0.661870503597122
"62",1830,3,2018,1,25.6,0,0.570143884892086
"80",1832,3,2018,1,31.4,0,0.64568345323741
"99",1833,4,2018,1,32.4,0.04,0.550359712230216
"100",1834,5,2018,1,28.9,0,0.487410071942446
"132",1835,4,2018,1,28,0,0.492805755395683
"134",1836,7,2018,1,27,0.01,0.298561151079137
"137",1837,3,2018,1,25,0.18,0.482014388489209
"138",1838,6,2018,1,36.8,0,0.327338129496403
"139",1839,1,2018,1,9.5,0,0.226618705035971
"150",1840,7,2018,1,43.4,0.01,0.151079136690647
"151",1841,2,2018,1,32.3,0,0.51978417266187
"163",1842,7,2018,1,9.3,0,0.266187050359712
"166",1843,5,2018,1,43.7,0,0.676258992805755
"170",1844,1,2018,1,31.6,0,0.350719424460432
"175",1845,3,2018,1,41.1,0.68,0.516187050359712
"182",1846,2,2018,1,14.7,0,0.586330935251799
"185",1847,5,2018,1,25.3,0,0.627697841726619
"187",1848,2,2018,1,38.3,0.01,0.640287769784173
"232",1849,6,2018,1,38.1,0,0.363309352517986
"235",1850,1,2018,1,35,0,0.705035971223022
"236",1851,2,2018,1,45.3,0,0.365107913669065
"238",1852,1,2018,1,40.3,0.2,0.365107913669065
"250",1853,6,2018,1,13.2,0,0.487410071942446
"252",1854,5,2018,1,23,2.14,0.669064748201439
"268",1855,2,2018,1,31.9,0.53,0.451438848920863
"271",1856,6,2018,1,45.4,0.41,0.494604316546763
"278",1857,4,2018,1,37.1,0.07,0.244604316546763
"325",1858,2,2018,2,30,0.12,0.390287769784173
"328",1859,5,2018,2,28.3,0.08,0.45863309352518
"340",1860,3,2018,2,36.9,0,0.616906474820144
"353",1861,1,2018,2,38.1,0.01,0.192446043165468
"357",1862,6,2018,2,41.6,0,0.397482014388489
"360",1863,4,2018,2,40.8,0.35,0.570143884892086
"362",1864,1,2018,2,42.1,0.72,0.411870503597122
"363",1865,5,2018,2,37.5,0.03,0.39568345323741
"386",1866,2,2018,2,40.3,0,0.544964028776978
"390",1867,3,2018,2,42.6,0,0.586330935251799
"409",1868,4,2018,2,43.1,0.03,0.399280575539568
"410",1869,4,2018,2,38.3,0,0.47841726618705
"412",1870,5,2018,2,44.8,0.14,0.456834532374101
"416",1871,2,2018,2,31.5,0.14,0.512589928057554
"417",1872,2,2018,2,45.6,0.06,0.372302158273381
"420",1873,7,2018,2,46.3,0.61,0.27158273381295
"424",1874,3,2018,2,45.9,0.02,0.491007194244604
"429",1875,3,2018,2,36.4,0,0.584532374100719
"440",1876,1,2018,2,42.5,1.28,0.679856115107914
"453",1877,7,2018,2,39.4,0.55,0.258992805755396
"459",1878,6,2018,2,42.3,0.09,0.381294964028777
"465",1879,6,2018,2,35.9,0.1,0.496402877697842
"468",1880,4,2018,2,34.6,0.62,0.517985611510791
"469",1881,7,2018,2,37.8,0,0.383093525179856
"470",1882,5,2018,2,34.2,0.07,0.51978417266187
"478",1883,7,2018,2,42.5,0.21,0.215827338129496
"479",1884,6,2018,2,19.8,0.08,0.26978417266187
"499",1885,1,2018,2,45,1.67,0.386690647482014
"564",1886,4,2018,3,41.6,0,0.512589928057554
"567",1887,5,2018,3,37.5,0.07,0.726618705035971
"580",1888,2,2018,3,32.5,0,0.483812949640288
"591",1889,3,2018,3,40.4,0,0.54136690647482
"598",1890,4,2018,3,46.7,0,0.523381294964029
"602",1891,6,2018,3,36.3,0,0.399280575539568
"621",1892,7,2018,3,36.3,0,0.246402877697842
"637",1893,5,2018,3,46.8,0,0.453237410071942
"641",1894,6,2018,3,43.6,0.08,0.469424460431655
"659",1895,7,2018,3,27.2,0,0.356115107913669
"687",1897,1,2018,3,36.7,0,0.631294964028777
"688",1898,1,2018,3,30.5,0,0.643884892086331
"716",1899,5,2018,3,35.5,0.01,0.760791366906475
"727",1900,1,2018,3,36.4,0.01,0.68705035971223
"736",1901,3,2018,3,38.1,0,0.339928057553957
"738",1902,4,2018,3,36.5,0,0.649280575539568
"745",1903,6,2018,3,38.1,0,0.429856115107914
"756",1904,2,2018,3,37.6,0,0.537769784172662
"759",1905,7,2018,3,35.8,0,0.293165467625899
"762",1906,2,2018,3,37.7,0.08,0.62589928057554
"766",1907,4,2018,3,39.6,0.79,0.548561151079137
"768",1908,6,2018,3,33.3,0,0.420863309352518
"769",1909,3,2018,3,36.8,0,0.267985611510791
"776",1910,7,2018,3,39.6,0.11,0.232014388489209
"778",1911,4,2018,3,36.1,0.86,0.775179856115108
"780",1912,3,2018,3,34.8,0.99,0.58273381294964
"782",1913,1,2018,3,37.8,0.38,0.517985611510791
"788",1914,2,2018,3,35,1.54,0.449640287769784
"789",1915,6,2018,3,40.2,0,0.505395683453237
"790",1916,5,2018,3,45.3,0.35,1
"850",1917,3,2018,4,37.9,0,0.510791366906475
"852",1918,7,2018,4,50.5,0,0.318345323741007
"853",1919,6,2018,4,49.5,0.13,0.496402877697842
"858",1920,2,2018,4,37.7,0,0.611510791366906
"862",1921,2,2018,4,44.7,0,0.616906474820144
"865",1922,1,2018,4,46.4,0,0.62410071942446
"885",1923,4,2018,4,42.8,0,0.507194244604317
"888",1924,4,2018,4,41.8,0.02,0.679856115107914
"889",1925,1,2018,4,37.7,0.01,0.420863309352518
"892",1926,7,2018,4,46.3,0,0.431654676258993
"903",1927,6,2018,4,44.6,0,0.460431654676259
"927",1928,2,2018,4,35.3,0.3,0.401079136690647
"950",1929,1,2018,4,36.3,0.01,0.534172661870504
"969",1930,5,2018,4,43.2,0.08,0.681654676258993
"970",1931,1,2018,4,46.2,0.07,0.589928057553957
"984",1932,7,2018,4,44.2,0,0.127697841726619
"990",1933,6,2018,4,43.5,0.1,0.285971223021583
"993",1934,6,2018,4,47.7,0.08,0.532374100719424
"997",1935,4,2018,4,50,0.81,0.721223021582734
"998",1936,7,2018,4,37.9,0.03,0.251798561151079
"1002",1937,7,2018,4,39.7,0,0.327338129496403
"1003",1938,2,2018,4,45.6,0.43,0.489208633093525
"1013",1939,5,2018,4,48.8,0.03,0.651079136690647
"1022",1940,4,2018,4,39.9,0.17,0.365107913669065
"1046",1941,5,2018,4,47.7,0.02,0.767985611510791
"1050",1942,3,2018,4,41.9,0.05,0.600719424460432
"1055",1943,3,2018,4,49.2,0.01,0.535971223021583
"1057",1944,3,2018,4,47.3,0.39,0.406474820143885
"1059",1945,5,2018,4,38,0,0.336330935251799
"1074",1946,1,2018,4,44.7,0.11,0.742805755395683
"1113",1947,4,2018,5,54.1,0.32,0.726618705035971
"1116",1948,2,2018,5,54.6,0,0.649280575539568
"1122",1949,4,2018,5,55.1,0,0.665467625899281
"1130",1950,1,2018,5,50.5,0,0.649280575539568
"1134",1951,7,2018,5,52.5,0,0.300359712230216
"1142",1952,2,2018,5,48.4,0,0.733812949640288
"1143",1953,1,2018,5,60.9,0.03,0.535971223021583
"1154",1954,6,2018,5,48.9,0,0.492805755395683
"1176",1955,3,2018,5,59.2,0,0.683453237410072
"1192",1956,2,2018,5,48.4,0.01,0.692446043165468
"1194",1957,3,2018,5,51.2,0,0.688848920863309
"1195",1958,7,2018,5,49.7,0.09,0.361510791366906
"1196",1959,3,2018,5,55.3,0.02,0.643884892086331
"1203",1960,6,2018,5,49.6,0,0.45863309352518
"1218",1961,2,2018,5,57.7,0.01,0.865107913669065
"1220",1962,3,2018,5,57.3,0.24,0.721223021582734
"1226",1963,1,2018,5,53,0.48,0.660071942446043
"1230",1964,4,2018,5,51,0.01,0.602517985611511
"1232",1965,5,2018,5,53.3,0.02,0.710431654676259
"1234",1966,4,2018,5,54,0,0.830935251798561
"1246",1967,5,2018,5,56.8,0,0.857913669064748
"1253",1968,4,2018,5,56.3,0.11,0.794964028776978
"1281",1969,1,2018,5,53.4,0.08,0.143884892086331
"1286",1970,6,2018,5,58.8,0,0.491007194244604
"1292",1971,7,2018,5,56.5,0.15,0.449640287769784
"1303",1972,2,2018,5,53.9,0,0.809352517985611
"1307",1973,7,2018,5,53.7,0,0.285971223021583
"1312",1974,3,2018,5,54.5,0,0.834532374100719
"1317",1975,5,2018,5,56.5,0,0.847122302158273
"1322",1976,6,2018,5,58,0,0.492805755395683
"1331",1977,5,2018,5,52.2,0.17,0.517985611510791
"1411",1978,7,2018,6,66.7,0,0.537769784172662
"1417",1979,5,2018,6,58.6,0.13,0.760791366906475
"1421",1980,6,2018,6,71.1,0,0.580935251798561
"1436",1981,7,2018,6,61.5,0,0.368705035971223
"1441",1982,7,2018,6,62.7,1.03,0.404676258992806
"1447",1983,6,2018,6,62.9,0.06,0.679856115107914
"1449",1984,4,2018,6,51.5,0,0.656474820143885
"1456",1985,5,2018,6,59,0,0.719424460431655
"1463",1986,3,2018,6,62.8,0,0.665467625899281
"1464",1987,4,2018,6,63.4,0.09,0.87589928057554
"1467",1988,6,2018,6,62.8,0.01,0.627697841726619
"1473",1989,3,2018,6,62.7,0,0.381294964028777
"1489",1990,5,2018,6,61.1,0.11,0.719424460431655
"1499",1991,1,2018,6,56.2,0,0.643884892086331
"1507",1992,5,2018,6,68,0.96,0.929856115107914
"1509",1993,5,2018,6,54.8,0,0.77158273381295
"1511",1994,6,2018,6,59.2,0.16,0.33273381294964
"1517",1995,2,2018,6,60.7,0.02,0.780575539568345
"1530",1996,2,2018,6,55.3,0,0.705035971223022
"1533",1997,3,2018,6,54.8,0,0.580935251798561
"1539",1998,1,2018,6,62.9,0,0.863309352517986
"1551",1999,3,2018,6,59.4,0,0.679856115107914
"1562",2000,2,2018,6,67.7,0.03,0.870503597122302
"1581",2001,7,2018,6,52.8,0,0.35431654676259
"65",2192,3,2019,1,31.6,0,0.441964285714286
"69",2193,2,2019,1,29.4,0,0.587053571428571
"72",2194,5,2019,1,33.2,0,0.537946428571429
"73",2195,6,2019,1,34.5,0.07,0.276785714285714
"74",2196,7,2019,1,26,0,0.0424107142857143
"78",2197,3,2019,1,35,0.61,0.328125
"86",2198,2,2019,1,33.8,0,0.727678571428571
"104",2199,6,2019,1,30.5,0,0.397321428571429
"117",2200,7,2019,1,35.1,0,0.200892857142857
"118",2201,4,2019,1,29.4,0,0.515625
"140",2202,5,2019,1,39,0.01,0.542410714285714
"141",2203,5,2019,1,28.6,0,0.645089285714286
"152",2204,2,2019,1,36.3,0,0.482142857142857
"154",2205,3,2019,1,31.3,0,0.5
"155",2206,1,2019,1,35.7,0,0.46875
"157",2207,4,2019,1,39.4,0,0.332589285714286
"164",2208,4,2019,1,34.9,0.01,0.502232142857143
"167",2209,6,2019,1,23.1,0,0.368303571428571
"176",2210,7,2019,1,39.7,0.86,0.046875
"194",2211,1,2019,1,13.7,1.5,0.127232142857143
"195",2212,6,2019,1,43.8,0.25,0.223214285714286
"197",2213,1,2019,1,32.8,0,0.776785714285714
"201",2214,1,2019,1,27.4,0,0.508928571428571
"205",2215,3,2019,1,44.4,0.12,0.354910714285714
"239",2216,5,2019,1,37,0.28,0.694196428571429
"246",2217,2,2019,1,15.8,0,0.607142857142857
"247",2218,7,2019,1,43.2,0.61,0.125
"251",2219,3,2019,1,36.8,0.39,0.613839285714286
"255",2220,4,2019,1,15.7,0,0.549107142857143
"263",2221,2,2019,1,47.4,0.84,0.165178571428571
"265",2222,4,2019,1,46.5,0,0.529017857142857
"315",2223,6,2019,2,34.8,0,0.1875
"319",2224,2,2019,2,43,0,0.479910714285714
"321",2225,1,2019,2,39.7,0,0.660714285714286
"343",2226,3,2019,2,39.1,0,0.580357142857143
"345",2227,7,2019,2,30.9,0.01,0.1875
"350",2228,5,2019,2,38.3,0.2,0.426339285714286
"352",2229,1,2019,2,30.7,0,0.475446428571429
"356",2230,3,2019,2,26.7,0,0.580357142857143
"368",2231,7,2019,2,28.7,0,0.200892857142857
"380",2232,5,2019,2,40.6,0.02,0.683035714285714
"387",2233,1,2019,2,32.8,0.17,0.113839285714286
"408",2234,2,2019,2,29.4,0,0.741071428571429
"411",2235,4,2019,2,26,0.04,0.767857142857143
"414",2236,5,2019,2,17.6,0,0.660714285714286
"436",2237,3,2019,2,21.6,0,0.388392857142857
"438",2238,6,2019,2,41.1,0.05,0.401785714285714
"452",2239,7,2019,2,35.4,0,0.301339285714286
"461",2240,4,2019,2,39.1,0.33,0.520089285714286
"472",2241,4,2019,2,35.5,0.03,0.689732142857143
"474",2242,6,2019,2,31.5,0,0.412946428571429
"483",2243,2,2019,2,25.9,0.11,0.383928571428571
"487",2244,4,2019,2,36.8,0.24,0.540178571428571
"488",2245,5,2019,2,39.8,0,0.582589285714286
"497",2246,6,2019,2,23.5,0,0.495535714285714
"501",2247,2,2019,2,29.2,0,0.703125
"503",2248,3,2019,2,41.1,0.3,0.633928571428571
"512",2249,7,2019,2,40.5,0.01,0.102678571428571
"522",2250,1,2019,2,38.7,0.63,0.770089285714286
"559",2251,5,2019,3,26.7,0,0.794642857142857
"561",2252,3,2019,3,36.9,0,0.511160714285714
"574",2253,3,2019,3,34.5,0,0.462053571428571
"575",2254,4,2019,3,39,0,0.571428571428571
"581",2255,6,2019,3,35.1,0,0.375
"594",2256,4,2019,3,36.3,0,0.645089285714286
"606",2257,1,2019,3,34.5,0,0.491071428571429
