day,year,mo,da,collision_date,county,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,NUM_COLLISIONS
4,2020,02,27,2020-02-27,New York County,44.6,39.4,1000.5,4.8,18.5,28,41,51.1,39,0.43,999.9,1,1,0,0,0,102
4,2020,02,27,2020-02-27,Richmond County,44.6,39.4,1000.5,4.8,18.5,28,41,51.1,39,0.43,999.9,1,1,0,0,0,12
4,2020,02,27,2020-02-27,Kings County,44.6,39.4,1000.5,4.8,18.5,28,41,51.1,39,0.43,999.9,1,1,0,0,0,174
4,2020,02,27,2020-02-27,Queens County,44.6,39.4,1000.5,4.8,18.5,28,41,51.1,39,0.43,999.9,1,1,0,0,0,154
4,2020,02,27,2020-02-27,Bronx County,44.6,39.4,1000.5,4.8,18.5,28,41,51.1,39,0.43,999.9,1,1,0,0,0,91
7,2013,02,24,2013-02-24,Richmond County,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,999.9,0,1,0,0,0,21
7,2013,02,24,2013-02-24,New York County,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,999.9,0,1,0,0,0,94
7,2013,02,24,2013-02-24,Queens County,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,999.9,0,1,0,0,0,85
7,2013,02,24,2013-02-24,Kings County,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,999.9,0,1,0,0,0,113
7,2013,02,24,2013-02-24,Bronx County,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,999.9,0,1,0,0,0,44
5,2020,02,28,2020-02-28,Queens County,36.4,17.4,1007.4,10,21.5,27,40,51.1,32,0.21,999.9,0,0,0,0,0,144
5,2020,02,28,2020-02-28,Bronx County,36.4,17.4,1007.4,10,21.5,27,40,51.1,32,0.21,999.9,0,0,0,0,0,105
5,2020,02,28,2020-02-28,New York County,36.4,17.4,1007.4,10,21.5,27,40,51.1,32,0.21,999.9,0,0,0,0,0,96
5,2020,02,28,2020-02-28,Kings County,36.4,17.4,1007.4,10,21.5,27,40,51.1,32,0.21,999.9,0,0,0,0,0,137
5,2020,02,28,2020-02-28,Richmond County,36.4,17.4,1007.4,10,21.5,27,40,51.1,32,0.21,999.9,0,0,0,0,0,11
1,2013,02,25,2013-02-25,New York County,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,999.9,0,1,1,0,0,100
1,2013,02,25,2013-02-25,Bronx County,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,999.9,0,1,1,0,0,70
1,2013,02,25,2013-02-25,Queens County,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,999.9,0,1,1,0,0,108
1,2013,02,25,2013-02-25,Kings County,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,999.9,0,1,1,0,0,113
1,2013,02,25,2013-02-25,Richmond County,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,999.9,0,1,1,0,0,25
6,2020,02,29,2020-02-29,Kings County,34.1,16.6,1009.1,10,8.9,19,22.9,39.9,24.1,0,999.9,0,0,0,0,0,147
6,2020,02,29,2020-02-29,Richmond County,34.1,16.6,1009.1,10,8.9,19,22.9,39.9,24.1,0,999.9,0,0,0,0,0,11
6,2020,02,29,2020-02-29,Queens County,34.1,16.6,1009.1,10,8.9,19,22.9,39.9,24.1,0,999.9,0,0,0,0,0,116
6,2020,02,29,2020-02-29,Bronx County,34.1,16.6,1009.1,10,8.9,19,22.9,39.9,24.1,0,999.9,0,0,0,0,0,88
6,2020,02,29,2020-02-29,New York County,34.1,16.6,1009.1,10,8.9,19,22.9,39.9,24.1,0,999.9,0,0,0,0,0,66
2,2013,02,26,2013-02-26,Bronx County,35,26.7,1025.2,10,5.0,11.1,15.9,45,27,0.02,999.9,0,0,0,0,0,49
2,2013,02,26,2013-02-26,New York County,35,26.7,1025.2,10,5.0,11.1,15.9,45,27,0.02,999.9,0,0,0,0,0,121
2,2013,02,26,2013-02-26,Richmond County,35,26.7,1025.2,10,5.0,11.1,15.9,45,27,0.02,999.9,0,0,0,0,0,29
2,2013,02,26,2013-02-26,Queens County,35,26.7,1025.2,10,5.0,11.1,15.9,45,27,0.02,999.9,0,0,0,0,0,114
2,2013,02,26,2013-02-26,Kings County,35,26.7,1025.2,10,5.0,11.1,15.9,45,27,0.02,999.9,0,0,0,0,0,136
3,2013,02,27,2013-02-27,Kings County,44.1,41,1014.7,5.9,18.0,29.9,40,46.9,39,0.24,999.9,1,1,0,0,0,132
3,2013,02,27,2013-02-27,New York County,44.1,41,1014.7,5.9,18.0,29.9,40,46.9,39,0.24,999.9,1,1,0,0,0,131
3,2013,02,27,2013-02-27,Queens County,44.1,41,1014.7,5.9,18.0,29.9,40,46.9,39,0.24,999.9,1,1,0,0,0,117
3,2013,02,27,2013-02-27,Richmond County,44.1,41,1014.7,5.9,18.0,29.9,40,46.9,39,0.24,999.9,1,1,0,0,0,31
3,2013,02,27,2013-02-27,Bronx County,44.1,41,1014.7,5.9,18.0,29.9,40,46.9,39,0.24,999.9,1,1,0,0,0,56
4,2013,02,28,2013-02-28,New York County,41.4,38.9,1002.1,7.2,7.8,14.0,999.9,46.9,39,0.32,999.9,1,1,0,0,0,110
4,2013,02,28,2013-02-28,Queens County,41.4,38.9,1002.1,7.2,7.8,14.0,999.9,46.9,39,0.32,999.9,1,1,0,0,0,106
4,2013,02,28,2013-02-28,Kings County,41.4,38.9,1002.1,7.2,7.8,14.0,999.9,46.9,39,0.32,999.9,1,1,0,0,0,137
4,2013,02,28,2013-02-28,Bronx County,41.4,38.9,1002.1,7.2,7.8,14.0,999.9,46.9,39,0.32,999.9,1,1,0,0,0,63
4,2013,02,28,2013-02-28,Richmond County,41.4,38.9,1002.1,7.2,7.8,14.0,999.9,46.9,39,0.32,999.9,1,1,0,0,0,17
4,2018,02,01,2018-02-01,Richmond County,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,999.9,0,0,0,0,0,24
4,2018,02,01,2018-02-01,Bronx County,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,999.9,0,0,0,0,0,96
4,2018,02,01,2018-02-01,Kings County,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,999.9,0,0,0,0,0,154
4,2018,02,01,2018-02-01,Queens County,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,999.9,0,0,0,0,0,162
4,2018,02,01,2018-02-01,New York County,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,999.9,0,0,0,0,0,113
5,2018,02,02,2018-02-02,Richmond County,34.2,30.8,1011.1,6.4,11.9,22.0,28,44.1,23,0.07,999.9,0,1,1,0,0,36
5,2018,02,02,2018-02-02,Bronx County,34.2,30.8,1011.1,6.4,11.9,22.0,28,44.1,23,0.07,999.9,0,1,1,0,0,90
5,2018,02,02,2018-02-02,Kings County,34.2,30.8,1011.1,6.4,11.9,22.0,28,44.1,23,0.07,999.9,0,1,1,0,0,156
5,2018,02,02,2018-02-02,New York County,34.2,30.8,1011.1,6.4,11.9,22.0,28,44.1,23,0.07,999.9,0,1,1,0,0,113
5,2018,02,02,2018-02-02,Queens County,34.2,30.8,1011.1,6.4,11.9,22.0,28,44.1,23,0.07,999.9,0,1,1,0,0,178
6,2018,02,03,2018-02-03,Kings County,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,999.9,0,0,0,0,0,133
6,2018,02,03,2018-02-03,Richmond County,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,999.9,0,0,0,0,0,28
6,2018,02,03,2018-02-03,Queens County,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,999.9,0,0,0,0,0,145
6,2018,02,03,2018-02-03,New York County,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,999.9,0,0,0,0,0,92
6,2018,02,03,2018-02-03,Bronx County,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,999.9,0,0,0,0,0,55
7,2018,02,04,2018-02-04,New York County,37.8,34.1,1026.4,9.1,13.4,22.0,28,46,30,0,999.9,0,1,0,0,0,114
7,2018,02,04,2018-02-04,Bronx County,37.8,34.1,1026.4,9.1,13.4,22.0,28,46,30,0,999.9,0,1,0,0,0,83
7,2018,02,04,2018-02-04,Richmond County,37.8,34.1,1026.4,9.1,13.4,22.0,28,46,30,0,999.9,0,1,0,0,0,18
7,2018,02,04,2018-02-04,Kings County,37.8,34.1,1026.4,9.1,13.4,22.0,28,46,30,0,999.9,0,1,0,0,0,159
7,2018,02,04,2018-02-04,Queens County,37.8,34.1,1026.4,9.1,13.4,22.0,28,46,30,0,999.9,0,1,0,0,0,147
1,2018,02,05,2018-02-05,Richmond County,42.5,38.1,1008.3,5.1,14.1,20.0,29.9,46.9,33.1,1.28,999.9,1,1,0,0,0,41
1,2018,02,05,2018-02-05,Queens County,42.5,38.1,1008.3,5.1,14.1,20.0,29.9,46.9,33.1,1.28,999.9,1,1,0,0,0,208
1,2018,02,05,2018-02-05,New York County,42.5,38.1,1008.3,5.1,14.1,20.0,29.9,46.9,33.1,1.28,999.9,1,1,0,0,0,129
1,2018,02,05,2018-02-05,Kings County,42.5,38.1,1008.3,5.1,14.1,20.0,29.9,46.9,33.1,1.28,999.9,1,1,0,0,0,194
1,2018,02,05,2018-02-05,Bronx County,42.5,38.1,1008.3,5.1,14.1,20.0,29.9,46.9,33.1,1.28,999.9,1,1,0,0,0,104
2,2018,02,06,2018-02-06,New York County,30,20.2,1026.9,10,4.8,11.1,999.9,46.9,19.9,0.12,999.9,0,0,0,0,0,103
2,2018,02,06,2018-02-06,Kings County,30,20.2,1026.9,10,4.8,11.1,999.9,46.9,19.9,0.12,999.9,0,0,0,0,0,141
2,2018,02,06,2018-02-06,Richmond County,30,20.2,1026.9,10,4.8,11.1,999.9,46.9,19.9,0.12,999.9,0,0,0,0,0,21
2,2018,02,06,2018-02-06,Queens County,30,20.2,1026.9,10,4.8,11.1,999.9,46.9,19.9,0.12,999.9,0,0,0,0,0,160
2,2018,02,06,2018-02-06,Bronx County,30,20.2,1026.9,10,4.8,11.1,999.9,46.9,19.9,0.12,999.9,0,0,0,0,0,78
3,2018,02,07,2018-02-07,Richmond County,36.4,32.6,1030.4,8.4,9.5,19.0,33,48.9,19.9,0,999.9,1,1,0,0,0,32
3,2018,02,07,2018-02-07,Kings County,36.4,32.6,1030.4,8.4,9.5,19.0,33,48.9,19.9,0,999.9,1,1,0,0,0,163
3,2018,02,07,2018-02-07,New York County,36.4,32.6,1030.4,8.4,9.5,19.0,33,48.9,19.9,0,999.9,1,1,0,0,0,136
3,2018,02,07,2018-02-07,Bronx County,36.4,32.6,1030.4,8.4,9.5,19.0,33,48.9,19.9,0,999.9,1,1,0,0,0,88
3,2018,02,07,2018-02-07,Queens County,36.4,32.6,1030.4,8.4,9.5,19.0,33,48.9,19.9,0,999.9,1,1,0,0,0,202
4,2018,02,08,2018-02-08,Bronx County,34.6,28.2,1020.8,8.4,14.5,22.0,34,48.9,21.9,0.62,999.9,0,1,1,0,0,103
4,2018,02,08,2018-02-08,Richmond County,34.6,28.2,1020.8,8.4,14.5,22.0,34,48.9,21.9,0.62,999.9,0,1,1,0,0,38
4,2018,02,08,2018-02-08,New York County,34.6,28.2,1020.8,8.4,14.5,22.0,34,48.9,21.9,0.62,999.9,0,1,1,0,0,122
4,2018,02,08,2018-02-08,Queens County,34.6,28.2,1020.8,8.4,14.5,22.0,34,48.9,21.9,0.62,999.9,0,1,1,0,0,158
4,2018,02,08,2018-02-08,Kings County,34.6,28.2,1020.8,8.4,14.5,22.0,34,48.9,21.9,0.62,999.9,0,1,1,0,0,150
5,2018,02,09,2018-02-09,Richmond County,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,999.9,0,0,0,0,0,32
5,2018,02,09,2018-02-09,Kings County,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,999.9,0,0,0,0,0,167
5,2018,02,09,2018-02-09,Bronx County,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,999.9,0,0,0,0,0,72
5,2018,02,09,2018-02-09,New York County,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,999.9,0,0,0,0,0,112
5,2018,02,09,2018-02-09,Queens County,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,999.9,0,0,0,0,0,169
6,2018,02,10,2018-02-10,Kings County,41.6,39,1028.8,9,11.3,15.0,999.9,48,21.9,0,999.9,0,0,0,0,0,143
6,2018,02,10,2018-02-10,New York County,41.6,39,1028.8,9,11.3,15.0,999.9,48,21.9,0,999.9,0,0,0,0,0,122
6,2018,02,10,2018-02-10,Bronx County,41.6,39,1028.8,9,11.3,15.0,999.9,48,21.9,0,999.9,0,0,0,0,0,85
6,2018,02,10,2018-02-10,Queens County,41.6,39,1028.8,9,11.3,15.0,999.9,48,21.9,0,999.9,0,0,0,0,0,141
6,2018,02,10,2018-02-10,Richmond County,41.6,39,1028.8,9,11.3,15.0,999.9,48,21.9,0,999.9,0,0,0,0,0,29
7,2018,02,11,2018-02-11,Kings County,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,999.9,1,1,0,0,0,155
7,2018,02,11,2018-02-11,Bronx County,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,999.9,1,1,0,0,0,59
7,2018,02,11,2018-02-11,Richmond County,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,999.9,1,1,0,0,0,20
7,2018,02,11,2018-02-11,New York County,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,999.9,1,1,0,0,0,108
7,2018,02,11,2018-02-11,Queens County,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,999.9,1,1,0,0,0,110
1,2018,02,12,2018-02-12,Queens County,45,44.2,1021.3,3.9,13.6,26.0,39,52,34,1.67,999.9,1,1,0,0,0,142
1,2018,02,12,2018-02-12,Richmond County,45,44.2,1021.3,3.9,13.6,26.0,39,52,34,1.67,999.9,1,1,0,0,0,27
1,2018,02,12,2018-02-12,Bronx County,45,44.2,1021.3,3.9,13.6,26.0,39,52,34,1.67,999.9,1,1,0,0,0,86
1,2018,02,12,2018-02-12,Kings County,45,44.2,1021.3,3.9,13.6,26.0,39,52,34,1.67,999.9,1,1,0,0,0,150
1,2018,02,12,2018-02-12,New York County,45,44.2,1021.3,3.9,13.6,26.0,39,52,34,1.67,999.9,1,1,0,0,0,98
2,2018,02,13,2018-02-13,Queens County,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,999.9,0,0,0,0,0,151
2,2018,02,13,2018-02-13,New York County,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,999.9,0,0,0,0,0,125
2,2018,02,13,2018-02-13,Richmond County,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,999.9,0,0,0,0,0,36
2,2018,02,13,2018-02-13,Kings County,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,999.9,0,0,0,0,0,156
2,2018,02,13,2018-02-13,Bronx County,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,999.9,0,0,0,0,0,109
3,2018,02,14,2018-02-14,Richmond County,36.9,34,1030.5,8.5,8.7,14.0,999.9,44.1,28,0,999.9,0,1,0,0,0,33
3,2018,02,14,2018-02-14,New York County,36.9,34,1030.5,8.5,8.7,14.0,999.9,44.1,28,0,999.9,0,1,0,0,0,132
3,2018,02,14,2018-02-14,Kings County,36.9,34,1030.5,8.5,8.7,14.0,999.9,44.1,28,0,999.9,0,1,0,0,0,175
3,2018,02,14,2018-02-14,Queens County,36.9,34,1030.5,8.5,8.7,14.0,999.9,44.1,28,0,999.9,0,1,0,0,0,185
3,2018,02,14,2018-02-14,Bronx County,36.9,34,1030.5,8.5,8.7,14.0,999.9,44.1,28,0,999.9,0,1,0,0,0,99
4,2018,02,15,2018-02-15,Bronx County,40.8,40.8,1013.7,2.2,9.7,15.0,999.9,44.1,30.9,0.35,999.9,1,1,0,0,0,104
4,2018,02,15,2018-02-15,New York County,40.8,40.8,1013.7,2.2,9.7,15.0,999.9,44.1,30.9,0.35,999.9,1,1,0,0,0,124
4,2018,02,15,2018-02-15,Kings County,40.8,40.8,1013.7,2.2,9.7,15.0,999.9,44.1,30.9,0.35,999.9,1,1,0,0,0,171
4,2018,02,15,2018-02-15,Richmond County,40.8,40.8,1013.7,2.2,9.7,15.0,999.9,44.1,30.9,0.35,999.9,1,1,0,0,0,38
4,2018,02,15,2018-02-15,Queens County,40.8,40.8,1013.7,2.2,9.7,15.0,999.9,44.1,30.9,0.35,999.9,1,1,0,0,0,162
5,2018,02,16,2018-02-16,Queens County,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,999.9,1,1,0,0,0,144
5,2018,02,16,2018-02-16,Richmond County,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,999.9,1,1,0,0,0,27
5,2018,02,16,2018-02-16,Bronx County,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,999.9,1,1,0,0,0,107
5,2018,02,16,2018-02-16,New York County,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,999.9,1,1,0,0,0,115
5,2018,02,16,2018-02-16,Kings County,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,999.9,1,1,0,0,0,152
6,2018,02,17,2018-02-17,Queens County,35.9,24.8,1023.7,10,13.1,22.0,28.9,52,30,0.1,999.9,0,0,0,0,0,174
6,2018,02,17,2018-02-17,Bronx County,35.9,24.8,1023.7,10,13.1,22.0,28.9,52,30,0.1,999.9,0,0,0,0,0,100
6,2018,02,17,2018-02-17,New York County,35.9,24.8,1023.7,10,13.1,22.0,28.9,52,30,0.1,999.9,0,0,0,0,0,134
6,2018,02,17,2018-02-17,Richmond County,35.9,24.8,1023.7,10,13.1,22.0,28.9,52,30,0.1,999.9,0,0,0,0,0,25
6,2018,02,17,2018-02-17,Kings County,35.9,24.8,1023.7,10,13.1,22.0,28.9,52,30,0.1,999.9,0,0,0,0,0,136
7,2018,02,18,2018-02-18,Bronx County,39.4,34.8,1021,8.3,12.4,21.0,29.9,45,33.1,0.55,999.9,0,1,0,0,0,79
7,2018,02,18,2018-02-18,Richmond County,39.4,34.8,1021,8.3,12.4,21.0,29.9,45,33.1,0.55,999.9,0,1,0,0,0,22
7,2018,02,18,2018-02-18,Kings County,39.4,34.8,1021,8.3,12.4,21.0,29.9,45,33.1,0.55,999.9,0,1,0,0,0,120
7,2018,02,18,2018-02-18,New York County,39.4,34.8,1021,8.3,12.4,21.0,29.9,45,33.1,0.55,999.9,0,1,0,0,0,83
7,2018,02,18,2018-02-18,Queens County,39.4,34.8,1021,8.3,12.4,21.0,29.9,45,33.1,0.55,999.9,0,1,0,0,0,134
1,2018,02,19,2018-02-19,New York County,38.1,35.4,1033.5,9.6,8.3,14.0,999.9,46.9,26.1,0.01,999.9,0,0,0,0,0,69
1,2018,02,19,2018-02-19,Richmond County,38.1,35.4,1033.5,9.6,8.3,14.0,999.9,46.9,26.1,0.01,999.9,0,0,0,0,0,14
1,2018,02,19,2018-02-19,Queens County,38.1,35.4,1033.5,9.6,8.3,14.0,999.9,46.9,26.1,0.01,999.9,0,0,0,0,0,133
1,2018,02,19,2018-02-19,Kings County,38.1,35.4,1033.5,9.6,8.3,14.0,999.9,46.9,26.1,0.01,999.9,0,0,0,0,0,142
1,2018,02,19,2018-02-19,Bronx County,38.1,35.4,1033.5,9.6,8.3,14.0,999.9,46.9,26.1,0.01,999.9,0,0,0,0,0,62
2,2018,02,20,2018-02-20,Kings County,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,999.9,1,1,0,0,0,145
2,2018,02,20,2018-02-20,New York County,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,999.9,1,1,0,0,0,86
2,2018,02,20,2018-02-20,Queens County,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,999.9,1,1,0,0,0,149
2,2018,02,20,2018-02-20,Bronx County,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,999.9,1,1,0,0,0,86
2,2018,02,20,2018-02-20,Richmond County,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,999.9,1,1,0,0,0,25
3,2018,02,21,2018-02-21,Richmond County,45.9,45.9,1026.2,0.2,13.3,18.1,999.9,48.9,44.1,0.02,999.9,1,0,0,0,0,38
3,2018,02,21,2018-02-21,New York County,45.9,45.9,1026.2,0.2,13.3,18.1,999.9,48.9,44.1,0.02,999.9,1,0,0,0,0,118
3,2018,02,21,2018-02-21,Queens County,45.9,45.9,1026.2,0.2,13.3,18.1,999.9,48.9,44.1,0.02,999.9,1,0,0,0,0,155
3,2018,02,21,2018-02-21,Kings County,45.9,45.9,1026.2,0.2,13.3,18.1,999.9,48.9,44.1,0.02,999.9,1,0,0,0,0,173
3,2018,02,21,2018-02-21,Bronx County,45.9,45.9,1026.2,0.2,13.3,18.1,999.9,48.9,44.1,0.02,999.9,1,0,0,0,0,83
4,2018,02,22,2018-02-22,Bronx County,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,999.9,1,1,0,0,0,83
4,2018,02,22,2018-02-22,Kings County,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,999.9,1,1,0,0,0,178
4,2018,02,22,2018-02-22,New York County,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,999.9,1,1,0,0,0,112
4,2018,02,22,2018-02-22,Queens County,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,999.9,1,1,0,0,0,115
4,2018,02,22,2018-02-22,Richmond County,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,999.9,1,1,0,0,0,21
5,2018,02,23,2018-02-23,Bronx County,37.5,32.5,1036.3,9.7,10.6,15.0,999.9,48.9,34,0.03,999.9,0,1,0,0,0,78
5,2018,02,23,2018-02-23,Richmond County,37.5,32.5,1036.3,9.7,10.6,15.0,999.9,48.9,34,0.03,999.9,0,1,0,0,0,24
5,2018,02,23,2018-02-23,New York County,37.5,32.5,1036.3,9.7,10.6,15.0,999.9,48.9,34,0.03,999.9,0,1,0,0,0,118
5,2018,02,23,2018-02-23,Queens County,37.5,32.5,1036.3,9.7,10.6,15.0,999.9,48.9,34,0.03,999.9,0,1,0,0,0,148
5,2018,02,23,2018-02-23,Kings County,37.5,32.5,1036.3,9.7,10.6,15.0,999.9,48.9,34,0.03,999.9,0,1,0,0,0,151
6,2018,02,24,2018-02-24,Queens County,42.3,41.5,1020.5,5,11.4,21.0,27,48.9,35.1,0.09,999.9,1,1,0,0,0,155
6,2018,02,24,2018-02-24,New York County,42.3,41.5,1020.5,5,11.4,21.0,27,48.9,35.1,0.09,999.9,1,1,0,0,0,119
6,2018,02,24,2018-02-24,Kings County,42.3,41.5,1020.5,5,11.4,21.0,27,48.9,35.1,0.09,999.9,1,1,0,0,0,136
6,2018,02,24,2018-02-24,Richmond County,42.3,41.5,1020.5,5,11.4,21.0,27,48.9,35.1,0.09,999.9,1,1,0,0,0,29
6,2018,02,24,2018-02-24,Bronx County,42.3,41.5,1020.5,5,11.4,21.0,27,48.9,35.1,0.09,999.9,1,1,0,0,0,73
7,2018,02,25,2018-02-25,Richmond County,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,999.9,1,1,0,0,0,22
7,2018,02,25,2018-02-25,New York County,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,999.9,1,1,0,0,0,94
7,2018,02,25,2018-02-25,Kings County,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,999.9,1,1,0,0,0,132
7,2018,02,25,2018-02-25,Bronx County,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,999.9,1,1,0,0,0,68
7,2018,02,25,2018-02-25,Queens County,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,999.9,1,1,0,0,0,112
1,2018,02,26,2018-02-26,Bronx County,42.1,40.1,1016.7,6.5,10.7,15.0,999.9,46.9,39,0.72,999.9,1,0,0,0,0,98
1,2018,02,26,2018-02-26,New York County,42.1,40.1,1016.7,6.5,10.7,15.0,999.9,46.9,39,0.72,999.9,1,0,0,0,0,103
1,2018,02,26,2018-02-26,Queens County,42.1,40.1,1016.7,6.5,10.7,15.0,999.9,46.9,39,0.72,999.9,1,0,0,0,0,151
1,2018,02,26,2018-02-26,Kings County,42.1,40.1,1016.7,6.5,10.7,15.0,999.9,46.9,39,0.72,999.9,1,0,0,0,0,141
1,2018,02,26,2018-02-26,Richmond County,42.1,40.1,1016.7,6.5,10.7,15.0,999.9,46.9,39,0.72,999.9,1,0,0,0,0,28
2,2018,02,27,2018-02-27,Richmond County,40.3,29.3,1024.2,10,8.9,15.9,999.9,46.9,28,0,999.9,0,0,0,0,0,31
2,2018,02,27,2018-02-27,Queens County,40.3,29.3,1024.2,10,8.9,15.9,999.9,46.9,28,0,999.9,0,0,0,0,0,184
2,2018,02,27,2018-02-27,New York County,40.3,29.3,1024.2,10,8.9,15.9,999.9,46.9,28,0,999.9,0,0,0,0,0,115
2,2018,02,27,2018-02-27,Kings County,40.3,29.3,1024.2,10,8.9,15.9,999.9,46.9,28,0,999.9,0,0,0,0,0,176
2,2018,02,27,2018-02-27,Bronx County,40.3,29.3,1024.2,10,8.9,15.9,999.9,46.9,28,0,999.9,0,0,0,0,0,88
3,2018,02,28,2018-02-28,Bronx County,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,999.9,0,0,0,0,0,95
3,2018,02,28,2018-02-28,Kings County,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,999.9,0,0,0,0,0,174
3,2018,02,28,2018-02-28,New York County,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,999.9,0,0,0,0,0,123
3,2018,02,28,2018-02-28,Queens County,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,999.9,0,0,0,0,0,185
3,2018,02,28,2018-02-28,Richmond County,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,999.9,0,0,0,0,0,29
1,2016,02,01,2016-02-01,Bronx County,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,999.9,0,1,0,0,0,78
1,2016,02,01,2016-02-01,Kings County,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,999.9,0,1,0,0,0,194
1,2016,02,01,2016-02-01,Queens County,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,999.9,0,1,0,0,0,182
1,2016,02,01,2016-02-01,Richmond County,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,999.9,0,1,0,0,0,31
1,2016,02,01,2016-02-01,New York County,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,999.9,0,1,0,0,0,123
2,2016,02,02,2016-02-02,Bronx County,43.2,32.2,1021.5,10,6.5,14.0,999.9,52,34,0.07,999.9,0,1,0,0,0,67
2,2016,02,02,2016-02-02,New York County,43.2,32.2,1021.5,10,6.5,14.0,999.9,52,34,0.07,999.9,0,1,0,0,0,144
2,2016,02,02,2016-02-02,Richmond County,43.2,32.2,1021.5,10,6.5,14.0,999.9,52,34,0.07,999.9,0,1,0,0,0,41
