day,year,mo,da,collision_date,county,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,NUM_COLLISIONS
4,2019,01,24,2019-01-24,Bronx County,46.5,44.7,1012.6,5.2,19.2,31.1,42,52,42.8,0,999.9,0,1,0,0,0,84
4,2019,01,24,2019-01-24,Richmond County,46.5,44.7,1012.6,5.2,19.2,31.1,42,52,42.8,0,999.9,0,1,0,0,0,28
4,2019,01,24,2019-01-24,Queens County,46.5,44.7,1012.6,5.2,19.2,31.1,42,52,42.8,0,999.9,0,1,0,0,0,157
4,2019,01,24,2019-01-24,New York County,46.5,44.7,1012.6,5.2,19.2,31.1,42,52,42.8,0,999.9,0,1,0,0,0,122
4,2019,01,24,2019-01-24,Kings County,46.5,44.7,1012.6,5.2,19.2,31.1,42,52,42.8,0,999.9,0,1,0,0,0,158
5,2019,01,25,2019-01-25,Kings County,37,28.5,1010.5,8.9,14.0,26.0,35,52,30,0.28,999.9,0,0,0,0,0,174
5,2019,01,25,2019-01-25,Richmond County,37,28.5,1010.5,8.9,14.0,26.0,35,52,30,0.28,999.9,0,0,0,0,0,36
5,2019,01,25,2019-01-25,New York County,37,28.5,1010.5,8.9,14.0,26.0,35,52,30,0.28,999.9,0,0,0,0,0,125
5,2019,01,25,2019-01-25,Queens County,37,28.5,1010.5,8.9,14.0,26.0,35,52,30,0.28,999.9,0,0,0,0,0,186
5,2019,01,25,2019-01-25,Bronx County,37,28.5,1010.5,8.9,14.0,26.0,35,52,30,0.28,999.9,0,0,0,0,0,106
6,2019,01,26,2019-01-26,Queens County,30.5,15.4,1022.6,10,7.9,15.9,21,37.9,21,0,999.9,0,0,0,0,0,148
6,2019,01,26,2019-01-26,Kings County,30.5,15.4,1022.6,10,7.9,15.9,21,37.9,21,0,999.9,0,0,0,0,0,143
6,2019,01,26,2019-01-26,Bronx County,30.5,15.4,1022.6,10,7.9,15.9,21,37.9,21,0,999.9,0,0,0,0,0,80
6,2019,01,26,2019-01-26,Richmond County,30.5,15.4,1022.6,10,7.9,15.9,21,37.9,21,0,999.9,0,0,0,0,0,17
6,2019,01,26,2019-01-26,New York County,30.5,15.4,1022.6,10,7.9,15.9,21,37.9,21,0,999.9,0,0,0,0,0,104
7,2019,01,27,2019-01-27,Bronx County,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21,0,999.9,0,0,1,0,0,58
7,2019,01,27,2019-01-27,New York County,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21,0,999.9,0,0,1,0,0,88
7,2019,01,27,2019-01-27,Richmond County,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21,0,999.9,0,0,1,0,0,12
7,2019,01,27,2019-01-27,Queens County,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21,0,999.9,0,0,1,0,0,122
7,2019,01,27,2019-01-27,Kings County,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21,0,999.9,0,0,1,0,0,126
1,2019,01,28,2019-01-28,Richmond County,35.7,27.3,1016,9.8,11.3,19.0,26,44.1,28.9,0,999.9,0,0,0,0,0,29
1,2019,01,28,2019-01-28,Bronx County,35.7,27.3,1016,9.8,11.3,19.0,26,44.1,28.9,0,999.9,0,0,0,0,0,71
1,2019,01,28,2019-01-28,New York County,35.7,27.3,1016,9.8,11.3,19.0,26,44.1,28.9,0,999.9,0,0,0,0,0,90
1,2019,01,28,2019-01-28,Kings County,35.7,27.3,1016,9.8,11.3,19.0,26,44.1,28.9,0,999.9,0,0,0,0,0,177
1,2019,01,28,2019-01-28,Queens County,35.7,27.3,1016,9.8,11.3,19.0,26,44.1,28.9,0,999.9,0,0,0,0,0,144
2,2019,01,29,2019-01-29,New York County,33.8,23.7,1016.7,10,9.6,14.0,999.9,42.1,30,0,999.9,0,0,0,0,0,133
2,2019,01,29,2019-01-29,Bronx County,33.8,23.7,1016.7,10,9.6,14.0,999.9,42.1,30,0,999.9,0,0,0,0,0,105
2,2019,01,29,2019-01-29,Queens County,33.8,23.7,1016.7,10,9.6,14.0,999.9,42.1,30,0,999.9,0,0,0,0,0,164
2,2019,01,29,2019-01-29,Kings County,33.8,23.7,1016.7,10,9.6,14.0,999.9,42.1,30,0,999.9,0,0,0,0,0,179
2,2019,01,29,2019-01-29,Richmond County,33.8,23.7,1016.7,10,9.6,14.0,999.9,42.1,30,0,999.9,0,0,0,0,0,43
3,2019,01,30,2019-01-30,Richmond County,36.8,29.5,1009.8,8.8,15.1,28.0,41,42.1,30,0.39,999.9,0,1,1,0,0,22
3,2019,01,30,2019-01-30,Queens County,36.8,29.5,1009.8,8.8,15.1,28.0,41,42.1,30,0.39,999.9,0,1,1,0,0,133
3,2019,01,30,2019-01-30,New York County,36.8,29.5,1009.8,8.8,15.1,28.0,41,42.1,30,0.39,999.9,0,1,1,0,0,89
3,2019,01,30,2019-01-30,Bronx County,36.8,29.5,1009.8,8.8,15.1,28.0,41,42.1,30,0.39,999.9,0,1,1,0,0,81
3,2019,01,30,2019-01-30,Kings County,36.8,29.5,1009.8,8.8,15.1,28.0,41,42.1,30,0.39,999.9,0,1,1,0,0,176
4,2019,01,31,2019-01-31,Bronx County,15.7,1.9,1022.5,9.5,16.4,28.9,41,42.1,8.1,0,999.9,0,0,1,0,0,86
4,2019,01,31,2019-01-31,New York County,15.7,1.9,1022.5,9.5,16.4,28.9,41,42.1,8.1,0,999.9,0,0,1,0,0,121
4,2019,01,31,2019-01-31,Kings County,15.7,1.9,1022.5,9.5,16.4,28.9,41,42.1,8.1,0,999.9,0,0,1,0,0,174
4,2019,01,31,2019-01-31,Richmond County,15.7,1.9,1022.5,9.5,16.4,28.9,41,42.1,8.1,0,999.9,0,0,1,0,0,19
4,2019,01,31,2019-01-31,Queens County,15.7,1.9,1022.5,9.5,16.4,28.9,41,42.1,8.1,0,999.9,0,0,1,0,0,149
7,2017,01,01,2017-01-01,Richmond County,44.4,33.6,1017.4,9,13.4,18.1,27,48,39,0.03,999.9,0,1,0,0,0,18
7,2017,01,01,2017-01-01,New York County,44.4,33.6,1017.4,9,13.4,18.1,27,48,39,0.03,999.9,0,1,0,0,0,82
7,2017,01,01,2017-01-01,Kings County,44.4,33.6,1017.4,9,13.4,18.1,27,48,39,0.03,999.9,0,1,0,0,0,151
7,2017,01,01,2017-01-01,Queens County,44.4,33.6,1017.4,9,13.4,18.1,27,48,39,0.03,999.9,0,1,0,0,0,138
7,2017,01,01,2017-01-01,Bronx County,44.4,33.6,1017.4,9,13.4,18.1,27,48,39,0.03,999.9,0,1,0,0,0,73
1,2017,01,02,2017-01-02,Queens County,37.4,28.7,1032,10,7.1,12.0,999.9,50,26.1,0.03,999.9,0,1,0,0,0,141
1,2017,01,02,2017-01-02,Bronx County,37.4,28.7,1032,10,7.1,12.0,999.9,50,26.1,0.03,999.9,0,1,0,0,0,58
1,2017,01,02,2017-01-02,Richmond County,37.4,28.7,1032,10,7.1,12.0,999.9,50,26.1,0.03,999.9,0,1,0,0,0,25
1,2017,01,02,2017-01-02,Kings County,37.4,28.7,1032,10,7.1,12.0,999.9,50,26.1,0.03,999.9,0,1,0,0,0,125
1,2017,01,02,2017-01-02,New York County,37.4,28.7,1032,10,7.1,12.0,999.9,50,26.1,0.03,999.9,0,1,0,0,0,85
2,2017,01,03,2017-01-03,Richmond County,44.3,40.7,1020.7,5.4,15.2,21.0,31.1,48.9,42.1,0.11,999.9,0,1,0,0,0,35
2,2017,01,03,2017-01-03,New York County,44.3,40.7,1020.7,5.4,15.2,21.0,31.1,48.9,42.1,0.11,999.9,0,1,0,0,0,132
2,2017,01,03,2017-01-03,Queens County,44.3,40.7,1020.7,5.4,15.2,21.0,31.1,48.9,42.1,0.11,999.9,0,1,0,0,0,189
2,2017,01,03,2017-01-03,Kings County,44.3,40.7,1020.7,5.4,15.2,21.0,31.1,48.9,42.1,0.11,999.9,0,1,0,0,0,179
2,2017,01,03,2017-01-03,Bronx County,44.3,40.7,1020.7,5.4,15.2,21.0,31.1,48.9,42.1,0.11,999.9,0,1,0,0,0,86
3,2017,01,04,2017-01-04,Queens County,46.5,43.7,996.4,6.2,13.6,21.0,28,53.1,42.1,0.87,999.9,1,1,0,0,0,157
3,2017,01,04,2017-01-04,Bronx County,46.5,43.7,996.4,6.2,13.6,21.0,28,53.1,42.1,0.87,999.9,1,1,0,0,0,68
3,2017,01,04,2017-01-04,Kings County,46.5,43.7,996.4,6.2,13.6,21.0,28,53.1,42.1,0.87,999.9,1,1,0,0,0,180
3,2017,01,04,2017-01-04,Richmond County,46.5,43.7,996.4,6.2,13.6,21.0,28,53.1,42.1,0.87,999.9,1,1,0,0,0,42
3,2017,01,04,2017-01-04,New York County,46.5,43.7,996.4,6.2,13.6,21.0,28,53.1,42.1,0.87,999.9,1,1,0,0,0,107
4,2017,01,05,2017-01-05,Bronx County,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,0,0,0,0,68
4,2017,01,05,2017-01-05,Queens County,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,0,0,0,0,146
4,2017,01,05,2017-01-05,Richmond County,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,0,0,0,0,28
4,2017,01,05,2017-01-05,Kings County,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,0,0,0,0,178
4,2017,01,05,2017-01-05,New York County,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,0,0,0,0,102
5,2017,01,06,2017-01-06,Bronx County,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41,28.9,0.03,999.9,1,0,1,0,0,79
5,2017,01,06,2017-01-06,Kings County,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41,28.9,0.03,999.9,1,0,1,0,0,178
5,2017,01,06,2017-01-06,Queens County,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41,28.9,0.03,999.9,1,0,1,0,0,162
5,2017,01,06,2017-01-06,New York County,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41,28.9,0.03,999.9,1,0,1,0,0,94
5,2017,01,06,2017-01-06,Richmond County,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41,28.9,0.03,999.9,1,0,1,0,0,49
6,2017,01,07,2017-01-07,Kings County,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,0,1,0,0,244
6,2017,01,07,2017-01-07,Queens County,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,0,1,0,0,257
6,2017,01,07,2017-01-07,Bronx County,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,0,1,0,0,141
6,2017,01,07,2017-01-07,Richmond County,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,0,1,0,0,62
6,2017,01,07,2017-01-07,New York County,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,0,1,0,0,143
7,2017,01,08,2017-01-08,New York County,24.1,15.9,1021.1,6.1,19.5,34.0,42.9,33.1,19,0.37,999.9,1,0,1,0,0,76
7,2017,01,08,2017-01-08,Richmond County,24.1,15.9,1021.1,6.1,19.5,34.0,42.9,33.1,19,0.37,999.9,1,0,1,0,0,22
7,2017,01,08,2017-01-08,Queens County,24.1,15.9,1021.1,6.1,19.5,34.0,42.9,33.1,19,0.37,999.9,1,0,1,0,0,103
7,2017,01,08,2017-01-08,Kings County,24.1,15.9,1021.1,6.1,19.5,34.0,42.9,33.1,19,0.37,999.9,1,0,1,0,0,104
7,2017,01,08,2017-01-08,Bronx County,24.1,15.9,1021.1,6.1,19.5,34.0,42.9,33.1,19,0.37,999.9,1,0,1,0,0,60
1,2017,01,09,2017-01-09,Kings County,18.3,5.7,1035.5,10,11.0,18.1,22.9,28,15.1,0,999.9,0,0,0,0,0,180
1,2017,01,09,2017-01-09,Bronx County,18.3,5.7,1035.5,10,11.0,18.1,22.9,28,15.1,0,999.9,0,0,0,0,0,104
1,2017,01,09,2017-01-09,Richmond County,18.3,5.7,1035.5,10,11.0,18.1,22.9,28,15.1,0,999.9,0,0,0,0,0,45
1,2017,01,09,2017-01-09,Queens County,18.3,5.7,1035.5,10,11.0,18.1,22.9,28,15.1,0,999.9,0,0,0,0,0,171
1,2017,01,09,2017-01-09,New York County,18.3,5.7,1035.5,10,11.0,18.1,22.9,28,15.1,0,999.9,0,0,0,0,0,128
2,2017,01,10,2017-01-10,Bronx County,35.6,26.3,1037.4,10,13.6,20.0,999.9,42.1,15.1,0,999.9,0,0,0,0,0,85
2,2017,01,10,2017-01-10,New York County,35.6,26.3,1037.4,10,13.6,20.0,999.9,42.1,15.1,0,999.9,0,0,0,0,0,120
2,2017,01,10,2017-01-10,Kings County,35.6,26.3,1037.4,10,13.6,20.0,999.9,42.1,15.1,0,999.9,0,0,0,0,0,162
2,2017,01,10,2017-01-10,Richmond County,35.6,26.3,1037.4,10,13.6,20.0,999.9,42.1,15.1,0,999.9,0,0,0,0,0,41
2,2017,01,10,2017-01-10,Queens County,35.6,26.3,1037.4,10,13.6,20.0,999.9,42.1,15.1,0,999.9,0,0,0,0,0,149
3,2017,01,11,2017-01-11,Bronx County,45,40.9,1027.3,6.5,15.1,27.0,34,50,28.9,0.33,999.9,0,1,0,0,0,96
3,2017,01,11,2017-01-11,New York County,45,40.9,1027.3,6.5,15.1,27.0,34,50,28.9,0.33,999.9,0,1,0,0,0,102
3,2017,01,11,2017-01-11,Queens County,45,40.9,1027.3,6.5,15.1,27.0,34,50,28.9,0.33,999.9,0,1,0,0,0,174
3,2017,01,11,2017-01-11,Kings County,45,40.9,1027.3,6.5,15.1,27.0,34,50,28.9,0.33,999.9,0,1,0,0,0,184
3,2017,01,11,2017-01-11,Richmond County,45,40.9,1027.3,6.5,15.1,27.0,34,50,28.9,0.33,999.9,0,1,0,0,0,38
4,2017,01,12,2017-01-12,New York County,47.8,45.5,1021.7,5.4,12.6,19.0,24.1,53.1,42.1,0.42,999.9,0,1,0,0,0,111
4,2017,01,12,2017-01-12,Richmond County,47.8,45.5,1021.7,5.4,12.6,19.0,24.1,53.1,42.1,0.42,999.9,0,1,0,0,0,38
4,2017,01,12,2017-01-12,Kings County,47.8,45.5,1021.7,5.4,12.6,19.0,24.1,53.1,42.1,0.42,999.9,0,1,0,0,0,185
4,2017,01,12,2017-01-12,Queens County,47.8,45.5,1021.7,5.4,12.6,19.0,24.1,53.1,42.1,0.42,999.9,0,1,0,0,0,187
4,2017,01,12,2017-01-12,Bronx County,47.8,45.5,1021.7,5.4,12.6,19.0,24.1,53.1,42.1,0.42,999.9,0,1,0,0,0,94
5,2017,01,13,2017-01-13,New York County,46.8,37.5,1022.8,7.2,12.6,21.0,25.1,50,37.9,0.39,999.9,0,0,0,0,0,103
5,2017,01,13,2017-01-13,Bronx County,46.8,37.5,1022.8,7.2,12.6,21.0,25.1,50,37.9,0.39,999.9,0,0,0,0,0,92
5,2017,01,13,2017-01-13,Queens County,46.8,37.5,1022.8,7.2,12.6,21.0,25.1,50,37.9,0.39,999.9,0,0,0,0,0,170
5,2017,01,13,2017-01-13,Richmond County,46.8,37.5,1022.8,7.2,12.6,21.0,25.1,50,37.9,0.39,999.9,0,0,0,0,0,25
5,2017,01,13,2017-01-13,Kings County,46.8,37.5,1022.8,7.2,12.6,21.0,25.1,50,37.9,0.39,999.9,0,0,0,0,0,184
6,2017,01,14,2017-01-14,New York County,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,0,0,0,0,100
6,2017,01,14,2017-01-14,Queens County,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,0,0,0,0,127
6,2017,01,14,2017-01-14,Kings County,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,0,0,0,0,141
6,2017,01,14,2017-01-14,Richmond County,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,0,0,0,0,27
6,2017,01,14,2017-01-14,Bronx County,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,0,0,0,0,69
7,2017,01,15,2017-01-15,Queens County,33.6,24.8,1025.3,9,10.8,19.0,22.9,36,25,0.01,999.9,0,0,1,0,0,135
7,2017,01,15,2017-01-15,Bronx County,33.6,24.8,1025.3,9,10.8,19.0,22.9,36,25,0.01,999.9,0,0,1,0,0,79
7,2017,01,15,2017-01-15,Richmond County,33.6,24.8,1025.3,9,10.8,19.0,22.9,36,25,0.01,999.9,0,0,1,0,0,20
7,2017,01,15,2017-01-15,New York County,33.6,24.8,1025.3,9,10.8,19.0,22.9,36,25,0.01,999.9,0,0,1,0,0,105
7,2017,01,15,2017-01-15,Kings County,33.6,24.8,1025.3,9,10.8,19.0,22.9,36,25,0.01,999.9,0,0,1,0,0,131
1,2017,01,16,2017-01-16,Richmond County,31.6,20.7,1029,10,6.2,15.0,18.1,43,21,0,999.9,0,0,0,0,0,21
1,2017,01,16,2017-01-16,Bronx County,31.6,20.7,1029,10,6.2,15.0,18.1,43,21,0,999.9,0,0,0,0,0,57
1,2017,01,16,2017-01-16,Queens County,31.6,20.7,1029,10,6.2,15.0,18.1,43,21,0,999.9,0,0,0,0,0,135
1,2017,01,16,2017-01-16,New York County,31.6,20.7,1029,10,6.2,15.0,18.1,43,21,0,999.9,0,0,0,0,0,68
1,2017,01,16,2017-01-16,Kings County,31.6,20.7,1029,10,6.2,15.0,18.1,43,21,0,999.9,0,0,0,0,0,162
2,2017,01,17,2017-01-17,Kings County,40,30.9,1023.1,9.6,8.4,14.0,21,44.1,37,0,999.9,0,1,0,0,0,179
2,2017,01,17,2017-01-17,Richmond County,40,30.9,1023.1,9.6,8.4,14.0,21,44.1,37,0,999.9,0,1,0,0,0,38
2,2017,01,17,2017-01-17,New York County,40,30.9,1023.1,9.6,8.4,14.0,21,44.1,37,0,999.9,0,1,0,0,0,132
2,2017,01,17,2017-01-17,Bronx County,40,30.9,1023.1,9.6,8.4,14.0,21,44.1,37,0,999.9,0,1,0,0,0,97
2,2017,01,17,2017-01-17,Queens County,40,30.9,1023.1,9.6,8.4,14.0,21,44.1,37,0,999.9,0,1,0,0,0,182
3,2017,01,18,2017-01-18,Queens County,41.6,38.5,1015.9,4.5,13.8,19.0,24.1,44.1,36,0.26,999.9,0,1,0,0,0,137
3,2017,01,18,2017-01-18,New York County,41.6,38.5,1015.9,4.5,13.8,19.0,24.1,44.1,36,0.26,999.9,0,1,0,0,0,116
3,2017,01,18,2017-01-18,Richmond County,41.6,38.5,1015.9,4.5,13.8,19.0,24.1,44.1,36,0.26,999.9,0,1,0,0,0,24
3,2017,01,18,2017-01-18,Kings County,41.6,38.5,1015.9,4.5,13.8,19.0,24.1,44.1,36,0.26,999.9,0,1,0,0,0,155
3,2017,01,18,2017-01-18,Bronx County,41.6,38.5,1015.9,4.5,13.8,19.0,24.1,44.1,36,0.26,999.9,0,1,0,0,0,85
4,2017,01,19,2017-01-19,Bronx County,40.7,36.9,1014.4,7.4,7.6,14.0,22,45,37,0.1,999.9,0,0,0,0,0,89
4,2017,01,19,2017-01-19,New York County,40.7,36.9,1014.4,7.4,7.6,14.0,22,45,37,0.1,999.9,0,0,0,0,0,140
4,2017,01,19,2017-01-19,Kings County,40.7,36.9,1014.4,7.4,7.6,14.0,22,45,37,0.1,999.9,0,0,0,0,0,173
4,2017,01,19,2017-01-19,Richmond County,40.7,36.9,1014.4,7.4,7.6,14.0,22,45,37,0.1,999.9,0,0,0,0,0,22
4,2017,01,19,2017-01-19,Queens County,40.7,36.9,1014.4,7.4,7.6,14.0,22,45,37,0.1,999.9,0,0,0,0,0,157
5,2017,01,20,2017-01-20,Queens County,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,0,0,0,0,149
5,2017,01,20,2017-01-20,Kings County,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,0,0,0,0,177
5,2017,01,20,2017-01-20,Richmond County,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,0,0,0,0,30
5,2017,01,20,2017-01-20,Bronx County,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,0,0,0,0,83
5,2017,01,20,2017-01-20,New York County,39.9,32.5,1015.5,10,4.3,9.9,999.9,45,37,0,999.9,0,0,0,0,0,127
6,2017,01,21,2017-01-21,Kings County,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,1,0,0,0,128
6,2017,01,21,2017-01-21,Bronx County,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,1,0,0,0,75
6,2017,01,21,2017-01-21,New York County,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,1,0,0,0,91
6,2017,01,21,2017-01-21,Richmond County,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,1,0,0,0,17
6,2017,01,21,2017-01-21,Queens County,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,1,0,0,0,126
7,2017,01,22,2017-01-22,New York County,43.2,40.4,1008.1,4.5,8.4,15.0,21,53.1,39,0,999.9,1,0,0,0,0,86
7,2017,01,22,2017-01-22,Richmond County,43.2,40.4,1008.1,4.5,8.4,15.0,21,53.1,39,0,999.9,1,0,0,0,0,21
7,2017,01,22,2017-01-22,Kings County,43.2,40.4,1008.1,4.5,8.4,15.0,21,53.1,39,0,999.9,1,0,0,0,0,114
7,2017,01,22,2017-01-22,Bronx County,43.2,40.4,1008.1,4.5,8.4,15.0,21,53.1,39,0,999.9,1,0,0,0,0,64
7,2017,01,22,2017-01-22,Queens County,43.2,40.4,1008.1,4.5,8.4,15.0,21,53.1,39,0,999.9,1,0,0,0,0,110
1,2017,01,23,2017-01-23,Queens County,40.9,34.4,1011.4,8.8,18.6,26.0,38.1,44.1,37.4,0,999.9,0,0,0,0,0,153
1,2017,01,23,2017-01-23,Kings County,40.9,34.4,1011.4,8.8,18.6,26.0,38.1,44.1,37.4,0,999.9,0,0,0,0,0,192
1,2017,01,23,2017-01-23,New York County,40.9,34.4,1011.4,8.8,18.6,26.0,38.1,44.1,37.4,0,999.9,0,0,0,0,0,166
1,2017,01,23,2017-01-23,Richmond County,40.9,34.4,1011.4,8.8,18.6,26.0,38.1,44.1,37.4,0,999.9,0,0,0,0,0,22
1,2017,01,23,2017-01-23,Bronx County,40.9,34.4,1011.4,8.8,18.6,26.0,38.1,44.1,37.4,0,999.9,0,0,0,0,0,97
2,2017,01,24,2017-01-24,Queens County,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,1,0,0,0,156
2,2017,01,24,2017-01-24,Richmond County,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,1,0,0,0,27
2,2017,01,24,2017-01-24,New York County,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,1,0,0,0,110
2,2017,01,24,2017-01-24,Bronx County,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,1,0,0,0,88
2,2017,01,24,2017-01-24,Kings County,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,1,0,0,0,155
3,2017,01,25,2017-01-25,New York County,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,1,0,0,0,130
3,2017,01,25,2017-01-25,Bronx County,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,1,0,0,0,72
3,2017,01,25,2017-01-25,Kings County,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,1,0,0,0,155
3,2017,01,25,2017-01-25,Queens County,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,1,0,0,0,149
3,2017,01,25,2017-01-25,Richmond County,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,1,0,0,0,32
4,2017,01,26,2017-01-26,Kings County,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,1,0,0,0,158
4,2017,01,26,2017-01-26,New York County,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,1,0,0,0,117
4,2017,01,26,2017-01-26,Queens County,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,1,0,0,0,145
4,2017,01,26,2017-01-26,Richmond County,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,1,0,0,0,28
4,2017,01,26,2017-01-26,Bronx County,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,1,0,0,0,77
5,2017,01,27,2017-01-27,New York County,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,0,0,0,0,133
5,2017,01,27,2017-01-27,Queens County,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,0,0,0,0,152
5,2017,01,27,2017-01-27,Richmond County,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,0,0,0,0,24
5,2017,01,27,2017-01-27,Bronx County,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,0,0,0,0,92
5,2017,01,27,2017-01-27,Kings County,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,0,0,0,0,151
6,2017,01,28,2017-01-28,Queens County,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,0,0,0,0,144
6,2017,01,28,2017-01-28,Kings County,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,0,0,0,0,120
6,2017,01,28,2017-01-28,New York County,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,0,0,0,0,115
6,2017,01,28,2017-01-28,Bronx County,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,0,0,0,0,82
6,2017,01,28,2017-01-28,Richmond County,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,0,0,0,0,28
7,2017,01,29,2017-01-29,Kings County,38,26.4,1005.7,9.9,10.2,15.0,22,43,34,0,999.9,0,1,1,0,0,124
7,2017,01,29,2017-01-29,Richmond County,38,26.4,1005.7,9.9,10.2,15.0,22,43,34,0,999.9,0,1,1,0,0,16
7,2017,01,29,2017-01-29,Queens County,38,26.4,1005.7,9.9,10.2,15.0,22,43,34,0,999.9,0,1,1,0,0,110
7,2017,01,29,2017-01-29,Bronx County,38,26.4,1005.7,9.9,10.2,15.0,22,43,34,0,999.9,0,1,1,0,0,65
7,2017,01,29,2017-01-29,New York County,38,26.4,1005.7,9.9,10.2,15.0,22,43,34,0,999.9,0,1,1,0,0,90
1,2017,01,30,2017-01-30,Richmond County,34,23.1,1006.1,9.7,6.5,15.0,22,43,24.1,0,999.9,0,0,1,0,0,25
1,2017,01,30,2017-01-30,Bronx County,34,23.1,1006.1,9.7,6.5,15.0,22,43,24.1,0,999.9,0,0,1,0,0,93
1,2017,01,30,2017-01-30,Kings County,34,23.1,1006.1,9.7,6.5,15.0,22,43,24.1,0,999.9,0,0,1,0,0,153
1,2017,01,30,2017-01-30,New York County,34,23.1,1006.1,9.7,6.5,15.0,22,43,24.1,0,999.9,0,0,1,0,0,95
1,2017,01,30,2017-01-30,Queens County,34,23.1,1006.1,9.7,6.5,15.0,22,43,24.1,0,999.9,0,0,1,0,0,153
2,2017,01,31,2017-01-31,Kings County,28.1,14.6,1013.1,8.2,9.8,19.0,28,39.9,21.9,0,999.9,1,0,1,0,0,169
