"","Bronx County","Kings County","New York County","Queens County","Richmond County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"6817",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1345,250,2016,55.2,41.1,1021.6,10,5.3,999.9,64.9,44.1,0,0,0,0.717299578059072
"6822",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,255,2016,65.4,59.8,1015.4,7.1,11,24.1,66.9,60.1,0.01,0,0,0.734177215189873
"6829",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1357,262,2016,63.1,60.7,1018.8,5.7,11.3,27,66.2,60.1,1,0,0,0.738396624472574
"6832",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1360,265,2016,60,54.9,1027.1,9.3,17.8,28.9,64.9,57.9,0.01,0,0,0.658227848101266
"6835",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1363,268,2016,60.1,54.5,1028.7,7.8,15.6,28.9,63,57.9,0.01,0,0,0.924050632911392
"6842",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1370,275,2016,62,60.2,1021.1,1.7,14,28,64.9,59,1.63,0,1,0.683544303797468
"6849",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1377,282,2016,61.3,59.2,1017.8,4.4,9,999.9,64.9,59,1.22,0,1,0.607594936708861
"6850",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1378,283,2016,60.5,56.1,1016.2,9.9,4.4,999.9,66,57,0,0,0,0.645569620253165
"6858",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1386,291,2016,60.5,54.2,1023.5,9.7,12.4,27,66,55.9,0.01,0,0,0.594936708860759
"6862",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1390,295,2016,58.7,53.2,1026.1,10,12.9,20,62.1,55.4,0,0,0,0.704641350210971
"6869",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1397,302,2016,57.3,50.9,1025.6,10,5.8,999.9,66,48.9,0,0,0,0.839662447257384
"6871",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1399,304,2016,55.6,49.7,1025.3,6.9,2.7,999.9,70,44.1,0,0,1,0.637130801687764
"6875",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1403,308,2016,58.7,55.5,1020.5,8.5,7.7,999.9,70,44.1,0,0,1,0.459915611814346
"6881",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1409,314,2016,62.2,59.7,1013.8,6.4,13.8,48,69.1,46.9,0,0,0,0.531645569620253
"6885",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1413,318,2016,54.1,43.8,1016.8,8,24.8,49,57,51.8,3.76,0,0,0.586497890295359
"6894",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1422,327,2016,54.3,42.2,1029,10,10.1,20,60.1,46.9,0.03,0,0,0.822784810126582
"6899",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1427,332,2016,52.8,46.7,1028.3,10,5.2,999.9,63,42.1,0,0,0,0.683544303797468
"6903",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1431,336,2016,59.6,56.6,1020.1,9.9,7.3,999.9,66.9,42.1,0,0,0,0.957805907172996
"6908",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1436,341,2016,55.9,45.7,1022.4,10,14.2,27,66.9,48,0,0,0,0.818565400843882
"6910",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1438,343,2016,50.5,38.8,1029.1,10,6.2,999.9,60.1,41,0,0,0,0.742616033755274
"6915",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1443,348,2016,55.2,47.6,1023.1,10,9.3,999.9,66,39.9,0,0,0,0.556962025316456
"6923",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1451,356,2016,64.5,59,1013.4,8.4,10,999.9,72,60.1,0,0,0,0.708860759493671
"6927",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1455,360,2016,63.8,61.6,1014.1,4.6,6.8,999.9,73.9,59,0,0,1,0.767932489451477
"6934",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1096,1,2016,65.6,62.5,1013.9,6.4,11.2,999.9,71.1,59,0,0,0,0.805907172995781
"6935",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1097,2,2016,60.4,54.3,1021.3,9.1,10.5,24.1,71.1,52,0,0,1,0.662447257383966
"6945",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1108,13,2016,61.3,58.9,993.1,3.5,12.2,36.9,70,50,0.01,0,1,0.679324894514768
"6952",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1115,20,2016,53.7,35.4,1003,10,21.3,45.1,64,50,0.01,0,0,0.654008438818565
"6955",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1118,23,2016,57.5,41.6,1009.5,9.9,12.5,27,61,50,0.07,0,0,0.60337552742616
"6963",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1126,31,2016,49.1,29.5,1017.6,10,14.1,28,61,45,0,0,0,0.59915611814346
"6967",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1130,35,2016,44.7,28.1,1025.3,10,14.9,27,53.1,41,0,0,0,0.759493670886076
"6973",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1136,41,2016,46.5,36.4,1029.3,9.8,8.2,22,52,39.9,0,0,0,0.911392405063291
"6975",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1138,43,2016,51.8,46.3,1015.4,7.7,18.6,38.1,59,39.9,0.78,0,0,0.953586497890295
"6979",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1142,47,2016,51,44.8,1015.3,8.8,15.8,38.1,59,46,0.01,0,0,0.734177215189873
"6985",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1148,53,2016,61.1,52.4,1010.9,9.3,11,22.9,69.1,46.9,0,0,0,0.649789029535865
"6992",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1155,60,2016,48.3,41.9,1018.8,8.2,12.5,26,52,42.1,0.49,0,0,0.725738396624473
"6995",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1158,63,2016,46.2,37.1,1027.3,10,4.4,999.9,53.1,34,0.01,0,0,0.755274261603376
"7000",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1163,68,2016,55.9,49.9,1024.1,10,9.9,999.9,63,34,0,0,0,0.713080168776371
"7006",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1169,74,2016,58.8,56.2,1014.6,5.1,8.4,21,63,51.1,0,0,1,0.679324894514768
"7011",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1174,79,2016,53.6,44.3,1015.1,10,12.1,22.9,63,48.9,0,0,0,0.784810126582278
"7018",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1181,86,2016,47.8,33.6,1020.6,10,7.9,999.9,55.9,36,0,0,0,0.691983122362869
"7023",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1186,91,2016,49.9,42.3,1019.1,9,10.5,28.9,55.9,36,0,0,0,0.637130801687764
"7025",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1188,93,2016,47.4,36.7,1026.2,9.6,18.8,31.1,54,43,0.35,0,0,0.805907172995781
"7029",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1192,97,2016,47.2,38.2,1020.5,10,7.1,999.9,57,39,0,0,0,0.713080168776371
"7034",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1197,102,2016,51.6,46.1,1009.9,8.8,4.6,999.9,61,39,0,0,1,0.531645569620253
"7039",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1202,107,2016,49.4,40.5,1011.2,10,10.9,27,61,44.1,0,0,0,0.734177215189873
"7046",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1209,114,2016,54.9,41,1003.5,10,16,34,63,46.9,0,0,0,0.679324894514768
"7051",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1214,119,2016,42.1,25.4,1019.6,10,13.9,29.9,46,39,0,0,0,0.721518987341772
"7054",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1217,122,2016,51.3,36.2,1017.2,10,14.2,28,57,37.9,0,0,0,0.540084388185654
"7062",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1225,130,2016,54.4,44.6,1015.9,9.6,10.8,999.9,62.1,46.9,0,0,0,0.717299578059072
"7067",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1230,135,2016,54.8,50.1,1014.2,8.6,9.9,27,62.1,46.9,0,0,0,0.907172995780591
"7072",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1235,140,2016,54.4,49.5,1006.4,8,12.8,32.1,59,51.1,0.5,0,0,0.827004219409283
"7076",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1239,144,2016,48.6,43,1011.2,9.6,8.4,24.1,57,41,0,0,0,0.780590717299578
"7083",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1246,151,2016,50.9,44.1,1014.8,10,18,28.9,55,41,0,0,0,0.784810126582278
"7088",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1251,156,2016,50.1,47.2,1012.9,6.6,12.3,25.1,54,48,0,0,0,0.717299578059072
"7091",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1254,159,2016,47,42.3,996,5.5,14.4,36.9,50,41,0.13,0,1,0.624472573839662
"7098",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1261,166,2016,38.8,23.3,998.3,10,21.2,39,51.1,37,0.07,0,0,0.738396624472574
"7102",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1265,170,2016,37.7,21.4,1009,10,15.1,33,43,34,0,0,0,0.835443037974684
"7112",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1276,181,2016,42.2,34.3,1025.6,10,6,15,48.9,30,0,0,0,0.531645569620253
"7116",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1280,185,2016,48.6,43.1,1023.9,10,6.9,999.9,51.1,34,0,0,0,0.544303797468354
"7122",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1286,191,2016,47,45,1018.2,6.8,6.3,999.9,48.9,41,0,0,1,0.464135021097046
"7123",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1287,192,2016,43.4,34.6,1014.3,10,13.2,24.1,48.9,39.9,0.05,0,0,0.527426160337553
"7129",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1293,198,2016,39.5,26.7,1019.2,10,11.2,25.1,46.9,33.1,0,0,0,0.894514767932489
"7134",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1298,203,2016,43.8,38.5,1021.7,8.5,9.7,27,53.6,33.1,0,0,0,0.763713080168776
"7141",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1305,210,2016,52.9,51.3,1013.1,4.1,12.6,33,57.2,48.2,1.05,0,1,0.784810126582278
"7145",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1309,214,2016,36.2,31.3,1023.4,5.9,11.5,32.1,52,12,0.05,0,0,0.729957805907173
"7148",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1312,217,2016,49.8,48,1012.5,2.5,13.2,35,57,43,0.48,0,1,0.632911392405063
"7161",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1325,230,2016,34.8,25.3,1033.2,10,7,999.9,41,30,0,0,0,0.789029535864979
"7163",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1327,232,2016,38.8,29,1019.7,10,9.7,18.1,43,30,0,0,0,0.780590717299578
"7172",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1336,241,2016,38.9,32.3,1017.7,10,6.5,999.9,46,27,0,0,0,0.835443037974684
"7177",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1341,246,2016,39,28.8,1023.3,10,12.7,24.1,46,27,0,0,0,0.763713080168776
"7180",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1344,249,2016,44.1,39.3,1024.7,8.2,10.7,28.9,48.9,36,0,0,0,0.789029535864979
"7185",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1349,254,2016,40.4,30.7,1026.1,10,12.5,28,48.9,35.1,0.25,0,0,0.472573839662447
"7192",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1356,261,2016,36.4,25.6,1038.3,10,10.2,999.9,46,28.9,0,0,0,0.468354430379747
"7194",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1358,263,2016,49.8,46.9,1013.8,4.4,17.5,35,53.1,44.1,0,0,1,0.670886075949367
"7201",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1365,270,2016,39.1,26.8,1014.2,10,9.8,22,53.1,34,0.06,0,0,0.556962025316456
"7203",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1367,272,2016,37.3,29.4,1016.5,8.6,10.3,33,48.9,24.1,0,0,0,0.624472573839662
"7210",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1374,279,2016,40.4,29.9,999.5,9.5,18.2,39,50,24.1,0.63,0,0,0.691983122362869
"7213",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1377,282,2016,35.8,21.1,1016.6,10,14.1,35,44.1,30,0,0,0,0.552742616033755
"7222",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1386,291,2016,53.4,49.7,1003.2,6.6,15.6,29.9,57,48.9,0.1,0,1,0.805907172995781
"7227",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1391,296,2016,46.4,32.8,1007.7,10,12.9,28,57,43,0.06,0,0,0.69620253164557
"7229",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1393,298,2016,43.8,28.3,1009.8,10,15.1,28,50,39.9,0,0,0,0.556962025316456
"7236",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400,305,2016,38.2,24.3,1019.2,10,14.6,33,48,34,0,0,0,0.548523206751055
"7241",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1405,310,2016,37.9,30.9,1018.6,9.5,6.6,18.1,46.9,26.1,0,0,0,0.89873417721519
"7246",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1410,315,2016,41.7,31.3,1017,10,11.9,28.9,46.9,30.9,0.02,0,0,0.873417721518987
"7252",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1416,321,2016,42.8,37.1,1013.5,8.8,7.6,19,46,39,0.14,0,0,0.662447257383966
"7253",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1417,322,2016,42.7,35.1,1012.7,9.8,6.4,22.9,46.9,37,0.02,0,0,0.594936708860759
"7258",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1422,327,2016,36.6,19.2,1013.3,10,15.4,28.9,46.9,34,0,0,0,0.767932489451477
"7264",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1428,333,2016,28.2,9.9,1023.9,10,12.8,22,39.9,24.1,0,0,0,0.594936708860759
"7268",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1432,337,2016,29.9,13.3,1031.6,10,7.5,15.9,36,24.1,0,0,0,0.616033755274262
"7274",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438,343,2016,43.6,40.4,1015.5,6.5,14.2,34,53.1,25,0.16,0,0,0.810126582278481
"7282",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1446,351,2016,39.7,26.9,1017.1,9.8,9.7,24.1,53.1,35.1,0.83,0,0,0.713080168776371
"7287",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1451,356,2016,41.2,31.1,1013.7,9.8,8.2,22,44.1,35.1,0,0,0,0.80168776371308
"7292",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1456,361,2016,29.8,14,1008.6,8.8,13.8,38.1,44.1,19.9,0.01,0,1,0.80168776371308
"7294",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1458,363,2016,18.2,-2.1,1023.1,10,17.8,49,23,12.9,0,0,0,0.755274261603376
"7301",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1465,4,2017,44.4,33.6,1017.4,9,13.4,27,48,39,0.03,0,0,0.558951965065502
"7303",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1467,6,2017,37.4,28.7,1032,10,7.1,999.9,50,26.1,0.03,0,0,0.572052401746725
"7310",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1474,13,2017,44.3,40.7,1020.7,5.4,15.2,31.1,48.9,42.1,0.11,0,0,0.781659388646288
"7313",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1477,16,2017,46.5,43.7,996.4,6.2,13.6,28,53.1,42.1,0.87,0,1,0.641921397379913
"7319",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1483,22,2017,36.4,19.7,1007.8,10,15.4,33,48,32,0,0,0,0.593886462882096
"7325",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1489,28,2017,31.7,25.8,1015.2,6.1,8.9,999.9,41,28.9,0.03,0,1,0.663755458515284
"7333",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1499,38,2017,24.1,15.9,1021.1,6.1,19.5,42.9,33.1,19,0.37,0,1,0.406113537117904
"7339",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1505,44,2017,18.3,5.7,1035.5,10,11,22.9,28,15.1,0,0,0,0.703056768558952
"7345",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1511,50,2017,35.6,26.3,1037.4,10,13.6,999.9,42.1,15.1,0,0,0,0.606986899563319
"7348",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1514,53,2017,45,40.9,1027.3,6.5,15.1,34,50,28.9,0.33,0,0,0.716157205240175
"7354",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1520,59,2017,47.8,45.5,1021.7,5.4,12.6,24.1,53.1,42.1,0.42,0,0,0.77292576419214
"7358",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1524,63,2017,46.8,37.5,1022.8,7.2,12.6,25.1,50,37.9,0.39,0,0,0.698689956331878
"7362",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1528,67,2017,29.8,13.4,1035.9,10,10.2,25.1,50,25,0,0,0,0.510917030567686
"7366",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1532,71,2017,33.6,24.8,1025.3,9,10.8,22.9,36,25,0.01,0,0,0.54585152838428
"7373",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1539,78,2017,31.6,20.7,1029,10,6.2,18.1,43,21,0,0,0,0.54585152838428
"7380",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1546,85,2017,40,30.9,1023.1,9.6,8.4,21,44.1,37,0,0,0,0.751091703056769
"7381",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1547,86,2017,41.6,38.5,1015.9,4.5,13.8,24.1,44.1,36,0.26,0,0,0.554585152838428
"7390",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1556,95,2017,40.7,36.9,1014.4,7.4,7.6,22,45,37,0.1,0,0,0.641921397379913
"7391",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1557,96,2017,39.9,32.5,1015.5,10,4.3,999.9,45,37,0,0,0,0.606986899563319
"7400",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1566,105,2017,42.3,37.5,1011.3,6.7,7.5,20,46,37,0,0,1,0.506550218340611
"7405",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1571,110,2017,43.2,40.4,1008.1,4.5,8.4,21,53.1,39,0,0,1,0.436681222707424
"7406",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1572,111,2017,40.9,34.4,1011.4,8.8,18.6,38.1,44.1,37.4,0,0,0,0.624454148471616
"7411",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1577,116,2017,48.9,46.9,992.3,2.3,17.2,41,55,37.9,0.85,0,1,0.637554585152838
"7419",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1585,124,2017,41.1,35.1,995.2,8.5,17.4,33,55,37.9,0.4,0,0,0.606986899563319
"7423",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1589,128,2017,44.3,39.9,997.4,9,9.7,24.1,50,37.9,0.02,0,0,0.589519650655022
"7427",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1593,132,2017,42.1,29.8,997.8,9.9,20.3,35.9,45,39.9,0.1,0,0,0.620087336244541
"7431",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1597,136,2017,38.7,23.1,1000.8,10,18.3,33,45,36,0,0,0,0.585152838427948
"7438",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1604,143,2017,38,26.4,1005.7,9.9,10.2,22,43,34,0,0,0,0.436681222707424
"7445",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1611,150,2017,34,23.1,1006.1,9.7,6.5,22,43,24.1,0,0,0,0.624454148471616
"7448",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1614,153,2017,28.1,14.6,1013.1,8.2,9.8,28,39.9,21.9,0,0,1,0.606986899563319
"7451",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1617,156,2017,38.7,31.3,1011.6,9.7,10.5,27,45,21.9,0,0,0,0.580786026200873
"7457",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1623,162,2017,37.7,24.2,1016,10,9.9,27,45,30,0,0,0,0.585152838427948
"7465",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1631,170,2017,30.9,14,1020.2,10,9,19,44.1,26.1,0,0,0,0.716157205240175
"7470",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1636,175,2017,28.4,10.8,1021.4,10,14.1,25.1,33.1,24.1,0,0,0,0.59825327510917
"7473",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1639,178,2017,36.1,23.7,1018.7,9.5,11.5,22,44.1,24.1,0,0,0,0.524017467248908
"7478",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1644,183,2017,37.5,21,1014.7,10,14.4,28,44.1,30.9,0.02,0,0,0.576419213973799
"7484",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1650,189,2017,38.1,32.2,1017.1,8.4,9.2,29.9,46.9,25,0,0,0,0.672489082969432
"7488",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1654,193,2017,46.2,43.9,1004.2,2.8,10.1,26,50,42.1,0.13,0,1,0.777292576419214
"7493",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1659,198,2017,38.1,33.3,1000.6,7,17.8,53,51.1,24.1,0.01,0,1,0.611353711790393
