"","Richmond County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"740",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,2013,56.6,49.6,1023.2,9.9,6.4,999.9,63,46.9,0,0,0,0.135964912280702
"744",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,14,2013,57.9,54.7,1021,4.9,10.9,26,61,55.4,0.51,0,0,0.087719298245614
"750",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,2013,60.9,56.2,1018.8,6.1,11.6,20,66.9,57.2,0.26,0,0,0.157894736842105
"753",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,23,2013,62,56.8,1018.5,6.7,9,999.9,69.1,57,0.02,0,0,0.166666666666667
"756",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,26,2013,61.3,57,1013.5,8.9,9.2,22,66,57,0.01,0,0,0.0701754385964912
"765",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,35,2013,63.2,59.2,1011.3,7,9.1,21,68,57,0.03,0,0,0.109649122807018
"766",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36,36,2013,60.9,58.6,1012.9,3.1,4.9,22.9,66,57.2,0.07,0,1,0.144736842105263
"774",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,44,44,2013,62.6,54.4,1014.3,8.4,12.2,28,69.1,57.9,0.06,0,0,0.144736842105263
"776",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,46,2013,60.6,53.1,1023.9,9.6,5.6,999.9,69.1,52,0.1,0,0,0.175438596491228
"782",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,52,2013,62,56.1,1025.9,10,8.3,999.9,68,57,0.05,0,0,0.149122807017544
"790",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,60,2013,63.4,58.5,1024.6,10,8.2,999.9,71.1,59,0,0,0,0.0833333333333333
"795",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,65,2013,64.9,60.9,1021.8,9.8,9,999.9,70,61,0.01,0,0,0.0745614035087719
"796",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,66,2013,66.8,64.5,1016,2.8,12.1,22,73.9,64,0,0,1,0.135964912280702
"805",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,75,75,2013,69.7,63.8,1012.8,8.4,10.2,999.9,78.1,64,0,0,0,0.149122807017544
"807",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,77,77,2013,69.5,64.6,1008.6,6.1,9.9,26,81,64,0,0,1,0.12719298245614
"812",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,82,2013,65.5,64,1010,3.1,5.4,999.9,69.1,62.1,0,0,1,0.0833333333333333
"816",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,86,2013,66.1,64.8,1004.7,2.1,12.9,33,69.8,64,0.85,0,1,0.140350877192982
"825",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95,95,2013,66.2,64.9,1004,1.4,13.7,24.1,69.1,64.4,0.26,0,1,0.100877192982456
"829",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,99,2013,65.4,64.2,1012.1,1.9,8.8,999.9,69.1,64,0.05,0,1,0.0482456140350877
"831",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,101,2013,60.9,57,1016.7,7,10.9,999.9,66,57,0,0,0,0.118421052631579
"836",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,106,2013,61.8,58.6,1013.6,4.6,12.6,26,66,57.9,0,0,1,0.0833333333333333
"844",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114,114,2013,60.8,59.8,1012,2,12.7,27,63,59,0.21,0,1,0.140350877192982
"849",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,119,119,2013,61.8,51,1012.5,7.5,8.7,999.9,66,57.2,0.34,0,1,0.0833333333333333
"851",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,121,121,2013,58.6,45.6,1020.5,9.8,5.7,999.9,68,48.9,0,0,0,0.109649122807018
"858",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128,128,2013,58.6,51,1022,10,7.5,999.9,66,51.1,0,0,0,0.0745614035087719
"862",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132,132,2013,56.1,53.2,1016.3,7.7,11.8,26,59,54,0,0,0,0.131578947368421
"870",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140,140,2013,62.3,59.6,1009.3,4.8,19.1,35,64.9,57,0.94,0,1,0.12719298245614
"871",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141,141,2013,63.6,57.2,1019.3,6.9,8.1,999.9,72,53.1,0.01,0,1,0.0745614035087719
"876",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146,146,2013,62.2,56.1,1021.3,9.3,6,999.9,72,53.1,0,0,0,0.109649122807018
"885",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,155,155,2013,60.8,59.5,1008.7,1.8,13.2,24.1,64.4,55.9,1.36,0,1,0.0789473684210526
"888",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,158,2013,64,55.9,1003.4,8.1,14,27,71.1,59,0.03,0,0,0.144736842105263
"894",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,164,164,2013,60.8,52.4,1008.2,10,8.7,21,66,55,0,0,0,0.0964912280701754
"896",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166,166,2013,55,50.7,1003,7,18.3,36.9,60.1,52,0.12,0,0,0.100877192982456
"903",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,173,173,2013,62.4,52.3,1011,10,7.4,999.9,72,52,0.14,0,0,0.12280701754386
"909",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179,179,2013,66.7,65.3,1017,4.1,10.4,20,72,64,0.04,0,0,0.0657894736842105
"912",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,182,182,2013,67.7,65.5,1022.2,4,9.5,18.1,73,64.9,0.04,0,1,0.0701754385964912
"916",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,186,186,2013,68.7,67.2,1024.1,2.5,9.5,999.9,72,64.4,0.03,0,1,0.0570175438596491
"925",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,195,195,2013,69.8,68,1023.5,1.8,11.9,21,75,68,0.02,0,1,0.043859649122807
"926",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196,196,2013,71.6,68.2,1021.6,6.8,12.4,22,77,68,0.03,0,1,0.0701754385964912
"933",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,203,203,2013,73,69.2,1018.5,8.1,13.1,22.9,79,68,0.01,0,0,0.0482456140350877
"938",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,208,208,2013,74.4,69.8,1016.3,9,9.1,19,82,69.1,0.01,0,0,0.0263157894736842
"942",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212,212,2013,72.6,68.9,1015.5,6.7,10.7,24.1,78.1,68,0,0,1,0.118421052631579
"949",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,219,219,2013,72.7,69.3,1018,5.7,7,999.9,80.1,69.1,0,0,1,0.0745614035087719
"955",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,225,225,2013,71.1,69.7,1015.5,1.9,7.1,999.9,77,69.1,0,0,1,0.043859649122807
"960",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230,230,2013,71.8,69.7,1011.6,4.9,9.5,19,75.9,69.1,0.01,0,0,0.0394736842105263
"963",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,233,2013,69.4,67.8,1015.9,3.1,6.7,49.9,72,66,0.06,0,1,0.0745614035087719
"967",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,237,237,2013,67.9,66.3,1024.4,3.3,6.2,999.9,75.9,63,0.01,0,1,0.105263157894737
"971",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,241,241,2013,72.9,70.5,1025.1,4.5,5.3,999.9,79,66,0.01,0,1,0.043859649122807
"979",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,249,249,2013,76.3,71.2,1021.6,9.3,5.7,999.9,82.9,69.1,0,0,0,0.0657894736842105
"982",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,252,252,2013,77.4,68.4,1019.6,8.3,7.3,999.9,87.1,69.1,0,0,0,0.0745614035087719
"986",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,256,256,2013,72.9,65.8,1020.8,9.9,5.6,999.9,84,66.9,0,0,0,0.0614035087719298
"991",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,261,261,2013,75.6,69.6,1016.6,8.1,6.8,999.9,88,68,0,0,0,0.0175438596491228
"999",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,269,269,2013,73.9,71.4,1013.4,2.8,9.6,22,80.1,69.1,0,0,1,0.0833333333333333
"1003",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,273,273,2013,74.5,71.7,1008.8,3.3,11.8,20,80.1,71.1,0,0,0,0.0526315789473684
"1008",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,278,278,2013,72.8,69.1,1012.6,6.6,5.3,999.9,77,66.9,0.04,0,0,0.0263157894736842
"1011",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281,281,2013,68.3,65.9,1015.1,5.6,5.1,999.9,78.1,64,0.17,0,1,0.0745614035087719
"1018",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,288,288,2013,72.1,70,1007.1,3.7,8.1,19,78.8,66.2,0,0,1,0.0350877192982456
"1023",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,293,293,2013,74.9,71.6,1006.7,5.7,8.4,20,82,70,0.6,0,1,0.0570175438596491
"1027",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,297,297,2013,67.7,62.8,1014.3,9.7,13.8,27,75,64,0.4,0,0,0.0219298245614035
"1032",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,302,302,2013,66.1,64.4,1012.2,6,15,28.9,69.8,64,2.43,0,0,0.0482456140350877
"1038",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,308,308,2013,69.1,66.1,1018,9.6,8.8,18.1,73.9,64.9,0.26,0,0,0.0394736842105263
"1043",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,313,313,2013,69.8,68,1015.8,5.7,6.5,22.9,75.2,66.2,0.12,0,1,0.0219298245614035
"1048",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,318,318,2013,69.2,67.1,1017.1,6.5,5.3,999.9,73.9,64,0.02,0,0,0.0614035087719298
"1055",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,325,325,2013,71.2,64.3,1018,7.8,7.8,999.9,77,66.2,0.01,0,1,0.0263157894736842
"1056",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,326,326,2013,70.6,62.6,1019.3,10,6.7,999.9,78.1,64.9,0,0,0,0.0307017543859649
"1061",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331,331,2013,68.9,64.7,1016.5,9.8,5.3,999.9,78.1,63,0.01,0,0,0.0745614035087719
"1070",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340,340,2013,69.7,66,1011.1,9.5,8.3,20,75.9,63,0.03,0,0,0.109649122807018
"1071",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,341,341,2013,69.3,66.1,1011.8,7.2,10.9,22.9,75.9,66,0,0,0,0.0701754385964912
"1076",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,346,346,2013,69.4,61.9,1009.8,9,8.3,19,75.9,60.1,0.25,0,0,0.0394736842105263
"1084",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354,354,2013,68.1,54.5,1013.3,10,12.2,24.1,75.9,60.1,0,0,0,0.0570175438596491
"1088",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,358,358,2013,66.2,54.5,1019.1,10,5.3,999.9,73.9,55.9,0,0,0,0.0570175438596491
"1093",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,363,363,2013,64.5,55.9,1022,9.9,5.1,999.9,73.9,54,0,0,0,0.0350877192982456
"1097",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2013,67.8,64,1020.1,10,6.7,999.9,75,54,0,0,0,0.0614035087719298
"1105",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,2013,70.7,68.8,1016.9,9.3,13.1,27,75,61,0.03,0,0,0.0964912280701754
"1106",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,2013,72.4,66.5,1012.3,6.4,11.2,21,80.1,68,0.06,0,1,0.0131578947368421
"1111",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,2013,69.5,56.7,1017,10,7.5,999.9,80.1,60.1,0,0,0,0.043859649122807
"1117",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,2013,68.2,63.2,1016.8,10,7.2,999.9,75,60.1,0,0,0,0.0219298245614035
"1123",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,2013,67.8,66.7,1011.1,4.6,3.4,999.9,73.9,64,0,0,1,0.0526315789473684
"1128",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,33,33,2013,68.4,59.6,1007.5,8.3,9.6,24.1,73,64,0.5,0,0,0.0526315789473684
"1135",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,40,2013,67.2,52.7,1016.9,10,10.2,21,73,62.1,0,0,0,0.0921052631578947
"1139",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,44,2013,67.4,59.7,1021.2,10,8.2,999.9,73,62.1,0,0,0,0.0921052631578947
"1144",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,49,2013,67.3,59.8,1023.8,10,3.2,999.9,75.9,55.9,0,0,0,0.0482456140350877
"1148",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,53,2013,64.8,58.4,1023.8,8.4,3.3,999.9,75.9,55.9,0.01,0,1,0.0394736842105263
"1151",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,56,2013,65.5,60.8,1017.5,9.5,8.1,999.9,73.9,57,0.39,0,0,0.0131578947368421
"1159",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,64,64,2013,71,64.7,1017.3,9.5,7,999.9,78.1,57,0.01,0,0,0.0350877192982456
"1165",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,70,70,2013,70.3,66.7,1020.1,7.1,6.5,999.9,79,64,0,0,1,0.0701754385964912
"1169",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,74,2013,70.5,68.9,1016.9,3.9,9.8,999.9,79,64,0.01,0,1,0.0833333333333333
"1173",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,78,2013,70.6,65,1013.1,7.8,12.1,28,77,63,0,0,0,0.0745614035087719
"1180",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,85,2013,66.2,55.2,1022.3,10,10.7,24.1,77,55.9,0,0,0,0.0833333333333333
"1181",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,86,2013,64,54.6,1026.6,10,6.7,999.9,75,50,0,0,0,0.0307017543859649
"1186",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,91,2013,68.3,64.1,1020.1,10,11.2,22,75,50,0,0,0,0.0614035087719298
"1195",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,100,2013,68,66.6,1011.8,4.5,8,999.9,70,64.4,0.39,0,1,0.0394736842105263
"1199",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,104,104,2013,66.4,64.6,1012,3.9,6.8,999.9,72,62.6,0.67,0,1,0.0482456140350877
"1201",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,106,2013,65.7,63.7,1014.4,5.8,11.3,21,69.1,62.6,0,0,1,0.0482456140350877
"1206",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111,111,2013,65,59.2,1014.8,9.9,10.8,21,70,59,0,0,0,0.0701754385964912
"1212",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117,117,2013,69.4,67,1011.9,7,10.9,999.9,75,59,0,0,0,0.0570175438596491
"1220",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,125,2013,70.7,68.3,1012.4,7.5,10.1,999.9,75.9,66.9,0,0,0,0.0087719298245614
"1224",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129,129,2013,70.8,68.7,1010.3,7,7.7,999.9,75.9,68,0,0,1,0
"1229",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,134,134,2013,70.1,69,1008.1,2,6.8,999.9,75.9,66,0.05,0,1,0.0350877192982456
"1232",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,137,137,2013,68.5,61.9,1011.4,8.9,8.8,20,73.9,63,0.06,0,0,0.0526315789473684
"1240",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,145,2013,67.4,62.1,1013.8,10,10.4,22,75.9,61,0,0,0,0.0657894736842105
"1242",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,147,2013,60.3,47.8,1021.1,10,5.3,999.9,75.9,52,0,0,0,0.0833333333333333
"1249",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,154,2013,63.6,50.4,1017.9,10,10.2,22,71.1,52,0,0,0,0.0482456140350877
"1251",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,156,2013,68,59.3,1010.5,10,13.3,26,75.9,57,0,0,0,0.0350877192982456
"1256",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,161,2013,59.8,42.5,1021.4,10,8.2,22,75.9,50,0,0,0,0.0614035087719298
"1262",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,167,167,2013,65.5,57.5,1022,10,10.1,22.9,72,50,0,0,0,0.0701754385964912
"1270",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,175,175,2013,69.9,66.8,1019.3,6.8,10.9,19,73.9,61,0,0,0,0.0789473684210526
"1272",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,177,2013,70.2,67.6,1013.7,5.3,11.4,20,75,66.9,0,0,0,0.0570175438596491
"1276",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,181,2013,69.1,67,1004.5,6.1,8.9,19,75,66.9,0.01,0,1,0.100877192982456
"1281",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,186,2013,64.5,57.6,1010.4,10,9.1,19,73.9,60.1,0.13,0,0,0.0570175438596491
"1289",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194,194,2013,61.2,50.7,1019.4,10,6.6,17.1,68,51.1,0,0,0,0.0350877192982456
"1292",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,197,2013,62.4,54.8,1017.9,10,7.4,15,70,51.1,0,0,0,0.0570175438596491
"1297",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202,2013,56.1,43.1,1024.7,10,16.3,29.9,70,51.1,0.02,0,0,0.0657894736842105
"1304",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,209,209,2013,56.1,42.7,1025.2,10,5.8,999.9,69.1,43,0,0,0,0.0657894736842105
"1307",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212,212,2013,62.4,54.6,1020.3,10,9.6,19,69.1,43,0,0,0,0.0482456140350877
"1315",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220,220,2013,62.6,58.5,1018.4,9.5,6.2,999.9,71.1,53.6,0.01,0,0,0.0614035087719298
"1316",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221,221,2013,63.6,60.3,1015.6,9.9,7.8,999.9,72,54,0.01,0,1,0.0614035087719298
"1325",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230,230,2013,66.3,63.4,1007,8.8,9.8,29.9,72,60.1,0.24,0,0,0.0964912280701754
"1328",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233,233,2013,57.5,44.9,1011.2,10,10.4,22,69.1,48.9,0,0,0,0.0964912280701754
"1334",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,239,239,2013,54.5,42.7,1013,10,8.4,19,61,46,0,0,0,0.0833333333333333
"1340",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,245,245,2013,55.3,45.3,1012.3,10,4.5,999.9,64,44.1,0,0,0,0.114035087719298
"1344",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,249,2013,56.8,46.4,1015.6,10,8,20,64,44.1,0,0,0,0.0614035087719298
"1347",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252,252,2013,58.1,51.2,1020.2,10,11.5,24.1,64,46.9,0,0,0,0.0964912280701754
"1352",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,257,257,2013,59.2,50.1,1024.6,10,7.4,999.9,69.1,50,0,0,0,0.0701754385964912
"1357",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,262,2013,54.9,50.1,1022.8,10,7.8,999.9,69.1,45,0.01,0,0,0.0263157894736842
"1361",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,266,2013,59.5,54.3,1016.9,9.8,10.4,22.9,66.9,45,0.01,0,0,0.0657894736842105
"1367",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,272,272,2013,62.1,51.8,1012.9,10,8,999.9,70,53.1,0,0,0,0.0833333333333333
"1373",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,278,278,2013,64.8,58.1,1012.1,9.3,8.7,19,73.9,53.1,0.01,0,1,0.109649122807018
"1378",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,283,283,2013,65.8,56.3,1016.4,10,6.5,999.9,75.9,59,0,0,0,0.0921052631578947
"1383",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,288,288,2013,62.8,57.5,1017.7,9.3,5.2,999.9,71.1,53.6,0.01,0,1,0.0701754385964912
"1388",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,293,293,2013,61.3,57.7,1018,9.6,4.2,999.9,72,54,0.13,0,0,0.0219298245614035
"1391",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,296,296,2013,59.1,54.8,1021.1,6.9,7.2,22,64.9,53.1,0,0,1,0.0263157894736842
"1399",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,304,304,2013,65.7,62.3,1017.4,8.5,11.9,20,73,53.1,0,0,0,0.087719298245614
"1403",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,308,308,2013,61.5,51.6,1019.7,8.7,12.2,24.1,73,52,0.47,0,0,0.0526315789473684
"1409",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,314,314,2013,56.4,44.3,1027.9,10,11.6,26,64.9,51.1,0.03,0,0,0.0570175438596491
"1413",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,318,318,2013,58.4,52.6,1024.3,10,11.6,22,64.9,54,0,0,0,0.105263157894737
"1418",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,323,323,2013,60.6,56.6,1018.4,10,13.3,26,64.9,55,0,0,0,0.0789473684210526
"1423",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,328,328,2013,58.6,53.4,1021.7,10,13.2,31.1,64.9,54,0,0,0,0.0482456140350877
"1430",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335,335,2013,55.1,45.6,1027.8,10,11.4,22.9,64,48,0,0,0,0.043859649122807
"1432",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,337,337,2013,51.5,44,1027,10,4.6,999.9,62.1,41,0,0,0,0.0219298245614035
"1438",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,343,343,2013,53.9,47.3,1023.8,10,6.3,999.9,63,41,0.01,0,0,0.0394736842105263
"1445",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,350,350,2013,57.5,55.4,1017.7,6.2,9.3,999.9,63,44.1,0.01,0,0,0.0307017543859649
"1448",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,353,353,2013,59.4,57.4,1011.5,7.9,6.1,999.9,63,55,0.01,0,0,0.0657894736842105
"1451",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,356,356,2013,62.3,57,1008.3,8.8,11,25.1,68,57,0.01,0,0,0.109649122807018
"1458",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,363,363,2013,57.3,45,1013.9,10,6.2,15.9,68,46.9,0,0,0,0.0570175438596491
"1464",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2013,58.3,47.4,1010.3,10,9.4,21,62.1,46.9,0.05,0,0,0.0789473684210526
