"","day_index","day","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"956",475,7,2014,4,44.2,10,9.2,0.109375
"959",476,6,2014,4,44.9,9.4,12.2,0.455357142857143
"971",477,6,2014,4,44.8,7.7,13.8,0.526785714285714
"979",478,1,2014,4,46.5,10,13.7,0.564732142857143
"994",479,4,2014,4,37.5,10,15.2,0.366071428571429
"1006",480,2,2014,4,44.2,10,16.5,0.470982142857143
"1012",481,2,2014,4,52.6,6.6,16,0.241071428571429
"1025",482,2,2014,4,47.7,1.9,14.7,0.584821428571429
"1038",483,3,2014,4,42.9,7.9,19.2,0.504464285714286
"1049",484,2,2014,4,37.1,9.3,17.6,0.457589285714286
"1053",485,4,2014,4,49.6,10,19.1,0.540178571428571
"1118",486,7,2014,5,53.7,10,5.4,0.285714285714286
"1125",487,5,2014,5,49.7,10,5.7,0.683035714285714
"1127",488,3,2014,5,56.3,10,6,0.515625
"1133",489,2,2014,5,52.2,9.6,5.7,0.493303571428571
"1138",490,3,2014,5,51.6,10,6.8,0.578125
"1146",491,4,2014,5,52,9.6,7.5,0.5625
"1148",492,5,2014,5,54.9,10,7.3,0.705357142857143
"1155",493,6,2014,5,50.9,9.1,6.4,0.549107142857143
"1169",494,4,2014,5,50.3,8.6,6,0.555803571428571
"1173",495,1,2014,5,57.8,9.8,9.1,0.529017857142857
"1179",496,5,2014,5,51.5,8.7,6.7,0.535714285714286
"1184",497,1,2014,5,53.7,10,10.2,0.611607142857143
"1186",498,6,2014,5,54.8,7.1,11.1,0.457589285714286
"1200",499,5,2014,5,51.9,6.4,10.2,0.790178571428571
"1202",500,1,2014,5,56.7,9.6,10.3,0.198660714285714
"1205",501,7,2014,5,56.5,9.8,8.5,0.363839285714286
"1211",502,5,2014,5,58.3,9.1,11.8,0.794642857142857
"1212",503,4,2014,5,57.8,10,9.6,0.703125
"1219",504,3,2014,5,51.2,10,9.8,0.65625
"1231",505,1,2014,5,56.9,10,9,0.508928571428571
"1240",506,2,2014,5,61.1,9.5,10,0.671875
"1275",507,4,2014,5,52,10,11.2,0.712053571428571
"1294",508,4,2014,5,50.3,3.2,13.3,0.683035714285714
"1300",509,7,2014,5,58.3,8.6,12.6,0.535714285714286
"1305",510,6,2014,5,57.7,5.8,12.5,0.613839285714286
"1324",511,2,2014,5,56.4,9.9,10.4,0.683035714285714
"1328",512,7,2014,5,51.4,9.8,12.8,0.238839285714286
"1337",513,2,2014,5,51.8,10,14.1,0.482142857142857
"1340",514,3,2014,5,51.1,2.6,15.2,0.433035714285714
"1350",515,6,2014,5,53.9,10,12.4,0.542410714285714
"1356",516,6,2014,5,54.6,10,15,0.316964285714286
"1405",517,6,2014,6,62.2,9.5,4.8,0.595982142857143
"1406",518,7,2014,6,64.9,9.8,4.8,0.383928571428571
"1410",519,7,2014,6,64.7,9.5,5,0.430803571428571
"1420",520,2,2014,6,63.8,8.7,5.6,0.502232142857143
"1425",521,1,2014,6,62.1,10,4.1,0.669642857142857
"1427",522,4,2014,6,67.3,9.7,6.5,0.738839285714286
"1431",523,1,2014,6,61.2,7.1,5.6,0.410714285714286
"1438",524,7,2014,6,63.2,9.9,6,0.296875
"1445",525,6,2014,6,66.5,4.8,5.7,0.600446428571429
"1452",526,5,2014,6,64.6,9.8,6,0.939732142857143
"1460",527,3,2014,6,55.2,7.6,8.3,0.53125
"1461",528,2,2014,6,62.5,10,8.2,0.71875
"1465",529,2,2014,6,60,10,5.3,0.642857142857143
"1471",530,1,2014,6,67.3,10,8,0.59375
"1476",531,6,2014,6,65.6,9.9,8.6,0.622767857142857
"1477",532,6,2014,6,59.9,10,5.1,0.475446428571429
"1490",533,3,2014,6,66.8,9.9,8.3,0.674107142857143
"1504",534,7,2014,6,66.1,10,10.9,0.292410714285714
"1518",535,1,2014,6,57.4,10,6.8,0.667410714285714
"1520",536,1,2014,6,65.2,10,7.5,0.620535714285714
"1534",537,2,2014,6,58.2,10,8.8,0.712053571428571
"1536",538,3,2014,6,61.2,9.3,11.3,0.517857142857143
"1550",539,7,2014,6,58.4,10,11,0.580357142857143
"1552",540,5,2014,6,61.3,9.8,10,0.890625
"1570",541,5,2014,6,61.7,4,14.4,0.8125
"1589",542,4,2014,6,60,5.8,7.1,0.502232142857143
"1607",543,5,2014,6,63.9,9.8,13.6,0.705357142857143
"1608",544,3,2014,6,71.6,6.4,10.1,0.712053571428571
"1610",545,4,2014,6,61,10,13.4,0.488839285714286
"1616",546,4,2014,6,66.7,3.5,10.2,0.727678571428571
"1663",547,5,2014,7,69.6,9.6,5,0.625
"1677",548,5,2014,7,69.1,6.5,4.3,0.665178571428571
"1678",549,4,2014,7,70.4,7.7,4.5,0.542410714285714
"1685",550,5,2014,7,67.4,10,5.9,0.689732142857143
"1713",551,6,2014,7,65.7,9.9,4.4,0.459821428571429
"1723",552,6,2014,7,65,10,5,0.303571428571429
"1727",553,6,2014,7,66.9,9.8,6.9,0.424107142857143
"1729",554,2,2014,7,67.1,5.9,5.4,0.542410714285714
"1752",555,3,2014,7,67.3,9.3,5.5,0.582589285714286
"1757",556,4,2014,7,67.7,9.6,6.3,0.629464285714286
"1780",557,4,2014,7,69.1,1.8,8.5,0.883928571428571
"1795",558,2,2014,7,68.6,9.8,9.1,0.607142857142857
"1807",559,7,2014,7,65.2,9.1,10,0.238839285714286
"1822",560,7,2014,7,68.6,9.9,7.6,0.294642857142857
"1823",561,7,2014,7,68.7,9.8,9.7,0.212053571428571
"1825",562,4,2014,7,69.6,6.4,8.5,0.435267857142857
"1829",563,3,2014,7,69,7.2,10.2,0.700892857142857
"1845",564,3,2014,7,69.2,9.9,9.9,0.551339285714286
"1850",565,1,2014,7,69.7,7.4,12,0.497767857142857
"1868",566,2,2014,7,69.5,6.2,11.8,0.558035714285714
"1872",567,2,2014,7,68.9,9.6,10.5,0.40625
"1875",568,2,2014,7,71.4,5.8,13.1,0.542410714285714
"1876",569,1,2014,7,68.6,9.4,13.9,0.602678571428571
"1886",570,3,2014,7,70.4,6,13.7,0.462053571428571
"1889",571,1,2014,7,65.9,6,12.8,0.475446428571429
"1895",572,1,2014,7,69.4,4.8,10,0.560267857142857
"1910",573,4,2014,7,69.4,5.4,6.1,0.535714285714286
"1921",574,7,2014,7,68.2,10,14.1,0.238839285714286
"1927",575,3,2014,7,69.4,5.1,12.3,0.502232142857143
"1940",576,5,2014,7,69.9,3.9,9.8,0.0357142857142857
"1941",577,6,2014,7,67,8.4,21.2,0.359375
"1979",578,2,2014,8,63.9,8.8,4.1,0.383928571428571
"1980",579,7,2014,8,69.1,9.8,4.6,0.375
"1983",580,1,2014,8,63.3,10,3.8,0.457589285714286
"1994",581,2,2014,8,63,10,3.5,0.589285714285714
"2004",582,1,2014,8,66.3,7.8,3.6,0.580357142857143
"2008",583,3,2014,8,70.1,4.4,4.3,0.486607142857143
"2009",584,5,2014,8,67.5,9,5.3,0.720982142857143
"2010",585,6,2014,8,70.4,9.9,6.4,0.433035714285714
"2017",586,6,2014,8,60.1,10,6.3,0.370535714285714
"2038",587,7,2014,8,66.4,6,5.1,0.294642857142857
"2072",588,2,2014,8,69.2,3.7,6.6,0.584821428571429
"2078",589,6,2014,8,66.3,9.7,8.2,0.325892857142857
"2084",590,3,2014,8,67.5,6.5,7.3,0.433035714285714
"2091",591,4,2014,8,67.1,10,7.7,0.497767857142857
"2099",592,7,2014,8,68.3,8.3,6.8,0.294642857142857
"2102",593,1,2014,8,68.2,6,5.2,0.546875
"2107",594,2,2014,8,67.2,10,7.8,0.328125
"2109",595,3,2014,8,63.8,9.9,6,0.462053571428571
"2110",596,1,2014,8,67.9,9.8,7.8,0.560267857142857
"2113",597,7,2014,8,69.1,9.4,9,0.337053571428571
"2124",598,5,2014,8,63.9,7.9,7.9,0.5
"2137",599,5,2014,8,66.3,10,7.4,0.573660714285714
"2160",600,5,2014,8,66.8,10,8.8,0.397321428571429
"2169",601,4,2014,8,67.8,9.1,9.7,0.627232142857143
"2174",602,6,2014,8,64.3,8.8,6.5,0.4375
"2177",603,4,2014,8,69.3,9.2,6.3,0.537946428571429
"2199",604,7,2014,8,63.9,10,9,0.207589285714286
"2222",605,6,2014,8,65.6,9.8,10.8,0.245535714285714
"2223",606,5,2014,8,67.2,10,10.8,0.640625
"2228",607,4,2014,8,71,6.8,8.8,0.611607142857143
"2244",608,3,2014,8,66.6,8.4,15.5,0.508928571428571
"2285",609,1,2014,9,57.5,10,3.6,0.59375
"2310",610,2,2014,9,61.2,10,6.5,0.600446428571429
"2316",611,2,2014,9,71.1,1.7,6.8,0.794642857142857
"2318",612,6,2014,9,63.5,9.9,6.2,0.571428571428571
"2320",613,7,2014,9,63.3,9.9,4.4,0.375
"2322",614,1,2014,9,65.9,9.2,6.7,0.495535714285714
"2332",615,4,2014,9,61.1,10,5,0.683035714285714
"2342",616,4,2014,9,69.4,9.9,5.2,0.854910714285714
"2352",617,6,2014,9,57,10,7.7,0.558035714285714
"2364",618,4,2014,9,64.4,9.7,6.4,0.613839285714286
"2368",619,3,2014,9,61.9,9.8,4.6,0.700892857142857
"2372",620,7,2014,9,66.1,8.1,8.1,0.381696428571429
"2388",621,5,2014,9,70.3,8.7,7.5,0.676339285714286
"2393",622,3,2014,9,74,8.1,9.7,0.526785714285714
"2413",623,6,2014,9,72,6.9,10.7,0.466517857142857
"2415",624,3,2014,9,58.9,10,6.7,0.495535714285714
"2416",625,6,2014,9,59.9,9.6,7.6,0.477678571428571
"2420",626,4,2014,9,59.7,8.6,8.9,0.328125
"2422",627,2,2014,9,64.6,10,10.9,0.553571428571429
"2436",628,2,2014,9,59,10,9.3,0.553571428571429
"2438",629,1,2014,9,63.6,10,7.8,0.566964285714286
"2453",630,3,2014,9,66.2,10,11.3,0.611607142857143
"2465",631,7,2014,9,62.2,10,9.6,0.410714285714286
"2468",632,2,2014,9,63.3,6.7,7,0.546875
"2473",633,5,2014,9,67.1,9.7,11.4,0.861607142857143
"2480",634,5,2014,9,57.2,10,12.5,0.678571428571429
"2482",635,1,2014,9,71.5,6.8,9.3,0.107142857142857
"2494",636,7,2014,9,70.1,9,11,0.296875
"2497",637,5,2014,9,63.1,7.9,15.8,0.667410714285714
"2518",638,1,2014,9,67.9,8.2,12.3,0.709821428571429
"2563",639,1,2014,10,50.9,10,4.2,0.238839285714286
"2569",640,2,2014,10,54.3,9.9,6.1,0.506696428571429
"2570",641,2,2014,10,63.2,10,8.2,0.787946428571429
"2592",642,6,2014,10,59.4,6.8,5.7,0.417410714285714
"2603",643,3,2014,10,64.9,9.9,9.5,0.515625
"2605",644,6,2014,10,62.7,9,7.5,0.334821428571429
"2615",645,1,2014,10,55.7,10,6.9,0.658482142857143
"2620",646,2,2014,10,63,10,11.5,0.616071428571429
"2622",647,3,2014,10,61.9,8,9.8,0.473214285714286
"2631",648,7,2014,10,53.3,10,9.2,0.287946428571429
"2649",649,5,2014,10,51.3,10,7.9,0.723214285714286
"2655",650,3,2014,10,62.4,7.1,13.2,0.479910714285714
"2659",651,4,2014,10,56.1,9.4,8.9,0.629464285714286
"2660",652,5,2014,10,59,10,8.9,0.439732142857143
"2665",653,2,2014,10,57.7,9.3,10.5,0.587053571428571
"2680",654,5,2014,10,63.2,7.9,9.7,0.678571428571429
"2682",655,6,2014,10,52.9,8.1,8.1,0.450892857142857
"2685",656,7,2014,10,59.6,9.6,11,0.359375
"2689",657,4,2014,10,65,6.6,12,0.575892857142857
"2693",658,1,2014,10,54.1,10,12,0.665178571428571
"2696",659,1,2014,10,49,10,11.8,0.551339285714286
"2703",660,7,2014,10,57.6,10,13.1,0.381696428571429
"2706",661,5,2014,10,58.5,9.2,13.1,0.837053571428571
"2716",662,4,2014,10,59.5,8.7,10.7,0.658482142857143
"2723",663,6,2014,10,54.7,10,10.7,0.381696428571429
"2740",664,7,2014,10,56,10,10.7,0.310267857142857
"2754",665,3,2014,10,57,6.1,12.8,0.8125
"2757",666,4,2014,10,60.8,9.7,12.6,0.345982142857143
"2758",667,5,2014,10,54.3,7.6,15.7,0.725446428571429
"2763",668,4,2014,10,59.9,9.4,17.6,0.477678571428571
"2803",669,3,2014,10,65.2,9.4,12.3,0.658482142857143
"2825",670,1,2014,11,48.2,9.6,4,0.482142857142857
"2851",671,3,2014,11,56.5,6,5.2,0.450892857142857
"2858",672,2,2014,11,51,9.5,8.2,0.332589285714286
"2874",673,6,2014,11,30.9,10,6.6,0.111607142857143
"2879",674,7,2014,11,46.1,9.9,9.8,0.0736607142857143
"2885",675,2,2014,11,52.7,10,6.9,0.433035714285714
"2891",676,3,2014,11,57.7,9.3,11.1,0.46875
"2892",677,4,2014,11,53.6,9.4,5.6,0.6875
"2894",678,7,2014,11,38.1,10,5.6,0.189732142857143
"2900",679,6,2014,11,37,10,10.7,0.412946428571429
"2927",680,7,2014,11,53.2,10,9.1,0.167410714285714
"2940",681,5,2014,11,43.7,9.7,11.1,0.691964285714286
"2959",682,3,2014,11,33.6,10,14.4,0.645089285714286
"2961",683,2,2014,11,56.7,3.6,11.2,0.569196428571429
"2972",684,6,2014,11,43.9,10,13.9,0.444196428571429
"2987",685,5,2014,11,52.5,7.9,11.7,0.662946428571429
"3004",686,5,2014,11,36.8,10,15.8,0.743303571428571
"3005",687,5,2014,11,37,9.3,12.6,0.223214285714286
"3006",688,4,2014,11,45.7,9.8,16.1,0.649553571428571
"3030",689,1,2014,11,52.1,6.5,9.5,0.71875
"3046",690,1,2014,11,44.6,10,18.9,0.627232142857143
"3052",691,2,2014,11,48.9,7.8,17.1,0.821428571428571
"3053",692,7,2014,11,52.6,8.9,18.3,0.180803571428571
"3055",693,1,2014,11,54.8,4.5,15.5,0.84375
"3057",694,4,2014,11,41.8,8.6,13.8,0.0758928571428571
"3061",695,6,2014,11,37.1,10,15.9,0.375
"3064",696,6,2014,11,53,8.8,18.8,0.696428571428571
"3076",697,3,2014,11,48,6.7,11.9,0.888392857142857
"3077",698,7,2014,11,43.5,6.3,32.8,0.419642857142857
"3080",699,4,2014,11,49.8,8.6,8.4,0.785714285714286
"3104",700,2,2014,12,44,9.6,4.2,0.671875
"3109",701,7,2014,12,41.4,9.8,7.1,0.145089285714286
"3118",702,6,2014,12,43.7,10,7.4,0.138392857142857
"3119",703,1,2014,12,37.8,9.9,5.8,0.839285714285714
"3124",704,6,2014,12,38.2,10,8.3,0.359375
"3125",705,1,2014,12,41.2,9.9,8.4,0.149553571428571
"3127",706,3,2014,12,26.9,9.9,7.5,0.261160714285714
"3142",707,6,2014,12,36.9,9.9,9.8,0.558035714285714
"3146",708,5,2014,12,39.3,9.8,9.3,0.734375
"3148",709,1,2014,12,53.2,7.4,9.8,0.669642857142857
"3158",710,5,2014,12,37,10,8.2,0.765625
"3167",711,3,2014,12,48.6,8,8.8,0.470982142857143
"3178",712,1,2014,12,42.9,9.7,7.5,0.495535714285714
"3184",713,2,2014,12,47.4,6.6,11.1,0.866071428571429
"3190",714,5,2014,12,44.8,10,10.4,0.227678571428571
"3199",715,2,2014,12,32.1,10,11.9,0.279017857142857
"3200",716,7,2014,12,47,9.5,10.7,0.0111607142857143
"3202",717,7,2014,12,39,10,10.9,0.212053571428571
"3204",718,5,2014,12,37.3,10,9.6,0.6875
"3205",719,3,2014,12,47.9,8.4,8.6,0.680803571428571
"3233",720,3,2014,12,50.7,2.1,10.2,0.390625
"3237",721,6,2014,12,48.9,6.8,9.8,0.633928571428571
"3259",722,2,2014,12,42.5,9.9,14.9,0.595982142857143
"3268",723,4,2014,12,42.4,10,14.1,0.618303571428571
"3272",724,3,2014,12,51.2,6.1,14.5,0.502232142857143
"3304",726,4,2014,12,43.1,9.9,11.5,0.584821428571429
"3335",727,4,2014,12,40.8,9.5,19.3,0.725446428571429
"3345",728,2,2014,12,48.7,5.8,19.6,0.671875
"3351",729,1,2014,12,35.4,10,19.6,0.524553571428571
"3357",730,7,2014,12,41.9,8,25,0.332589285714286
"59",731,4,2015,1,35.5,8.4,8.4,0.341513292433538
"66",732,3,2015,1,32.3,10,7.9,0.314928425357873
"67",733,4,2015,1,29.2,10,8.5,0.3640081799591
"75",734,3,2015,1,32.1,8,9.6,0.337423312883436
"76",735,7,2015,1,27.1,10,8.8,0
"87",736,1,2015,1,40.9,7.7,6.3,0.488752556237219
"97",737,5,2015,1,35.1,8.4,8.1,0.574642126789366
"110",738,5,2015,1,31.6,10,10.4,0.525562372188139
"114",739,6,2015,1,26.9,10,10.2,0.286298568507157
"124",740,4,2015,1,35.8,2.8,14.1,0.423312883435583
"133",741,6,2015,1,34.5,9.5,11.1,0.235173824130879
"159",742,5,2015,1,40.4,10,13.1,0.206543967280164
"172",743,2,2015,1,35.7,10,13.1,0.325153374233129
"189",744,6,2015,1,20.2,10,13.3,0.314928425357873
"191",745,2,2015,1,20.8,8.8,10.3,0.89161554192229
"196",746,4,2015,1,13.1,9.9,14.8,0.474437627811861
"204",747,7,2015,1,36.5,9.4,16,0.132924335378323
"209",748,2,2015,1,32.6,8.4,16.3,0.556237218813906
"213",749,7,2015,1,48.6,1.9,15.5,0.081799591002045
"219",750,4,2015,1,31.8,9.9,13.6,0.110429447852761
"220",751,1,2015,1,31.2,6.7,12.7,0.292433537832311
"227",753,5,2015,1,34.5,10,14.9,0.45398773006135
"228",754,1,2015,1,41.7,8.2,13.5,0.316973415132924
"230",755,6,2015,1,38.5,6.7,12.4,0.177914110429448
"237",756,3,2015,1,22.6,9.4,12.1,0.402862985685072
"241",757,6,2015,1,24.5,7.8,20.3,0.378323108384458
"254",758,1,2015,1,44,7.6,16.3,0.321063394683027
"264",759,3,2015,1,21.6,6.6,16.6,0.239263803680982
"277",760,5,2015,1,35.2,9.5,21,0.838445807770961
"323",762,7,2015,2,34.5,7.6,6,0.10838445807771
"330",763,6,2015,2,22.2,10,7.2,0.402862985685072
"335",764,3,2015,2,28.1,10,7.6,0.498977505112474
"339",765,3,2015,2,30.6,10,8.8,0.582822085889571
"355",766,4,2015,2,31,8.9,9.5,0.378323108384458
"370",767,5,2015,2,24.2,10,9.3,0.740286298568507
"371",768,6,2015,2,21.9,10,8.5,0.359918200408998
"375",769,2,2015,2,21.7,6.5,7.7,0.570552147239264
"383",770,6,2015,2,27.4,9.5,10.3,0.220858895705521
"423",771,1,2015,2,29.4,6,8.9,0.476482617586912
"441",772,2,2015,2,14.3,10,11.9,0.488752556237219
"443",773,1,2015,2,37.1,6.3,14.9,0.421267893660532
"445",774,3,2015,2,29.9,7.9,12.4,0.586912065439673
"449",775,6,2015,2,20.6,8.6,8.4,0.194274028629857
"466",776,7,2015,2,36,2.6,7.7,0.3640081799591
"482",777,5,2015,2,14.1,9.5,18.8,0.572597137014315
"484",778,5,2015,2,21.8,8.1,16.2,0.850715746421268
"490",779,7,2015,2,24.8,10,16.8,0.0408997955010225
"493",780,4,2015,2,27,6.9,11,0.355828220858896
"496",781,4,2015,2,28,7.5,12,0.404907975460123
"500",782,5,2015,2,16.8,9.8,15.8,0.6359918200409
"505",783,1,2015,2,33.1,5.7,12.8,0.693251533742331
"506",784,2,2015,2,36.4,7.4,21.1,0.470347648261759
"513",785,4,2015,2,34.1,7.2,12.9,0.466257668711656
"515",786,3,2015,2,32.6,9.9,23.9,0.550102249488753
"516",787,1,2015,2,10.7,8.6,22.7,0.124744376278119
"524",788,2,2015,2,21,9.3,17.6,0.815950920245399
"532",789,7,2015,2,25.7,4.6,19.6,0.231083844580777
"562",790,7,2015,3,23.1,9.1,5.1,0.719836400817996
"568",791,3,2015,3,33.6,9.9,6.7,0.402862985685072
"576",792,2,2015,3,31.4,10,6.7,0.531697341513292
"584",793,5,2015,3,30.3,9,6.3,0.468302658486708
"587",794,2,2015,3,36.5,9.9,6,0.496932515337423
"588",795,6,2015,3,34.2,7,8.5,0.339468302658487
"595",796,1,2015,3,36.8,9.8,11,0.439672801635992
"611",797,4,2015,3,32.7,1.6,10,1
"626",798,2,2015,3,27,10,10.8,0.593047034764826
"631",799,7,2015,3,33.8,9.2,8,0.251533742331288
"661",800,4,2015,3,42.6,4.2,12.8,0.376278118609407
"664",801,7,2015,3,34.9,9.5,10.6,0.335378323108384
"670",802,3,2015,3,42.1,5,12.3,0.458077709611452
"685",804,1,2015,3,33.4,6.8,10.9,0.631901840490798
"686",805,3,2015,3,36.1,3.1,14.8,0.476482617586912
"690",806,5,2015,3,31.1,10,12.3,0.548057259713701
"692",807,5,2015,3,42.4,5.1,13.1,0.390593047034765
"696",808,2,2015,3,39.4,9.8,13.6,0.586912065439673
"697",809,1,2015,3,35.6,9.6,9.5,0.65439672801636
"698",810,6,2015,3,37.4,7.8,12.7,0.241308793456033
"704",811,7,2015,3,38.5,7,12.3,0.241308793456033
"709",812,6,2015,3,38.7,5.8,10.8,0.339468302658487
"713",813,6,2015,3,25,9.9,10.9,0.484662576687117
"721",814,1,2015,3,27.2,10,14.9,0.501022494887526
"732",815,4,2015,3,38.1,10,14.1,0.501022494887526
"749",816,7,2015,3,35.1,9.4,15.7,0.186094069529652
"760",817,4,2015,3,27.6,10,18.3,0.492842535787321
"763",818,2,2015,3,38.6,7.9,10.1,0.38241308793456
"765",819,1,2015,3,32.9,9,17.1,0.384458077709611
"779",820,3,2015,3,31,10,21.1,0.421267893660532
"854",821,7,2015,4,46.1,9.8,7.4,0.278118609406953
"868",822,1,2015,4,45,10,9.1,0.43558282208589
"871",823,1,2015,4,43.2,9.5,6.8,0.34560327198364
"872",824,4,2015,4,46.4,10,8.6,0.447852760736196
"881",825,6,2015,4,51.9,7.3,7.7,0.539877300613497
"893",826,3,2015,4,49.3,9.8,7.8,0.69120654396728
"896",827,1,2015,4,49,10,8.9,0.443762781186094
"907",828,5,2015,4,47.5,6.9,12.5,0.69120654396728
"910",829,4,2015,4,37.1,9.9,7,0.638036809815951
"917",830,4,2015,4,48.1,10,7.8,0.611451942740286
"923",831,3,2015,4,49.8,10,8.6,0.464212678936605
"924",832,7,2015,4,45,10,10.1,0.208588957055215
"952",833,2,2015,4,44.2,8.6,9.3,0.226993865030675
"955",834,7,2015,4,41.6,10,12.5,0.165644171779141
"962",835,6,2015,4,47.8,5.1,12.4,0.480572597137014
"965",836,6,2015,4,43.7,9.9,12.9,0.513292433537832
"968",837,3,2015,4,50.6,8.3,6.9,0.519427402862986
"974",838,5,2015,4,45,5.9,14.6,0.306748466257669
"983",839,2,2015,4,49.8,8.9,10.2,0.411042944785276
"985",840,7,2015,4,46.3,9.9,11,0.265848670756646
"995",842,3,2015,4,37.9,9.8,11.5,0.627811860940695
"1001",843,5,2015,4,43.9,3.6,9.4,0.296523517382413
"1007",844,4,2015,4,46.9,9.8,13.4,0.554192229038855
"1008",845,3,2015,4,41.2,10,14.8,0.23721881390593
"1030",846,4,2015,4,39.4,4.5,18.7,0.226993865030675
"1051",847,2,2015,4,46,9.8,15.7,0.556237218813906
"1054",848,6,2015,4,47.3,4.8,13.7,0.339468302658487
"1058",849,2,2015,4,51.5,3.6,14.3,0.621676891615542
"1064",850,1,2015,4,45.2,8.5,16.2,0.591002044989775
"1128",851,5,2015,5,65.4,9.2,5.7,0.965235173824131
"1131",852,6,2015,5,54.3,4.4,6.4,0.447852760736196
"1132",853,6,2015,5,55.5,9.9,7.5,0.631901840490798
"1139",854,7,2015,5,44.5,9.9,5.3,0.437627811860941
"1159",855,5,2015,5,54.4,10,9.7,0.78118609406953
"1160",856,3,2015,5,55.3,9.7,6.8,0.464212678936605
"1164",857,4,2015,5,54,10,6.9,0.640081799591002
"1165",858,2,2015,5,51.4,2.3,8.6,0.541922290388548
"1174",859,5,2015,5,52.4,7.1,8.8,0.752556237218814
"1185",860,4,2015,5,54.8,10,7.7,0.560327198364008
"1188",861,4,2015,5,55.9,9.8,7.2,0.701431492842536
"1193",862,1,2015,5,52.2,9.9,8.8,0.613496932515337
"1197",863,6,2015,5,44.4,10,9.6,0.406952965235174
"1199",864,6,2015,5,63.3,4.2,8.5,0.574642126789366
"1210",865,1,2015,5,58.9,10,11.4,0.161554192229039
"1215",866,7,2015,5,64.7,7.1,11.2,0.437627811860941
"1236",867,4,2015,5,62.4,9.2,11.7,0.697341513292434
"1248",868,1,2015,5,57.9,0.8,11.1,0.621676891615542
"1250",869,2,2015,5,57.1,9.8,11,0.607361963190184
"1254",870,5,2015,5,53.8,9.1,9.2,0.789366053169734
"1257",871,1,2015,5,53.9,5.7,9.4,0.460122699386503
"1260",872,7,2015,5,57,0.8,8.3,0.425357873210634
"1270",873,3,2015,5,59.5,8.7,12.2,0.642126789366053
"1282",874,2,2015,5,58.3,0.9,11.3,0.701431492842536
"1285",875,3,2015,5,62.4,8.5,13.4,0.7280163599182
"1293",876,7,2015,5,63.1,9.4,9.1,0.413087934560327
"1299",877,2,2015,5,61.1,9.8,14.4,0.705521472392638
"1304",878,3,2015,5,58.8,6.1,11.2,0.664621676891616
"1313",879,5,2015,5,43.8,9.6,13.3,0.615541922290389
"1329",880,7,2015,5,56.5,10,15.5,0.186094069529652
"1338",881,6,2015,5,54.8,10,15,0.419222903885481
"1408",882,4,2015,6,59.1,10,3.9,0.560327198364008
"1429",883,2,2015,6,67.1,9.3,7.1,0.574642126789366
"1432",884,5,2015,6,53.1,10,7.3,0.717791411042945
"1435",885,4,2015,6,68.7,10,7.4,0.67280163599182
"1440",886,5,2015,6,65.6,10,7.4,0.79959100204499
"1450",887,7,2015,6,59.5,10,7.7,0.445807770961145
"1475",888,3,2015,6,65.2,6.4,8.8,0.666666666666667
"1479",889,6,2015,6,61.5,9.2,8.4,0.519427402862986
"1481",890,1,2015,6,67.1,6.2,6.2,0.885480572597137
"1483",891,5,2015,6,67,5.9,6.8,0.224948875255624
"1487",892,7,2015,6,66.9,10,8.9,0.484662576687117
"1506",893,4,2015,6,52.2,10,7.9,0.431492842535787
"1522",894,6,2015,6,62,10,9,0.335378323108384
"1526",895,5,2015,6,66,9.9,7.9,0.885480572597137
"1542",896,1,2015,6,64.3,7.4,9.7,0.656441717791411
"1544",897,1,2015,6,57.8,8,9.9,0.337423312883436
"1546",898,1,2015,6,59.6,10,10.6,0.59918200408998
"1558",899,2,2015,6,64,7.9,14.2,0.6359918200409
"1571",900,2,2015,6,65.5,7.8,10.2,0.740286298568507
"1578",901,3,2015,6,70.8,8.2,9.4,0.893660531697341
"1583",902,7,2015,6,64.9,6.2,11.3,0.570552147239264
"1584",903,4,2015,6,64.6,9.1,11.8,0.664621676891616
"1595",904,2,2015,6,64.2,3.6,7.1,0.515337423312883
"1599",905,2,2015,6,53.4,6.6,13.7,0.615541922290389
"1600",906,1,2015,6,55.9,4.9,12.7,0.715746421267894
"1605",907,3,2015,6,53,10,13.9,0.648261758691207
"1617",908,6,2015,6,68,6,10.9,0.110429447852761
"1624",909,6,2015,6,58,8.4,11.5,0.525562372188139
"1626",910,3,2015,6,64.8,8.4,14.5,0.74642126789366
"1631",911,7,2015,6,64.4,4.3,13,0.396728016359918
"1668",912,1,2015,7,70.9,8.3,5.3,0.668711656441718
"1684",913,6,2015,7,68.5,9.7,4.4,0.224948875255624
"1690",914,2,2015,7,72.6,3.6,5.4,0.541922290388548
"1704",915,1,2015,7,71.1,9.9,8.3,0.582822085889571
"1711",916,5,2015,7,64.9,10,6,0.650306748466258
"1737",917,2,2015,7,68.1,7.4,8.2,0.623721881390593
"1739",918,3,2015,7,72.3,6.8,4.5,0.552147239263804
"1743",919,2,2015,7,72.4,9,7.2,0.61758691206544
"1762",920,6,2015,7,62.9,8,6.2,0.098159509202454
"1771",921,3,2015,7,76,5.4,6.8,0.588957055214724
"1772",922,5,2015,7,76.7,8.5,8.5,0.842535787321063
"1778",923,7,2015,7,71.4,6.9,9,0.417177914110429
"1784",924,4,2015,7,68.7,7.1,7,0.535787321063395
"1788",925,5,2015,7,71.7,10,7.5,0.304703476482618
