"","day_index","day","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"2485",1362,7,2016,9,71.3,6.4,11.9,0.341222879684418
"2493",1363,5,2016,9,60.1,7.8,15.6,1
"2502",1364,3,2016,9,63.1,5.7,11.3,0.536489151873767
"2507",1365,4,2016,9,60,9.3,17.8,0.510848126232742
"2508",1366,7,2016,9,65.3,10,12.7,0.199211045364892
"2513",1367,2,2016,9,69.9,7.9,15.2,0.514792899408284
"2515",1368,4,2016,9,64.5,10,14.4,0.773175542406312
"2527",1369,1,2016,9,64,7,23.8,0.106508875739645
"2549",1370,5,2016,10,55.6,6.9,2.7,0.767258382642998
"2551",1371,3,2016,10,52.8,10,5.2,0.26232741617357
"2559",1372,4,2016,10,57.3,10,5.8,0.78698224852071
"2565",1373,1,2016,10,60.5,9.9,4.4,0.2465483234714
"2573",1374,6,2016,10,50.5,10,6.2,0.544378698224852
"2591",1375,4,2016,10,59.6,9.9,7.3,0.773175542406312
"2604",1376,7,2016,10,61.3,4.4,9,0.238658777120316
"2629",1377,2,2016,10,63.8,4.6,6.8,0.443786982248521
"2630",1378,6,2016,10,58.7,8.5,7.7,0.528599605522682
"2633",1379,2,2016,10,54.3,10,10.1,0.73767258382643
"2639",1380,3,2016,10,65.6,6.4,11.2,0.613412228796844
"2647",1381,4,2016,10,46.5,9.8,8.2,0.919132149901381
"2670",1382,7,2016,10,61.1,9.3,11,0.378698224852071
"2675",1383,1,2016,10,64.5,8.4,10,0.433925049309665
"2688",1384,3,2016,10,58.7,10,12.9,0.650887573964497
"2704",1385,5,2016,10,64.6,6,12.9,0.958579881656805
"2720",1386,6,2016,10,62,1.7,14,0.42603550295858
"2721",1387,7,2016,10,55.2,10,9.3,0.272189349112426
"2726",1388,4,2016,10,60.4,9.1,10.5,0.585798816568047
"2727",1389,1,2016,10,48.3,8.2,12.5,0.571992110453649
"2728",1390,2,2016,10,49.1,10,14.1,0.396449704142012
"2730",1391,3,2016,10,44.7,10,14.9,0.67258382642998
"2739",1392,2,2016,10,60.5,9.7,12.4,0.31163708086785
"2745",1393,1,2016,10,57.5,9.9,12.5,0.41025641025641
"2761",1394,5,2016,10,55.9,10,14.2,0.792899408284024
"2789",1395,6,2016,10,51,8.8,15.8,0.49112426035503
"2792",1396,5,2016,10,51.8,7.7,18.6,0.854043392504931
"2793",1397,6,2016,10,61.3,3.5,12.2,0.520710059171598
"2800",1398,7,2016,10,53.7,10,21.3,0.333333333333333
"2808",1399,7,2016,10,62.2,6.4,13.8,0.226824457593688
"2809",1400,1,2016,10,54.1,8,24.8,0.343195266272189
"2828",1401,2,2016,11,46.2,10,4.4,0.723865877712032
"2834",1402,3,2016,11,51.6,8.8,4.6,0.347140039447732
"2840",1403,4,2016,11,42.2,10,6,0.124260355029586
"2852",1404,2,2016,11,47.2,10,7.1,0.502958579881657
"2853",1405,5,2016,11,48.6,10,6.9,0.177514792899408
"2859",1406,6,2016,11,47.8,10,7.9,0.514792899408284
"2875",1407,6,2016,11,47,6.8,6.3,0.193293885601578
"2883",1408,1,2016,11,54.4,9.6,10.8,0.597633136094675
"2884",1409,4,2016,11,58.8,5.1,8.4,0.63905325443787
"2890",1410,4,2016,11,48.6,9.6,8.4,0.674556213017751
"2908",1411,3,2016,11,55.9,10,9.9,0.591715976331361
"2913",1412,6,2016,11,50.1,6.6,12.3,0.644970414201183
"2916",1413,5,2016,11,53.6,10,12.1,0.812623274161736
"2949",1414,7,2016,11,43.4,10,13.2,0.199211045364892
"2951",1415,1,2016,11,39.5,10,11.2,0.556213017751479
"2956",1416,2,2016,11,54.8,8.6,9.9,0.741617357001972
"2960",1417,4,2016,11,49.4,10,10.9,0.67258382642998
"2962",1418,3,2016,11,37.1,10,12,0.871794871794872
"2973",1419,2,2016,11,43.8,8.5,9.7,0.763313609467456
"2974",1420,7,2016,11,49.9,9,10.5,0.329388560157791
"2988",1421,7,2016,11,51.3,10,14.2,0.301775147928994
"3001",1422,6,2016,11,42.1,10,13.9,0.469428007889546
"3007",1423,3,2016,11,52.9,4.1,12.6,0.719921104536489
"3015",1424,5,2016,11,50.9,10,18,0.810650887573965
"3025",1425,5,2016,11,54.9,10,16,0.591715976331361
"3027",1426,2,2016,11,37.7,10,15.1,0.788954635108481
"3040",1427,3,2016,11,54.4,8,12.8,0.670611439842209
"3044",1428,1,2016,11,47.4,9.6,18.8,0.658777120315582
"3056",1429,7,2016,11,47,5.5,14.4,0.323471400394477
"3058",1430,1,2016,11,38.8,10,21.2,0.629191321499014
"3122",1431,3,2016,12,42.8,8.8,7.6,0.536489151873767
"3130",1432,7,2016,12,29.9,10,7.5,0.309664694280079
"3135",1433,2,2016,12,34.8,10,7,0.698224852071006
"3166",1434,4,2016,12,42.7,9.8,6.4,0.532544378698225
"3168",1435,3,2016,12,38.8,10,9.7,0.613412228796844
"3170",1436,1,2016,12,36.4,10,10.2,0.0571992110453649
"3175",1437,1,2016,12,37.9,9.5,6.6,0.840236686390533
"3182",1438,4,2016,12,38.9,10,6.5,0.660749506903353
"3195",1439,3,2016,12,41.2,9.8,8.2,0.63905325443787
"3208",1440,3,2016,12,39.1,10,9.8,0.357001972386588
"3238",1441,6,2016,12,28.2,10,12.8,0.374753451676529
"3240",1442,2,2016,12,39.7,9.8,9.7,0.522682445759369
"3241",1443,5,2016,12,39,10,12.7,0.644970414201183
"3260",1444,6,2016,12,43.8,10,15.1,0.447731755424063
"3267",1445,5,2016,12,46.4,10,12.9,0.641025641025641
"3273",1446,5,2016,12,36.6,10,15.4,0.662721893491124
"3280",1447,2,2016,12,41.7,10,11.9,0.682445759368836
"3289",1448,7,2016,12,40.4,10,12.5,0
"3292",1449,1,2016,12,35.3,9.9,14.1,0.70414201183432
"3294",1450,6,2016,12,44.1,8.2,10.7,0.372781065088757
"3305",1451,4,2016,12,53.4,6.6,15.6,0.727810650887574
"3309",1452,6,2016,12,35.8,10,14.1,0.19723865877712
"3313",1453,7,2016,12,38.2,10,14.6,0.230769230769231
"3321",1454,4,2016,12,37.3,8.6,10.3,0.349112426035503
"3325",1455,1,2016,12,43.6,6.5,14.2,0.591715976331361
"3327",1456,6,2016,12,36.2,5.9,11.5,0.50887573964497
"3330",1457,2,2016,12,49.8,4.4,17.5,0.402366863905325
"3339",1458,7,2016,12,49.8,2.5,13.2,0.307692307692308
"3344",1459,4,2016,12,29.8,8.8,13.8,0.757396449704142
"3348",1460,5,2016,12,40.4,9.5,18.2,0.429980276134122
"3354",1461,5,2016,12,18.2,10,17.8,0.842209072978304
"45",1462,5,2017,1,39.9,10,4.3,0.483126110124334
"58",1463,1,2017,1,37.4,10,7.1,0.206039076376554
"71",1464,5,2017,1,31.7,6.1,8.9,0.474245115452931
"83",1465,2,2017,1,40,9.6,8.4,0.575488454706927
"84",1466,4,2017,1,40.7,7.4,7.6,0.492007104795737
"88",1467,7,2017,1,38,9.9,10.2,0.168738898756661
"89",1468,1,2017,1,34,9.7,6.5,0.376554174067496
"90",1469,1,2017,1,31.6,10,6.2,0.255772646536412
"94",1470,7,2017,1,43.2,4.5,8.4,0.13854351687389
"116",1471,6,2017,1,42.3,6.7,7.5,0.252220248667851
"143",1472,7,2017,1,44.4,9,13.4,0.269982238010657
"144",1473,6,2017,1,29.8,10,10.2,0.287744227353464
"148",1474,1,2017,1,18.3,10,11,0.596802841918295
"149",1475,4,2017,1,44.3,9,9.7,0.408525754884547
"156",1476,2,2017,1,28.1,8.2,9.8,0.422735346358792
"158",1477,3,2017,1,41.6,4.5,13.8,0.383658969804618
"160",1478,4,2017,1,47.8,5.4,12.6,0.55595026642984
"168",1479,7,2017,1,33.6,9,10.8,0.27886323268206
"173",1480,2,2017,1,35.6,10,13.6,0.468916518650089
"183",1481,3,2017,1,46.5,6.2,13.6,0.456483126110124
"193",1482,2,2017,1,44.3,5.4,15.2,0.579040852575488
"200",1483,5,2017,1,46.8,7.2,12.6,0.481349911190053
"211",1484,4,2017,1,36.4,10,15.4,0.38898756660746
"222",1485,3,2017,1,41.1,8.5,17.4,0.431616341030195
"229",1486,6,2017,1,38.7,10,18.3,0.298401420959147
"234",1487,1,2017,1,40.9,8.8,18.6,0.593250444049734
"240",1488,3,2017,1,45,6.5,15.1,0.525754884547069
"259",1489,2,2017,1,48.9,2.3,17.2,0.410301953818828
"261",1490,5,2017,1,42.1,9.9,20.3,0.44404973357016
"266",1491,6,2017,1,31.3,5.7,13.4,1
"272",1492,7,2017,1,24.1,6.1,19.5,0.129662522202487
"331",1493,3,2017,2,40.6,9.7,7.8,0.255772646536412
"333",1494,2,2017,2,37.1,10,6.9,0.266429840142096
"337",1495,2,2017,2,44.2,9,7.9,0.458259325044405
"344",1496,5,2017,2,30.9,10,9,0.490230905861456
"351",1497,4,2017,2,44,5.2,8.2,0.440497335701599
"366",1498,6,2017,2,49.8,6.5,10.1,0.426287744227353
"382",1499,5,2017,2,47.5,6.9,10,0.575488454706927
"392",1500,7,2017,2,47.8,9.5,13.9,0.186500888099467
"397",1501,6,2017,2,37,9.8,10.4,0.420959147424512
"398",1502,7,2017,2,36.1,9.5,11.5,0.170515097690941
"407",1503,6,2017,2,32,8.4,10,0.316163410301954
"426",1504,1,2017,2,39.1,10,13.2,0.367673179396092
"427",1505,3,2017,2,36.6,7.5,8.7,0.479573712255773
"430",1506,5,2017,2,31.8,10,14,0.616341030195382
"432",1507,3,2017,2,46.2,2.8,10.1,0.603907637655417
"433",1508,1,2017,2,37.5,10,14.4,0.41740674955595
"434",1509,1,2017,2,41.9,10,11.7,0.168738898756661
"437",1510,4,2017,2,37.7,10,9.9,0.449378330373002
"439",1511,4,2017,2,36.1,9.2,14.4,0.566607460035524
"442",1512,6,2017,2,28.4,10,14.1,0.369449378330373
"454",1513,3,2017,2,38.7,9.7,10.5,0.428063943161634
"456",1514,7,2017,2,35.6,7.9,15.2,0.188277087033748
"467",1515,2,2017,2,38.1,8.4,9.2,0.520426287744227
"475",1516,7,2017,2,43,7.3,14.3,0.229129662522202
"510",1517,2,2017,2,30.1,10,15.1,0.630550621669627
"520",1518,1,2017,2,35.9,6.5,19.7,0.548845470692718
"527",1519,5,2017,2,21,7.9,21.5,0.66607460035524
"531",1520,4,2017,2,38.1,7,17.8,0.309058614564831
"570",1521,2,2017,3,39.9,10,7.9,0.538188277087034
"578",1522,2,2017,3,40.7,5,8.7,0.460035523978686
"586",1523,6,2017,3,34.7,10,7.5,0.303730017761989
"617",1524,5,2017,3,33.2,10,11.8,0.731793960923623
"618",1525,1,2017,3,28.9,10,9.9,0.506216696269982
"622",1526,5,2017,3,37.6,9.2,6.2,0.746003552397869
"623",1527,1,2017,3,21.9,10,10.9,0.815275310834814
"625",1528,1,2017,3,42,6.4,12.3,0.525754884547069
"630",1529,5,2017,3,33,10,10.9,0.75133214920071
"635",1530,7,2017,3,37,9.5,9.8,0.218472468916519
"636",1531,5,2017,3,35.3,9.9,9.6,0.570159857904085
"649",1532,4,2017,3,40,10,12.8,0.543516873889876
"650",1533,2,2017,3,36.7,9.2,10.7,0.539964476021314
"658",1534,6,2017,3,42.9,8.2,13.1,0.422735346358792
"694",1535,7,2017,3,20,10,16.1,0.325044404973357
"702",1536,3,2017,3,41.9,8.3,14.4,0.602131438721137
"710",1537,3,2017,3,45.9,5.5,15.3,0.490230905861456
"722",1538,5,2017,3,35.5,5.8,12.1,0.495559502664298
"729",1539,4,2017,3,45.9,9.1,17.7,0.589698046181172
"737",1540,3,2017,3,47.4,2,11.5,0.422735346358792
"743",1541,3,2017,3,38.6,10,14.8,0.504440497335702
"747",1542,4,2017,3,26.4,10,17.1,0.657193605683837
"748",1543,7,2017,3,20.8,10,19.8,0.27708703374778
"750",1544,4,2017,3,28.5,9.8,19.1,0.898756660746004
"755",1545,6,2017,3,22.9,9.9,17.8,0.36056838365897
"772",1546,4,2017,3,47.8,6.9,21.6,0.568383658969805
"773",1547,7,2017,3,36,5.6,19.4,0.385435168738899
"775",1548,6,2017,3,22.5,9.4,19.3,0.381882770870337
"777",1549,1,2017,3,39.2,9.4,21.4,0.740674955595027
"784",1550,2,2017,3,36.3,6,18.1,0.0728241563055062
"785",1551,3,2017,3,29.8,7.5,23.3,0.563055062166963
"846",1552,5,2017,4,47.5,10,5,0.323268206039076
"849",1553,1,2017,4,46.6,10,7.6,0.369449378330373
"864",1554,4,2017,4,52.9,3,5.3,0.630550621669627
"870",1555,3,2017,4,49.1,8.3,9.9,0.367673179396092
"874",1556,1,2017,4,43,10,6.9,0.55595026642984
"901",1557,5,2017,4,53.1,3.3,8.2,0.930728241563055
"902",1558,6,2017,4,46.8,9.7,9.2,0.287744227353464
"904",1559,7,2017,4,46.3,10,10.5,0.369449378330373
"909",1560,4,2017,4,49.8,9.5,8.2,0.456483126110124
"915",1561,2,2017,4,49.8,8.8,12.1,0.330373001776199
"919",1562,1,2017,4,46.9,10,10.2,0.534635879218472
"922",1563,1,2017,4,56.4,8.7,12,0.275310834813499
"928",1564,3,2017,4,41.7,10,10.5,0.438721136767318
"935",1565,7,2017,4,46.5,10,10.5,0.326820603907638
"942",1566,4,2017,4,47.5,5.9,9.8,0.531083481349911
"963",1567,7,2017,4,53.4,9.8,12.6,0.243339253996448
"966",1568,5,2017,4,45.7,4.6,13.9,0.634103019538188
"978",1569,3,2017,4,42.6,7.8,14.1,0.451154529307282
"989",1570,6,2017,4,46.7,5.7,13.2,0.387211367673179
"992",1571,2,2017,4,49.7,6.7,14.2,0.692717584369449
"1000",1572,6,2017,4,54.2,2.7,11.6,0.58259325044405
"1010",1573,2,2017,4,47.8,10,12.1,0.325044404973357
"1011",1574,6,2017,4,43.9,9.8,16.5,0.522202486678508
"1014",1575,7,2017,4,51.9,5.3,15.7,0.262877442273535
"1032",1576,7,2017,4,39.7,9.3,14.7,0.321492007104796
"1036",1577,4,2017,4,41.9,7.9,12.9,0.674955595026643
"1042",1578,5,2017,4,47.8,6.9,14.9,0.641207815275311
"1045",1579,3,2017,4,53.1,1.1,17.9,0.52753108348135
"1067",1580,2,2017,4,42.9,6.3,16.3,0.470692717584369
"1076",1581,6,2017,4,39.8,3.3,24.2,0.458259325044405
"1114",1582,2,2017,5,48.3,10,6.2,0.564831261101243
"1123",1583,6,2017,5,57.5,10,7.2,0.252220248667851
"1136",1584,3,2017,5,55.4,3.6,7.8,0.596802841918295
"1141",1585,2,2017,5,53.5,8.1,7.9,0.557726465364121
"1150",1586,7,2017,5,51.8,9.4,6.1,0.252220248667851
"1171",1587,1,2017,5,51.4,9.5,8.2,0.685612788632327
"1172",1588,3,2017,5,48.7,9.9,4.5,0.595026642984014
"1191",1589,7,2017,5,52.7,10,6.8,0.506216696269982
"1207",1590,1,2017,5,49.6,8.1,11.7,0.0674955595026643
"1214",1591,6,2017,5,47.9,10,8.6,0.621669626998224
"1217",1592,7,2017,5,52.5,7.1,10.6,0.321492007104796
"1227",1593,4,2017,5,51.5,10,10.6,0.653641207815275
"1239",1595,3,2017,5,57.9,9.8,11.3,0.746003552397869
"1242",1597,1,2017,5,49.3,5,10.6,0.543516873889876
"1265",1598,5,2017,5,48.6,9.7,11.8,0.85968028419183
"1268",1599,4,2017,5,53.8,5.6,11.6,0.726465364120782
"1273",1600,4,2017,5,49.5,10,7.6,0.626998223801066
"1279",1601,2,2017,5,57.5,10,10.7,0.641207815275311
"1280",1602,3,2017,5,54.7,9.5,13,0.676731793960924
"1296",1603,3,2017,5,53.9,9,9.2,0.547069271758437
"1298",1604,1,2017,5,50,10,15.6,0.541740674955595
"1301",1605,2,2017,5,56.8,7.5,11.8,0.579040852575488
"1308",1606,1,2017,5,51.1,10,12.9,0.703374777975133
"1332",1607,5,2017,5,55.4,6.2,12.9,0.786856127886323
"1333",1608,2,2017,5,55.4,2.2,14.5,0.728241563055062
"1342",1609,6,2017,5,56.3,10,16,0.495559502664298
"1344",1610,7,2017,5,50.4,5.6,16.5,0.532859680284192
"1347",1611,6,2017,5,55.1,2.6,13.5,0.625222024866785
"1351",1612,5,2017,5,49.4,7.6,14.9,0.786856127886323
"1433",1613,7,2017,6,68.8,9.4,7.6,0.456483126110124
"1451",1614,2,2017,6,64.3,9.9,7.8,0.753108348134991
"1462",1615,5,2017,6,58.2,8.3,8.2,0.717584369449378
"1472",1616,4,2017,6,52.7,9.2,5.5,0.580817051509769
"1482",1617,4,2017,6,55.7,3,7.7,0.570159857904085
"1485",1618,1,2017,6,66.7,9.8,7.8,0.596802841918295
"1500",1619,3,2017,6,67.1,9.3,10.3,0.747779751332149
"1502",1620,6,2017,6,56.9,10,8.2,0.539964476021314
"1503",1621,4,2017,6,57.2,10,7.5,0.77797513321492
"1514",1622,7,2017,6,58,10,7.3,0.239786856127886
"1516",1623,4,2017,6,65.8,7.8,9.2,0.909413854351687
"1519",1624,6,2017,6,60.4,9.3,9.1,0.589698046181172
"1523",1625,1,2017,6,66,8,11.4,0.836589698046181
"1525",1626,7,2017,6,63.8,0.7,10.2,0.461811722912966
"1527",1627,7,2017,6,61.5,9.3,11.3,0.655417406749556
"1537",1628,4,2017,6,65.6,9.9,11.5,0.770870337477798
"1541",1629,5,2017,6,64.9,6.3,9.7,0.817051509769094
"1564",1630,5,2017,6,66.9,8.8,13.3,0.735346358792185
"1565",1631,3,2017,6,62.6,5.4,11.4,0.730017761989343
"1566",1632,2,2017,6,67.3,7.6,10.6,0.880994671403197
"1585",1633,3,2017,6,65.4,9.9,9.9,0.705150976909414
"1590",1634,6,2017,6,61.7,4.3,11.8,0.570159857904085
"1597",1635,6,2017,6,67.2,4.6,15,0.746003552397869
"1601",1636,1,2017,6,64.7,0.9,15.2,0.863232682060391
"1606",1637,1,2017,6,56.6,7,8.4,0.573712255772647
"1612",1638,2,2017,6,63.4,1.1,15,0.852575488454707
"1613",1639,3,2017,6,54.5,8.4,12.8,0.607460035523979
"1618",1640,5,2017,6,59.8,9.9,15.5,0.575488454706927
"1625",1641,5,2017,6,57.6,9.1,13.2,0.776198934280639
"1627",1642,2,2017,6,52.4,5.1,15.2,0.580817051509769
"1669",1643,4,2017,7,61.7,9.9,5.9,0.493783303730018
"1683",1644,1,2017,7,63.9,10,4.2,0.573712255772647
"1693",1645,2,2017,7,69.4,4,5.5,0.662522202486678
"1725",1646,2,2017,7,72,9.8,5.8,0.161634103019538
"1733",1647,5,2017,7,69.2,10,8.5,0.625222024866785
"1741",1648,6,2017,7,64.3,8.4,5.6,0.561278863232682
"1756",1649,3,2017,7,67.9,9.9,6.5,0.662522202486678
"1758",1650,1,2017,7,67.3,3.9,5.7,0.543516873889876
"1763",1651,3,2017,7,70.8,1.8,7.3,0.61101243339254
"1766",1652,4,2017,7,61.8,10,7.3,0.492007104795737
"1769",1653,3,2017,7,71.6,4.2,7.6,0.735346358792185
"1770",1654,4,2017,7,74.7,5.3,7.7,0.783303730017762
"1773",1655,7,2017,7,69.3,5.8,7.1,0.323268206039076
"1790",1656,6,2017,7,74,8.8,7.1,0.559502664298401
"1802",1657,3,2017,7,63.6,10,7.4,0.536412078152753
"1804",1658,5,2017,7,63.7,9,8.9,0.664298401420959
"1805",1659,5,2017,7,75.6,5.7,7.8,0.710479573712256
"1809",1660,2,2017,7,68.8,2.7,8.6,0.541740674955595
"1813",1661,1,2017,7,68.3,9.6,9,0.593250444049734
"1820",1662,1,2017,7,70.9,8.2,9.5,0.504440497335702
"1858",1663,7,2017,7,68.7,4.2,11.4,0.36234458259325
"1885",1664,7,2017,7,68.4,8.7,6,0.392539964476021
"1896",1665,7,2017,7,69.6,9.3,10.1,0.317939609236234
"1908",1666,6,2017,7,67.7,5.9,13,0.465364120781528
"1911",1667,2,2017,7,62.8,9.5,13.8,0.465364120781528
"1916",1668,1,2017,7,63,7.5,10.9,0.509769094138544
"1922",1669,6,2017,7,67.3,5.4,8.9,0.447602131438721
"1924",1670,6,2017,7,65.1,6.9,11.1,0.317939609236234
"1925",1671,5,2017,7,66,5.2,8.7,0.605683836589698
"1930",1672,4,2017,7,70.8,4.4,8.2,0.756660746003552
"1933",1673,7,2017,7,67.1,9.6,15,0.484902309058615
"1977",1674,5,2017,8,67.6,9.3,5.8,0.571936056838366
"1978",1675,1,2017,8,67.7,6.1,4.3,0.477797513321492
"1984",1676,6,2017,8,64.1,9.9,3.7,0.420959147424512
"1997",1677,4,2017,8,68,9.1,5.2,0.543516873889876
"2001",1678,2,2017,8,67.8,4.3,4,0.433392539964476
"2002",1679,4,2017,8,67.5,9.1,5.8,0.674955595026643
"2005",1680,4,2017,8,67.8,8.8,6,0.563055062166963
"2013",1681,7,2017,8,62.3,10,5,0.293072824156306
"2026",1682,1,2017,8,69.9,9.8,5.9,0.522202486678508
"2048",1683,3,2017,8,67.1,8.2,6.5,0.571936056838366
"2053",1684,4,2017,8,70,10,5.6,0.529307282415631
"2054",1685,1,2017,8,67.5,10,7.8,0.484902309058615
"2064",1686,5,2017,8,67.7,2.9,6.3,0.754884547069272
"2065",1687,3,2017,8,68.6,9.9,6.5,0.506216696269982
"2067",1688,6,2017,8,67.7,2.5,7.9,0.426287744227353
"2092",1689,2,2017,8,68.2,10,8.6,0.660746003552398
"2097",1690,6,2017,8,65.9,4.2,5.8,0.342806394316163
"2122",1691,5,2017,8,66.4,10,5.5,0.532859680284192
"2129",1692,5,2017,8,66.6,8,8.8,0.495559502664298
"2148",1693,2,2017,8,62,9.9,8.6,0.49911190053286
"2153",1694,7,2017,8,72.8,6.3,9.7,0.364120781527531
"2158",1695,7,2017,8,71,6.1,8.3,0.408525754884547
"2166",1696,2,2017,8,70.5,6.4,10.6,0.623445825932504
"2188",1697,3,2017,8,71.1,6.8,6.5,0.474245115452931
"2195",1698,4,2017,8,66.2,9.6,9.7,0.506216696269982
"2209",1699,2,2017,8,65.2,7.8,11.3,0.529307282415631
"2217",1700,7,2017,8,69.4,9.5,11.8,0.330373001776199
"2220",1701,1,2017,8,62.7,10,8.5,0.44582593250444
"2227",1702,3,2017,8,72.3,6.3,12.4,0.525754884547069
"2241",1703,6,2017,8,71.8,5.6,12.2,0.541740674955595
"2248",1704,3,2017,8,61.8,7,16,0.600355239786856
"2282",1705,2,2017,9,65.9,2.6,3.4,0.573712255772647
"2289",1706,6,2017,9,66.8,4.6,2.8,0.515097690941385
"2290",1707,1,2017,9,64.2,2.8,4.2,0.698046181172291
"2301",1708,7,2017,9,64.7,4.8,3.4,0.449378330373002
"2302",1709,6,2017,9,58.7,10,5.3,0.406749555950266
"2312",1710,3,2017,9,68.7,1.5,4.7,0.644760213143872
"2335",1711,5,2017,9,67.9,6.7,6.3,0.877442273534636
"2346",1712,6,2017,9,63.1,10,7.5,0.488454706927176
"2360",1713,3,2017,9,67.5,9.5,8,0.719360568383659
"2371",1714,7,2017,9,65.3,3.7,9.6,0.451154529307282
"2375",1715,6,2017,9,56.3,9.8,8.3,0.385435168738899
"2384",1716,1,2017,9,65.7,3.4,7.6,0.602131438721137
"2390",1717,1,2017,9,63.6,10,7.9,0.714031971580817
"2401",1718,5,2017,9,65.4,9.5,11.3,0.72291296625222
"2405",1719,4,2017,9,67.4,5.1,9,0.701598579040853
"2411",1720,2,2017,9,65.3,10,8.3,0.616341030195382
"2437",1721,5,2017,9,62.7,10,10.6,0.618117229129662
"2455",1722,1,2017,9,65.4,9.6,13.4,0.353463587921847
"2462",1723,5,2017,9,59.6,10,10.6,0.753108348134991
"2467",1724,2,2017,9,68.1,6.9,14,0.664298401420959
"2470",1725,3,2017,9,69.6,6,13.6,0.488454706927176
"2476",1726,7,2017,9,61.1,9.7,9.9,0.355239786856128
"2490",1727,2,2017,9,65.5,3.3,14.5,0.58259325044405
"2492",1728,4,2017,9,69.4,4.9,9.3,0.72291296625222
"2514",1729,6,2017,9,62.6,2.1,17.2,0.529307282415631
"2520",1730,4,2017,9,67.1,7.9,13,0.811722912966252
"2523",1731,7,2017,9,60,6.7,13.1,0.328596802841918
"2525",1732,3,2017,9,66.1,3.2,21.3,0.44404973357016
"2528",1733,5,2017,9,61.3,2.8,27.5,0.49911190053286
"2529",1734,4,2017,9,63.9,3.4,29.6,0.358792184724689
"2552",1735,6,2017,10,62.4,6.7,5.5,0.41563055062167
"2557",1736,7,2017,10,60.6,10,6.9,0.346358792184725
"2562",1737,6,2017,10,63.8,3.9,5.7,0.420959147424512
"2578",1738,2,2017,10,54.1,10,6,0.628774422735346
"2581",1739,7,2017,10,55.5,10,7.9,0.422735346358792
"2598",1740,1,2017,10,59.5,6.5,7.2,0.596802841918295
"2599",1741,6,2017,10,58.8,10,7,0.44404973357016
"2609",1742,6,2017,10,55.1,10,6.7,0.50088809946714
"2611",1743,3,2017,10,62.1,10,6.9,0.523978685612789
"2623",1744,4,2017,10,59.7,10,9.3,0.769094138543517
"2638",1745,5,2017,10,64.9,7.4,7.6,0.561278863232682
"2646",1746,1,2017,10,58,10,9.3,0.72113676731794
"2656",1747,7,2017,10,65.8,9.2,12.8,0.33392539964476
"2671",1748,3,2017,10,56.7,10,10.1,0.717584369449378
"2676",1749,5,2017,10,62,10,11.3,0.870337477797513
"2687",1750,5,2017,10,56.4,10,10.9,0.577264653641208
"2699",1751,5,2017,10,54.1,10,12.1,0.756660746003552
"2705",1752,1,2017,10,66.3,6.2,10.5,0.378330373001776
"2708",1753,2,2017,10,64.3,8.7,14.7,0.625222024866785
"2725",1754,3,2017,10,59.3,10,12.4,0.671403197158082
"2735",1755,1,2017,10,62.3,8.8,13.8,0.547069271758437
"2742",1756,7,2017,10,60.4,9.6,12.3,0.497335701598579
"2746",1757,7,2017,10,63.3,1.4,7.1,0.289520426287744
"2751",1758,4,2017,10,63.7,8.4,15.8,0.575488454706927
"2753",1759,4,2017,10,57.1,10,14.5,0.479573712255773
"2759",1760,2,2017,10,68.8,5.9,11,0.772646536412078
"2760",1761,2,2017,10,51.1,10,12.1,0.715808170515098
"2775",1762,4,2017,10,60.1,7.8,11.3,0.577264653641208
"2777",1763,2,2017,10,57.7,10,18.1,0.644760213143872
"2778",1764,3,2017,10,65.1,4.9,17.1,0.559502664298401
"2810",1765,1,2017,10,60.4,6.9,27.3,0.886323268206039
"2839",1766,5,2017,11,40.8,10,6.9,0.300177619893428
"2845",1767,6,2017,11,50.1,10,7.8,0.218472468916519
"2856",1768,7,2017,11,35.8,10,5,0.365896980461812
"2861",1769,5,2017,11,58.7,3.4,7.7,0.786856127886323
"2873",1770,3,2017,11,50.6,10,6.7,0.486678507992895
"2881",1771,1,2017,11,48.8,10,9.2,0.650088809946714
"2902",1772,2,2017,11,37.9,10,10,0.561278863232682
"2903",1773,4,2017,11,58.9,10,10.4,0.733570159857904
"2918",1774,4,2017,11,48.3,10,8.7,0.655417406749556
"2922",1775,6,2017,11,43.5,10,9.4,0.525754884547069
"2924",1776,1,2017,11,62.2,7.4,11.8,0.619893428063943
"2931",1777,3,2017,11,43.9,10,11.3,0.674955595026643
"2933",1778,2,2017,11,46.1,10,12.3,0.557726465364121
"2939",1779,4,2017,11,43.2,10,10.1,0.586145648312611
"2945",1780,1,2017,11,43,10,12.4,0.536412078152753
"2950",1781,2,2017,11,53,9.8,12.5,0.669626998223801
"2953",1782,2,2017,11,51.1,10,15.3,0.811722912966252
"2964",1783,7,2017,11,54.5,10,10.8,0.330373001776199
"2971",1784,3,2017,11,52.2,9.8,14.6,0.653641207815275
"2985",1785,6,2017,11,53.6,9.3,13.9,0.497335701598579
"2986",1786,7,2017,11,48.9,9.9,12.2,0.269982238010657
"2989",1787,5,2017,11,44.6,10,12.3,0.69449378330373
"2994",1788,1,2017,11,40.5,10,15.4,0.737122557726465
"2996",1789,6,2017,11,30.2,10,12.6,0.515097690941385
"3010",1790,5,2017,11,43.8,9.9,15.6,0.854351687388988
"3011",1791,4,2017,11,46.6,8.9,10.1,0.849023090586146
