"","New York County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"9647",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1999,173,2018,41.9,34.1,1005.6,10,16.6,34,50,37,0.05,0,0,0.634361233480176
"9652",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,178,2018,41.8,40.6,1007,9.6,8.6,999.9,46.9,37,0.02,0,0,0.572687224669604
"9657",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,183,2018,43.2,33.2,1014.9,10,11.6,24.1,51.1,37,0.08,0,0,0.458149779735683
"9660",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,186,2018,44.6,31.9,1024.6,10,10.5,18.1,52,37,0,0,0,0.497797356828194
"9666",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,192,2018,46.3,33.1,1026.8,10,7.2,999.9,55.9,37,0,0,0,0.431718061674009
"9671",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,197,2018,46.4,33.6,1030.7,10,7.1,15.9,57.9,35.1,0,0,0,0.427312775330396
"9676",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2028,202,2018,44.7,41.7,1030.4,10,6.7,999.9,57.9,34,0,0,0,0.444933920704846
"9682",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2034,208,2018,49.2,48.2,1019.5,7.1,15.1,35.9,55,35.1,0.01,0,0,0.524229074889868
"9688",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2040,214,2018,50,48.9,1005.4,3.2,12.7,27,55,48,0.81,0,1,0.537444933920705
"9691",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2043,217,2018,48.8,46.9,1011.9,7.8,9.2,999.9,55.9,39.9,0.03,0,1,0.585903083700441
"9699",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2051,225,2018,49.5,48.3,1010.7,5.1,6.3,999.9,60.1,39.9,0.13,0,1,0.515418502202643
"9702",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2054,228,2018,50.5,48.7,1010.3,9.2,5.9,15,60.1,43,0,0,0,0.387665198237885
"9707",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2059,233,2018,46.2,40.4,1013.5,10,12,22,57.9,41,0.07,0,0,0.497797356828194
"9714",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2066,240,2018,49.7,48.5,1020.2,9.7,8.6,17.1,54,43,0.09,0,0,0.325991189427313
"9716",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2068,242,2018,50.5,49.6,1016.9,6.4,5.5,999.9,57,48,0,0,1,0.52863436123348
"9721",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2073,247,2018,53.9,53.4,1013,3,10.7,27,60.1,48,0,0,1,0.612334801762115
"9728",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2080,254,2018,55.3,53.8,1018.9,9.3,8.5,17.1,60.1,50,0.02,0,0,0.568281938325991
"9733",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2085,259,2018,54.1,54.1,1016.7,5.3,3.6,999.9,62.1,50,0.32,0,1,0.599118942731278
"9739",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2091,265,2018,52.2,49.1,1024.8,5.7,10.9,28.9,62.1,48,0.17,0,1,0.511013215859031
"9742",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2094,268,2018,49.6,49,1027.5,6,9.8,21,55.9,46,0,0,1,0.515418502202643
"9748",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2100,274,2018,56.5,56.4,1015.4,0.7,13.9,26,60.8,51.1,0.15,0,1,0.427312775330396
"9751",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2103,277,2018,60.9,51,1019,9.5,8.7,999.9,69.1,52,0.03,0,0,0.405286343612335
"9755",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2107,281,2018,54.6,49.5,1021.1,10,7,999.9,69.1,48,0,0,0,0.533039647577093
"9761",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2113,287,2018,57.3,55.7,1012.9,6.9,7,999.9,68,50,0.24,0,1,0.511013215859031
"9768",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2120,294,2018,56.3,49.7,1017.5,9.6,9.6,999.9,68,50,0.11,0,0,0.621145374449339
"9772",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2124,298,2018,56.5,53.6,1015.2,8,13.6,25.1,63,50,0,0,1,0.60352422907489
"9777",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2129,303,2018,58.8,56.7,1009.8,7.1,13.8,22,64.4,55,0,0,1,0.39647577092511
"9782",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2134,308,2018,53.7,53.4,1016.4,6,12.6,28,64,51.1,0,0,0,0.317180616740088
"9788",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2140,314,2018,53.4,52.6,1017.4,5.8,11.6,24.1,57.9,50,0.08,0,0,0.18942731277533
"9792",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2144,318,2018,57.7,55.8,1015.6,6,8.5,19,77,50,0.01,0,1,0.590308370044053
"9796",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2148,322,2018,59.2,54.2,1021.3,6.4,7.5,999.9,77,50,0,0,1,0.524229074889868
"9802",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2154,328,2018,55.1,54.6,1019.2,3.7,6.5,999.9,69.1,50,0,0,1,0.533039647577093
"9807",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2159,333,2018,48.4,43.7,1015.9,10,7.6,20,57,41,0.01,0,0,0.511013215859031
"9814",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2166,340,2018,54.5,45.7,1016.7,10,13.1,22,66,43,0,0,0,0.581497797356828
"9819",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2171,345,2018,54,48.6,1015.3,9.5,13.2,999.9,66,48.9,0,0,0,0.577092511013216
"9820",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2172,346,2018,53.3,51.3,1013.4,7.8,12.2,22,59,50,0.02,0,0,0.572687224669604
"9825",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2177,351,2018,58,47.5,1013.8,9.2,13.5,28,66,51.1,0,0,0,0.54625550660793
"9833",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2185,359,2018,52.5,49.7,1018.6,8.1,6.9,999.9,66,48.9,0,0,1,0.39647577092511
"9835",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2187,361,2018,53,49.7,1015.9,8.7,11.3,22,63,46,0.48,0,0,0.506607929515419
"9842",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1829,3,2018,48.4,46.3,1024.3,4.9,6.9,999.9,60.1,39,0,0,1,0.484581497797357
"9853",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1840,14,2018,51,50.2,1015.1,6.2,12.2,20,59,48,0.01,0,1,0.581497797356828
"9859",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1846,20,2018,56.8,48.7,1013.1,8.1,11.3,24.1,69.1,48,0,0,1,0.616740088105727
"9863",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1850,24,2018,48.9,46.2,1021.1,9.5,7.3,999.9,52,45,0,0,0,0.365638766519824
"9869",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1856,30,2018,58.6,58.4,1012.6,4.8,6.2,999.9,64.9,51.1,0.13,0,1,0.713656387665198
"9870",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1857,31,2018,63.1,60.8,1007,4.4,7.9,24.1,75.9,55.9,0,0,1,0.458149779735683
"9875",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1862,36,2018,52.8,48.1,1016.4,10,11.8,25.1,57.9,46.9,0,0,0,0.405286343612335
"9882",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1869,43,2018,51,50.1,1011.1,6.2,13.5,27,57,46.9,0.15,0,0,0.440528634361233
"9885",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1872,46,2018,54.5,51.3,1004.6,9.4,11,27,61,48,1.29,0,0,0.607929515418502
"9890",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1877,51,2018,54.8,50.8,1008.9,9.7,9.6,999.9,61,50,0,0,0,0.533039647577093
"9896",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1883,57,2018,51.5,48,1020.1,10,6.5,999.9,57.9,43,0,0,0,0.54625550660793
"9900",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1887,61,2018,54.8,51.9,1020.9,7.9,8,999.9,62.1,43,0,0,1,0.511013215859031
"9909",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1896,70,2018,62.9,55.8,1018.7,9.8,5.7,999.9,77,45,0.06,0,0,0.568281938325991
"9912",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1899,73,2018,61.5,49.5,1017.3,9.4,6.8,999.9,77,54,0,0,1,0.400881057268722
"9917",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1904,78,2018,56.2,45.3,1018,10,8.8,22,68,51.1,0,0,0,0.458149779735683
"9921",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1908,82,2018,55.3,48.6,1022.7,10,9.6,999.9,64,46,0,0,0,0.466960352422908
"9928",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1915,89,2018,59.4,57,1016,7.9,11.5,21,66,46.9,0,0,1,0.581497797356828
"9930",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1917,91,2018,63.8,58.8,1005.8,5.3,13.6,29.9,70,59,0.18,0,1,0.722466960352423
"9935",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1922,96,2018,59,54,1011.3,9.3,6.2,999.9,71.1,54,0,0,0,0.60352422907489
"9941",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1928,102,2018,62.8,56,1014.9,9.3,8.2,999.9,75,51.1,0.01,0,0,0.475770925110132
"9947",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1934,108,2018,66.7,56.6,1017.7,10,6,999.9,82,54,0,0,0,0.387665198237885
"9950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1938,112,2018,62.9,60.4,1017.2,9.1,9.6,19,82,57.9,0,0,1,0.585903083700441
"9958",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1946,120,2018,67.7,61.8,1007.3,6.3,11.6,22.9,78.1,60.1,0.03,0,1,0.616740088105727
"9960",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1948,122,2018,62.8,58.8,1011.4,7.9,5.2,999.9,78.1,52,0,0,1,0.537444933920705
"9968",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1956,130,2018,63.4,61.5,1008.8,8.1,6.4,999.9,72,52,0.09,0,1,0.66079295154185
"9970",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1958,132,2018,61.1,56.4,1016.4,5.5,7.2,999.9,69.1,55.9,0.11,0,1,0.577092511013216
"9974",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1962,136,2018,59.2,57,1015.5,5.7,9.2,20,69.1,55.9,0.16,0,1,0.361233480176211
"9981",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1969,143,2018,62.7,61.5,1010.4,3.7,5.9,999.9,68,57,1.03,0,1,0.378854625550661
"9988",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1976,150,2018,63.8,60.8,1014.2,6.1,10.4,24.1,70,57.9,0.25,0,1,0.488986784140969
"9990",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1978,152,2018,60.7,55.3,1023,10,7.7,999.9,71.1,50,0.02,0,0,0.625550660792952
"9996",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1984,158,2018,62.7,59.1,1021,10,9.3,999.9,71.1,50,0,0,0,0.405286343612335
"10000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1988,162,2018,64.1,62.6,1015.3,6.3,14.6,27,69.1,59,0.13,0,0,0.599118942731278
"10008",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,170,2018,68,66,1012.2,4.4,7,999.9,75.9,62.1,0.96,0,1,0.766519823788546
"10013",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,175,2018,71.1,65.4,1015.8,10,5.9,999.9,82,62.1,0,0,0,0.458149779735683
"10017",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,179,2018,70.8,66.4,1016.2,8.8,5.9,999.9,86,62.1,0,0,0,0.361233480176211
"10019",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,181,2018,68.4,64.9,1018.9,8.7,4.7,999.9,86,63,0,0,0,0.54625550660793
"10024",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2012,186,2018,66.9,66.2,1021.5,2.9,6.2,999.9,73.9,61,0,0,1,0.502202643171806
"10031",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2019,193,2018,71.7,70.5,1025.7,4.8,6.8,999.9,81,62.1,0,0,1,0.224669603524229
"10036",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,198,2018,71.7,71,1025.4,1.6,6.2,999.9,81,66.9,0,0,1,0.427312775330396
"10041",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2029,203,2018,70.6,69.3,1017.8,4.8,11.5,24.1,77,66.9,0,0,1,0.449339207048458
"10045",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2033,207,2018,67.3,52.8,1023.6,9.9,12.8,28.9,75.9,60.1,0.01,0,0,0.374449339207048
"10049",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2037,211,2018,61.7,52.8,1027.4,10,3.8,999.9,73.9,51.1,0,0,0,0.330396475770925
"10057",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2045,219,2018,60.9,53.6,1023.2,10,6.7,999.9,73.9,50,0,0,0,0.427312775330396
"10059",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2047,221,2018,67.2,64.7,1014.8,9.9,10.4,999.9,73,50,0,0,0,0.506607929515419
"10065",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2053,227,2018,68.3,65.1,1012.8,9.3,8.9,999.9,73.9,63,0,0,0,0.480176211453745
"10072",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060,234,2018,68.2,59.5,1019.9,10,6.8,999.9,77,60.1,0,0,0,0.484581497797357
"10075",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2063,237,2018,64.8,55.1,1024.2,10,5,999.9,77,54,0,0,0,0.519823788546256
"10083",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2071,245,2018,64.9,59.5,1021.4,10,4.7,999.9,73.9,54,0,0,0,0.400881057268722
"10085",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2073,247,2018,65.5,61.6,1016.5,8.6,5.3,999.9,72,55.9,0,0,1,0.422907488986784
"10090",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2078,252,2018,68.7,67.9,1015.6,2.6,4.7,999.9,75,61,0,0,1,0.45374449339207
"10095",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2083,257,2018,70.5,69,1012.9,4.6,10.7,22,75.9,66,0,0,1,0.581497797356828
"10101",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2089,263,2018,71.2,66.7,1010.1,7.9,9,22.9,77,66.9,0,0,0,0.462555066079295
"10104",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2092,266,2018,67.9,57.5,1016.8,10,6.3,999.9,77,59,0,0,0,0.665198237885463
"10117",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2105,279,2018,59.8,9999.9,1021,6.8,6.7,17.1,73,52,0,0,1,0.405286343612335
"10121",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2109,283,2018,66.5,66.2,1019.1,3.2,12.8,20,72,52,0,0,1,0.348017621145374
"10128",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2116,290,2018,69.9,68.1,1024.3,7.3,12.6,22,73.9,63,0.04,0,0,0.480176211453745
"10133",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2121,295,2018,69.2,68.1,1025.8,5.7,9.8,999.9,75,66,0,0,1,0.511013215859031
"10135",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2123,297,2018,69.8,68.7,1020,5,11,999.9,75.9,66,0,0,1,0.537444933920705
"10143",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2131,305,2018,69.8,69.4,1014.3,4.7,13.9,24.1,75.9,66,0,0,0,0.47136563876652
"10145",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2133,307,2018,70.6,70.1,1015.8,2.1,7.8,999.9,75.9,68,0,0,1,0.674008810572687
"10152",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2140,314,2018,69.7,69.7,1016.5,1.4,6.7,999.9,75.9,66.9,0.41,0,1,0.418502202643172
"10157",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2145,319,2018,72.9,69.1,1016.8,6.5,6.3,999.9,80.1,66.9,0.06,0,1,0.295154185022026
"10161",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2149,323,2018,71.3,66.7,1020.4,9.9,5.8,999.9,80.1,64.9,0,0,0,0.431718061674009
"10167",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2155,329,2018,68.9,65.8,1020.4,8.4,4.9,999.9,80.1,64,0,0,1,0.52863436123348
"10172",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2160,334,2018,69.2,67.6,1020.7,7.5,8.6,999.9,73.9,64,0,0,1,0.524229074889868
"10177",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2165,339,2018,73.7,72.5,1019.9,5.4,11.6,21,78.1,64,0,0,0,0.484581497797357
"10179",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2167,341,2018,73.7,72.6,1022.1,4.6,9.2,999.9,79,71.1,0,0,1,0.696035242290749
"10187",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2175,349,2018,71.8,71.2,1020.6,4.4,9.4,999.9,79,69.1,0.01,0,1,0.436123348017621
"10189",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2177,351,2018,74.3,70.4,1019.6,8.8,7.1,999.9,81,69.1,0.05,0,0,0.330396475770925
"10198",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2186,360,2018,74.8,73.4,1018.6,6.3,7.2,999.9,81,70,0,0,0,0.348017621145374
"10201",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2189,363,2018,75.8,74.1,1015.6,6.7,9.7,999.9,82,71.1,0,0,0,0.449339207048458
"10205",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1828,2,2018,74.6,73.6,1013.9,5.9,8.1,999.9,82,70,0,0,1,0.54625550660793
"10209",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1832,6,2018,74.9,73.5,1008,3.6,9.2,999.9,82.9,70,0,0,1,0.585903083700441
"10216",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1839,13,2018,76.9,68.4,1010.2,9.6,6.4,999.9,86,68,0.04,0,0,0.559471365638767
"10221",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1844,18,2018,68.8,66.2,1015.2,9,5.8,999.9,86,64,0,0,0,0.449339207048458
"10228",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1851,25,2018,70.9,69.7,1017.6,7.8,7.3,999.9,75.9,64,0.01,0,0,0.400881057268722
"10233",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1856,30,2018,69.1,68.1,1016.9,7.7,6.2,999.9,75.9,64.9,0.05,0,1,0.466960352422908
"10236",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1859,33,2018,72.8,71.4,1013,4.5,6.9,999.9,80.1,64.9,0,0,1,0.466960352422908
"10243",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1866,40,2018,74.1,70.4,1011.1,9.4,9.7,21,80.1,69.1,0.08,0,0,0.427312775330396
"10248",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1871,45,2018,77.2,71.4,1014.9,9.1,10.1,20,87.1,70,0,0,0,0.537444933920705
"10250",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1873,47,2018,74.9,72.1,1018,6.3,5.1,999.9,87.1,66,0,0,1,0.616740088105727
"10258",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1881,55,2018,73.9,72.4,1010.8,5.9,9.4,24.1,82.9,66,0.05,0,1,0.466960352422908
"10262",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1885,59,2018,68.5,65.5,1013.6,8.9,13.1,24.1,81,66,0.01,0,0,0.255506607929515
"10267",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1890,64,2018,66.7,66,1018.3,4.7,11.6,22,72,66,0.04,0,0,0.400881057268722
"10272",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1895,69,2018,66.7,65.5,1019.1,7.1,9.5,999.9,70,64.4,0.07,0,0,0.431718061674009
"10275",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1898,72,2018,68.1,67.4,1008,4.8,8.1,999.9,75.9,62.1,0.05,0,1,0.47136563876652
"10280",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1903,77,2018,70,61.6,1010.3,9.7,9.3,22,75.9,62.1,0.01,0,0,0.466960352422908
"10284",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1907,81,2018,67.1,61.5,1021.1,10,4.7,999.9,75.9,55,0,0,0,0.634361233480176
"10291",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1914,88,2018,66.5,60.3,1025.9,9,5.8,999.9,75.9,55,0,0,1,0.308370044052863
"10298",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1921,95,2018,68.2,60.3,1021.4,10,5.4,999.9,77,57,0,0,0,0.295154185022026
"10299",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1922,96,2018,73.1,69.6,1017.3,9.1,8.7,999.9,84,62.1,0,0,0,0.462555066079295
"10308",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1931,105,2018,73,71.2,1016.6,3.5,9,20,84,66.9,0,0,1,0.54625550660793
"10309",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1932,106,2018,75.3,72.7,1015.2,5.5,9.8,999.9,84.9,69.1,0,0,0,0.515418502202643
"10317",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1940,114,2018,76.2,72.4,1015.2,7,10.2,999.9,90,71.1,0,0,0,0.497797356828194
"10321",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1944,118,2018,69.9,63.6,1023.8,10,13,24.1,73.9,63,0,0,0,0.488986784140969
"10324",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1947,121,2018,65,59.4,1026.7,10,7.2,17.1,75,55.9,0,0,0,0.295154185022026
"10329",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1952,126,2018,67,64,1024.9,10,5,999.9,79,55.9,0,0,0,0.251101321585903
"10335",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1958,132,2018,69.9,69.1,1024.3,9.2,8.4,999.9,79,59,0,0,0,0.259911894273128
"10341",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1964,138,2018,75.7,70.6,1022.4,6.1,9.9,19,86,66,0,0,1,0.52863436123348
"10348",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1971,145,2018,69.2,64.7,1024.1,9.3,4.8,999.9,86,61,0,0,1,0.52863436123348
"10353",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976,150,2018,72.6,70.2,1021,9.4,9.8,24.1,80.1,61,0,0,0,0.6784140969163
"10357",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,154,2018,71.1,64.3,1020.5,10,8.7,18.1,80.1,66,0.01,0,0,0.559471365638767
"10363",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1986,160,2018,66.6,60.3,1019,10,6.9,999.9,75,61,0.01,0,0,0.475770925110132
"10364",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987,161,2018,62.6,50.8,1022.8,10,10,22.9,73,59,0.01,0,0,0.444933920704846
"10369",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992,166,2018,62.3,55.4,1025.1,9.5,13.4,26,68,59,0,0,0,0.47136563876652
