"","day","day_index","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"3020",5,1794,2017,11,54.2,8,13.5,0.783303730017762
"3069",2,1795,2017,11,54.8,7.8,16.8,0.426287744227353
"3111",2,1796,2017,12,42.6,10,6.1,0.204262877442274
"3121",3,1797,2017,12,32.7,9.7,4.6,0.662522202486678
"3141",3,1798,2017,12,40.9,10,7.7,0.623445825932504
"3147",3,1799,2017,12,38.4,9.8,7.9,0.696269982238011
"3151",2,1800,2017,12,21,4.9,10.5,0.229129662522202
"3185",7,1802,2017,12,32.7,9.7,6.7,0.687388987566607
"3192",7,1803,2017,12,48.2,10,10,0.779751332149201
"3201",1,1804,2017,12,42.5,10,8,0.429840142095915
"3203",5,1805,2017,12,21.9,10,11,0.433392539964476
"3207",6,1806,2017,12,43.4,10,10.2,0.63943161634103
"3210",4,1807,2017,12,42.6,9.7,10,0.628774422735346
"3211",1,1808,2017,12,16.7,9.3,10.5,0.412078152753108
"3218",4,1809,2017,12,44.9,9.3,10.3,0.575488454706927
"3219",2,1810,2017,12,27.6,10,10.1,0.380106571936057
"3231",6,1811,2017,12,32.4,10,10.7,0.726465364120782
"3235",7,1812,2017,12,41,10,9,0.619893428063943
"3242",2,1813,2017,12,41.9,8.8,12.9,0.241563055062167
"3246",7,1814,2017,12,13.7,9.5,11,0.470692717584369
"3252",4,1815,2017,12,29.5,10,13.1,0.373001776198934
"3258",2,1816,2017,12,39,9,12.3,0.319715808170515
"3282",4,1817,2017,12,42,10,10.2,0.658969804618117
"3287",5,1818,2017,12,44.3,9.9,14.9,0.651865008880995
"3288",1,1819,2017,12,45.6,3.2,10.6,0.412078152753108
"3300",1,1820,2017,12,30.9,8,12.4,0.58259325044405
"3307",6,1821,2017,12,15.3,10,17.5,0.490230905861456
"3320",1,1822,2017,12,38.7,7.8,9.9,0.364120781527531
"3336",5,1823,2017,12,32.8,9.2,17.6,0.66785079928952
"3338",5,1824,2017,12,51.3,7.9,15,0.564831261101243
"3341",6,1825,2017,12,28.2,8.1,12.6,0.976909413854352
"3359",3,1826,2017,12,41.1,7.9,16.7,0
"55",3,1827,2018,1,36.4,7.6,4,0.415467625899281
"56",2,1828,2018,1,39.7,10,7.2,0.161870503597122
"61",6,1829,2018,1,38.5,10,8.6,0.661870503597122
"62",5,1830,2018,1,25.6,10,6.7,0.570143884892086
"77",5,1831,2018,1,36,5.5,7.7,0.508992805755396
"80",5,1832,2018,1,31.4,10,6.6,0.64568345323741
"99",6,1833,2018,1,32.4,8.4,10.2,0.550359712230216
"100",7,1834,2018,1,28.9,10,10.5,0.487410071942446
"132",6,1835,2018,1,28,10,13.2,0.492805755395683
"134",2,1836,2018,1,27,10,14.5,0.298561151079137
"137",5,1837,2018,1,25,10,13.1,0.482014388489209
"138",1,1838,2018,1,36.8,10,12.2,0.327338129496403
"139",3,1839,2018,1,9.5,10,15,0.226618705035971
"150",2,1840,2018,1,43.4,4.4,9.5,0.151079136690647
"151",4,1841,2018,1,32.3,8.2,8.8,0.51978417266187
"163",2,1842,2018,1,9.3,10,12.7,0.266187050359712
"166",7,1843,2018,1,43.7,5.6,13.4,0.676258992805755
"170",3,1844,2018,1,31.6,9.1,15.4,0.350719424460432
"175",5,1845,2018,1,41.1,8.8,13.9,0.516187050359712
"182",4,1846,2018,1,14.7,10,12.9,0.586330935251799
"185",7,1847,2018,1,25.3,10,14.4,0.627697841726619
"187",4,1848,2018,1,38.3,9.3,14.6,0.640287769784173
"232",1,1849,2018,1,38.1,10,14.3,0.363309352517986
"235",3,1850,2018,1,35,9.9,18.3,0.705035971223022
"236",4,1851,2018,1,45.3,4.4,16.2,0.365107913669065
"238",3,1852,2018,1,40.3,6.9,12.1,0.365107913669065
"250",1,1853,2018,1,13.2,10,22.4,0.487410071942446
"252",7,1854,2018,1,23,9.5,23.4,0.669064748201439
"268",4,1855,2018,1,31.9,4.3,23.4,0.451438848920863
"271",1,1856,2018,1,45.4,3,19.2,0.494604316546763
"278",6,1857,2018,1,37.1,5.9,21,0.244604316546763
"325",4,1858,2018,2,30,10,4.8,0.390287769784173
"328",7,1859,2018,2,28.3,10,6.2,0.45863309352518
"340",5,1860,2018,2,36.9,8.5,8.7,0.616906474820144
"353",3,1861,2018,2,38.1,9.6,8.3,0.192446043165468
"357",1,1862,2018,2,41.6,9,11.3,0.397482014388489
"360",6,1863,2018,2,40.8,2.2,9.7,0.570143884892086
"362",3,1864,2018,2,42.1,6.5,10.7,0.411870503597122
"363",7,1865,2018,2,37.5,9.7,10.6,0.39568345323741
"386",4,1866,2018,2,40.3,10,8.9,0.544964028776978
"390",5,1867,2018,2,42.6,10,12.9,0.586330935251799
"409",6,1868,2018,2,43.1,8.3,13.8,0.399280575539568
"410",6,1869,2018,2,38.3,9.4,11.9,0.47841726618705
"412",7,1870,2018,2,44.8,2.9,8.8,0.456834532374101
"416",4,1871,2018,2,31.5,10,9.7,0.512589928057554
"417",4,1872,2018,2,45.6,2.9,12.4,0.372302158273381
"420",2,1873,2018,2,46.3,1.2,9.7,0.27158273381295
"424",5,1874,2018,2,45.9,0.2,13.3,0.491007194244604
"429",5,1875,2018,2,36.4,8.4,9.5,0.584532374100719
"440",3,1876,2018,2,42.5,5.1,14.1,0.679856115107914
"453",2,1877,2018,2,39.4,8.3,12.4,0.258992805755396
"459",1,1878,2018,2,42.3,5,11.4,0.381294964028777
"465",1,1879,2018,2,35.9,10,13.1,0.496402877697842
"468",6,1880,2018,2,34.6,8.4,14.5,0.517985611510791
"469",2,1881,2018,2,37.8,9.1,13.4,0.383093525179856
"470",7,1882,2018,2,34.2,6.4,11.9,0.51978417266187
"478",2,1883,2018,2,42.5,6.4,12.3,0.215827338129496
"479",1,1884,2018,2,19.8,10,16.5,0.26978417266187
"499",3,1885,2018,2,45,3.9,13.6,0.386690647482014
"564",6,1886,2018,3,41.6,8.1,6.5,0.512589928057554
"567",7,1887,2018,3,37.5,10,7,0.726618705035971
"580",4,1888,2018,3,32.5,10,9.1,0.483812949640288
"591",5,1889,2018,3,40.4,10,10.1,0.54136690647482
"598",6,1890,2018,3,46.7,10,8.5,0.523381294964029
"602",1,1891,2018,3,36.3,10,6.8,0.399280575539568
"621",2,1892,2018,3,36.3,10,11.4,0.246402877697842
"637",7,1893,2018,3,46.8,2.1,11.5,0.453237410071942
"641",1,1894,2018,3,43.6,9.6,12.6,0.469424460431655
"659",2,1895,2018,3,27.2,10,12.2,0.356115107913669
"679",7,1896,2018,3,36.1,10,13.5,0.764388489208633
"687",3,1897,2018,3,36.7,10,9,0.631294964028777
"688",3,1898,2018,3,30.5,10,12.2,0.643884892086331
"716",7,1899,2018,3,35.5,9.6,12,0.760791366906475
"727",3,1900,2018,3,36.4,10,19.4,0.68705035971223
"736",5,1901,2018,3,38.1,8.9,12.3,0.339928057553957
"738",6,1902,2018,3,36.5,9.7,20.1,0.649280575539568
"745",1,1903,2018,3,38.1,10,17.5,0.429856115107914
"756",4,1904,2018,3,37.6,10,16,0.537769784172662
"759",2,1905,2018,3,35.8,9.3,16.6,0.293165467625899
"762",4,1906,2018,3,37.7,10,17.5,0.62589928057554
"766",6,1907,2018,3,39.6,8.2,15.8,0.548561151079137
"768",1,1908,2018,3,33.3,10,19.7,0.420863309352518
"769",5,1909,2018,3,36.8,8.6,21,0.267985611510791
"776",2,1910,2018,3,39.6,9.9,23.4,0.232014388489209
"778",6,1911,2018,3,36.1,6.6,21.5,0.775179856115108
"780",5,1912,2018,3,34.8,9.7,22.8,0.58273381294964
"782",3,1913,2018,3,37.8,8.2,24.2,0.517985611510791
"788",4,1914,2018,3,35,3.4,31,0.449640287769784
"789",1,1915,2018,3,40.2,6.2,34.8,0.505395683453237
"790",7,1916,2018,3,45.3,5.1,23.3,1
"850",5,1917,2018,4,37.9,10,6.5,0.510791366906475
"852",2,1918,2018,4,50.5,9.2,5.9,0.318345323741007
"853",1,1919,2018,4,49.5,5.1,6.3,0.496402877697842
"858",4,1920,2018,4,37.7,9.1,6.5,0.611510791366906
"862",4,1921,2018,4,44.7,10,6.7,0.616906474820144
"865",3,1922,2018,4,46.4,10,7.1,0.62410071942446
"885",6,1923,2018,4,42.8,10,9.8,0.507194244604317
"888",6,1924,2018,4,41.8,9.6,8.6,0.679856115107914
"889",3,1925,2018,4,37.7,8.1,8.4,0.420863309352518
"892",2,1926,2018,4,46.3,10,7.2,0.431654676258993
"903",1,1927,2018,4,44.6,10,10.5,0.460431654676259
"927",4,1928,2018,4,35.3,9.3,7.5,0.401079136690647
"950",3,1929,2018,4,36.3,10,12.6,0.534172661870504
"969",7,1930,2018,4,43.2,10,11.6,0.681654676258993
"970",3,1931,2018,4,46.2,10,12,0.589928057553957
"984",2,1932,2018,4,44.2,10,13.4,0.127697841726619
"990",1,1933,2018,4,43.5,8.7,10.7,0.285971223021583
"993",1,1934,2018,4,47.7,7,13.7,0.532374100719424
"997",6,1935,2018,4,50,3.2,12.7,0.721223021582734
"998",2,1936,2018,4,37.9,9.5,11.2,0.251798561151079
"1002",2,1937,2018,4,39.7,9,17.5,0.327338129496403
"1003",4,1938,2018,4,45.6,8.4,16.1,0.489208633093525
"1013",7,1939,2018,4,48.8,7.8,9.2,0.651079136690647
"1022",6,1940,2018,4,39.9,10,17,0.365107913669065
"1046",7,1941,2018,4,47.7,6.7,15.4,0.767985611510791
"1050",5,1942,2018,4,41.9,10,16.6,0.600719424460432
"1055",5,1943,2018,4,49.2,7.1,15.1,0.535971223021583
"1057",5,1944,2018,4,47.3,3.5,15.7,0.406474820143885
"1059",7,1945,2018,4,38,9.4,12.2,0.336330935251799
"1074",3,1946,2018,4,44.7,2.6,21.6,0.742805755395683
"1113",6,1947,2018,5,54.1,5.3,3.6,0.726618705035971
"1116",4,1948,2018,5,54.6,10,7,0.649280575539568
"1122",6,1949,2018,5,55.1,3.7,6.5,0.665467625899281
"1130",3,1950,2018,5,50.5,6.4,5.5,0.649280575539568
"1134",2,1951,2018,5,52.5,8.1,6.9,0.300359712230216
"1142",4,1952,2018,5,48.4,4.9,6.9,0.733812949640288
"1143",3,1953,2018,5,60.9,9.5,8.7,0.535971223021583
"1154",1,1954,2018,5,48.9,9.5,7.3,0.492805755395683
"1176",5,1955,2018,5,59.2,6.4,7.5,0.683453237410072
"1192",4,1956,2018,5,48.4,10,7.6,0.692446043165468
"1194",5,1957,2018,5,51.2,4,7.7,0.688848920863309
"1195",2,1958,2018,5,49.7,9.7,8.6,0.361510791366906
"1196",5,1959,2018,5,55.3,9.3,8.5,0.643884892086331
"1203",1,1960,2018,5,49.6,6,9.8,0.45863309352518
"1218",4,1961,2018,5,57.7,6,8.5,0.865107913669065
"1220",5,1962,2018,5,57.3,6.9,7,0.721223021582734
"1226",3,1963,2018,5,53,8.7,11.3,0.660071942446043
"1230",6,1964,2018,5,51,6.2,12.2,0.602517985611511
"1232",7,1965,2018,5,53.3,7.8,12.2,0.710431654676259
"1234",6,1966,2018,5,54,9.5,13.2,0.830935251798561
"1246",7,1967,2018,5,56.8,8.1,11.3,0.857913669064748
"1253",6,1968,2018,5,56.3,9.6,9.6,0.794964028776978
"1281",3,1969,2018,5,53.4,5.8,11.6,0.143884892086331
"1286",1,1970,2018,5,58.8,7.1,13.8,0.491007194244604
"1292",2,1971,2018,5,56.5,0.7,13.9,0.449640287769784
"1303",4,1972,2018,5,53.9,3,10.7,0.809352517985611
"1307",2,1973,2018,5,53.7,6,12.6,0.285971223021583
"1312",5,1974,2018,5,54.5,10,13.1,0.834532374100719
"1317",7,1975,2018,5,56.5,8,13.6,0.847122302158273
"1331",7,1977,2018,5,52.2,5.7,10.9,0.517985611510791
"1411",2,1978,2018,6,66.7,10,6,0.537769784172662
"1417",7,1979,2018,6,58.6,4.8,6.2,0.760791366906475
"1421",1,1980,2018,6,71.1,10,5.9,0.580935251798561
"1436",2,1981,2018,6,61.5,9.4,6.8,0.368705035971223
"1441",2,1982,2018,6,62.7,3.7,5.9,0.404676258992806
"1447",1,1983,2018,6,62.9,9.8,5.7,0.679856115107914
"1449",6,1984,2018,6,51.5,10,6.5,0.656474820143885
"1456",7,1985,2018,6,59,9.3,6.2,0.719424460431655
"1463",5,1986,2018,6,62.8,7.9,5.2,0.665467625899281
"1464",6,1987,2018,6,63.4,8.1,6.4,0.87589928057554
"1467",1,1988,2018,6,62.8,9.3,8.2,0.627697841726619
"1473",5,1989,2018,6,62.7,10,9.3,0.381294964028777
"1489",7,1990,2018,6,61.1,5.5,7.2,0.719424460431655
"1499",3,1991,2018,6,56.2,10,8.8,0.643884892086331
"1507",7,1992,2018,6,68,4.4,7,0.929856115107914
"1509",7,1993,2018,6,54.8,7.9,8,0.77158273381295
"1511",1,1994,2018,6,59.2,5.7,9.2,0.33273381294964
"1517",4,1995,2018,6,60.7,10,7.7,0.780575539568345
"1530",4,1996,2018,6,55.3,10,9.6,0.705035971223022
"1533",5,1997,2018,6,54.8,9.7,9.6,0.580935251798561
"1539",3,1998,2018,6,62.9,9.1,9.6,0.863309352517986
"1551",5,1999,2018,6,59.4,7.9,11.5,0.679856115107914
"1562",4,2000,2018,6,67.7,6.3,11.6,0.870503597122302
"1581",2,2001,2018,6,52.8,10,11.8,0.35431654676259
"1588",1,2002,2018,6,63.1,4.4,7.9,0.528776978417266
"1591",6,2003,2018,6,63.8,5.3,13.6,0.908273381294964
"1592",4,2004,2018,6,54.5,9.4,11,0.647482014388489
"1593",3,2005,2018,6,63.8,6.1,10.4,0.72841726618705
"1609",3,2006,2018,6,51,6.2,13.5,0.665467625899281
"1614",6,2007,2018,6,64.1,6.3,14.6,0.735611510791367
"1672",4,2008,2018,7,68.9,8.4,4.9,0.685251798561151
"1673",3,2009,2018,7,71.3,9.9,5.8,0.453237410071942
"1676",2,2010,2018,7,65.5,8.6,5.3,0.424460431654676
"1686",7,2011,2018,7,64.3,10,3.3,0.669064748201439
"1695",3,2012,2018,7,68.7,2.6,4.7,0.703237410071942
"1703",3,2013,2018,7,68.4,8.7,4.7,0.703237410071942
"1705",5,2014,2018,7,71.7,4.8,6.8,0.140287769784173
"1712",7,2015,2018,7,64.8,10,5,0.715827338129496
"1716",1,2016,2018,7,64.9,10,4.7,0.447841726618705
"1717",6,2017,2018,7,67.9,10,6.3,0.739208633093525
"1726",2,2018,2018,7,61.7,10,3.8,0.390287769784173
"1735",4,2019,2018,7,66.9,2.9,6.2,0.629496402877698
"1742",6,2020,2018,7,71.7,1.6,6.2,0.705035971223022
"1746",6,2021,2018,7,68.2,10,6.8,0.564748201438849
"1765",2,2022,2018,7,70.8,8.8,5.9,0.422661870503597
"1775",3,2023,2018,7,60.9,10,6.7,0.618705035971223
"1789",4,2024,2018,7,69.2,5.7,9.8,0.586330935251799
"1801",7,2025,2018,7,70.6,2.1,7.8,0.764388489208633
"1837",2,2026,2018,7,72.9,6.5,6.3,0.242805755395683
"1848",4,2027,2018,7,67.2,9.9,10.4,0.717625899280576
"1853",5,2028,2018,7,69.8,5,11,0.591726618705036
"1854",1,2029,2018,7,59.8,6.8,6.7,0.528776978417266
"1881",1,2030,2018,7,69.7,1.4,6.7,0.555755395683453
"1898",4,2031,2018,7,70.5,4.6,10.7,0.633093525179856
"1899",3,2032,2018,7,69.9,7.3,12.6,0.514388489208633
"1904",5,2033,2018,7,68.3,9.3,8.9,0.537769784172662
"1914",7,2034,2018,7,70.6,4.8,11.5,0.586330935251799
"1915",5,2035,2018,7,71.2,7.9,9,0.647482014388489
"1923",2,2036,2018,7,66.5,3.2,12.8,0.381294964028777
"1926",6,2037,2018,7,69.8,4.7,13.9,0.5
"1932",1,2038,2018,7,67.3,9.9,12.8,0.356115107913669
"1999",7,2039,2018,8,74.9,6.3,5.1,0.674460431654676
"2000",7,2040,2018,8,67.1,10,4.7,0.634892086330935
"2016",1,2041,2018,8,66.5,9,5.8,0.402877697841727
"2021",3,2042,2018,8,74.8,6.3,7.2,0.546762589928058
"2023",7,2043,2018,8,76.9,9.6,6.4,0.681654676258993
"2030",3,2044,2018,8,69.1,7.7,6.2,0.51978417266187
"2050",2,2045,2018,8,70.9,7.8,7.3,0.307553956834532
"2059",2,2046,2018,8,68.2,10,5.4,0.359712230215827
"2066",4,2047,2018,8,72.8,4.5,6.9,0.670863309352518
"2077",1,2048,2018,8,68.8,9,5.8,0.431654676258993
"2080",3,2049,2018,8,73.1,9.1,8.7,0.580935251798561
"2086",5,2050,2018,8,74.6,5.9,8.1,0.589928057553957
"2093",2,2051,2018,8,74.3,8.8,7.1,0.440647482014388
"2116",7,2052,2018,8,73.7,4.6,9.2,0.757194244604317
"2118",4,2053,2018,8,66.7,7.1,9.5,0.453237410071942
"2145",5,2054,2018,8,68.1,4.8,8.1,0.487410071942446
"2146",6,2055,2018,8,74.9,3.6,9.2,0.685251798561151
"2147",5,2056,2018,8,69.2,7.5,8.6,0.597122302158273
"2165",5,2057,2018,8,75.3,5.5,9.8,0.642086330935252
"2173",4,2058,2018,8,75.8,6.7,9.7,0.593525179856115
"2178",6,2059,2018,8,76.2,7,10.2,0.733812949640288
"2183",6,2060,2018,8,73.7,5.4,11.6,0.70863309352518
"2184",3,2061,2018,8,66.7,4.7,11.6,0.420863309352518
"2187",1,2062,2018,8,71.8,4.4,9.4,0.498201438848921
"2198",1,2063,2018,8,73.9,5.9,9.4,0.451438848920863
"2203",4,2064,2018,8,73,3.5,9,0.696043165467626
"2204",6,2065,2018,8,77.2,9.1,10.1,0.573741007194245
"2211",6,2066,2018,8,70,9.7,9.3,0.507194244604317
"2219",5,2067,2018,8,74.1,9.4,9.7,0.570143884892086
"2229",2,2068,2018,8,68.5,8.9,13.1,0.29136690647482
"2230",7,2069,2018,8,69.9,10,13,0.530575539568345
"2280",2,2070,2018,9,59.8,10,3,0.264388489208633
"2284",2,2071,2018,9,63.9,6.8,3.7,0.483812949640288
"2287",3,2072,2018,9,65.6,7.9,5,0.620503597122302
"2291",2,2073,2018,9,61,9.7,4.7,0.327338129496403
"2296",2,2074,2018,9,67,10,5,0.359712230215827
"2304",5,2075,2018,9,69.2,9.3,4.8,0.79136690647482
"2313",1,2076,2018,9,65.9,9.3,5.8,0.482014388489209
"2321",5,2077,2018,9,71,3.1,4,0.818345323741007
"2326",1,2078,2018,9,65,10,7.2,0.361510791366906
"2349",7,2079,2018,9,60.6,10,6.9,0.696043165467626
"2351",7,2080,2018,9,64.9,9.2,7.1,0.640287769784173
"2361",7,2081,2018,9,71.1,10,8.7,0.616906474820144
"2363",6,2082,2018,9,66.1,6.3,8.4,0.701438848920863
"2377",1,2083,2018,9,62.3,9.8,6.6,0.494604316546763
"2391",4,2084,2018,9,75.7,6.1,9.9,0.823741007194245
"2394",1,2085,2018,9,66.6,10,6.9,0.431654676258993
"2399",3,2086,2018,9,69.9,9.2,8.4,0.368705035971223
"2409",6,2087,2018,9,72.6,9.4,9.8,0.888489208633094
"2426",7,2088,2018,9,60.5,6.3,8.5,0.690647482014389
"2428",2,2089,2018,9,62.6,10,10,0.410071942446043
"2431",4,2090,2018,9,68.9,7.4,10,0.388489208633094
"2440",4,2091,2018,9,71,8.1,8.7,0.741007194244604
"2481",6,2092,2018,9,63.7,9.1,11.3,0.595323741007194
"2488",3,2093,2018,9,62.3,9.5,13.4,0.579136690647482
"2489",5,2094,2018,9,69.4,6.9,14.7,0.767985611510791
"2491",1,2095,2018,9,68.8,9.6,14.4,0.420863309352518
"2501",4,2096,2018,9,60.5,8.7,14.4,0.696043165467626
"2505",3,2097,2018,9,57.4,10,10.1,0.47841726618705
"2510",6,2098,2018,9,66.3,8.5,13.2,0.618705035971223
"2512",5,2099,2018,9,66.5,7.8,11,0.343525179856115
"2577",1,2100,2018,10,55.5,10,6,0.388489208633094
"2586",4,2101,2018,10,64.7,9.5,6.6,0.512589928057554
"2588",4,2102,2018,10,63.1,10,8.6,0.539568345323741
"2602",3,2103,2018,10,62,10,5.4,0.45863309352518
"2606",2,2104,2018,10,64.4,8,8.6,0.361510791366906
"2608",2,2105,2018,10,52.8,10,8.9,0.338129496402878
"2610",6,2106,2018,10,60,9.6,5.7,0.699640287769784
"2612",1,2107,2018,10,53.2,10,7.9,0.447841726618705
"2613",5,2108,2018,10,66.2,3.9,9.1,0.683453237410072
"2625",5,2109,2018,10,45.9,10,6.8,0.571942446043165
"2635",3,2110,2018,10,60.7,8.8,10.5,0.311151079136691
"2648",4,2111,2018,10,51.5,9.9,8,0.634892086330935
"2668",4,2112,2018,10,47.9,10,9.8,0.706834532374101
"2697",7,2113,2018,10,39.8,10,8.7,0.753597122302158
"2707",3,2114,2018,10,57.1,9.1,9.8,0.654676258992806
"2712",3,2115,2018,10,43.3,10,11.7,0.579136690647482
"2722",2,2116,2018,10,56.8,6.9,13.4,0.410071942446043
"2729",5,2117,2018,10,64.4,7.7,9.4,0.809352517985611
"2734",6,2118,2018,10,67.2,4.1,8.9,0.742805755395683
"2743",3,2119,2018,10,54.9,9.8,11.7,0.661870503597122
"2748",6,2120,2018,10,45.3,10,14.2,0.782374100719424
"2750",5,2121,2018,10,48.8,10,13.2,0.703237410071942
"2752",7,2122,2018,10,49.2,10,13.7,0.825539568345324
"2773",5,2123,2018,10,55.6,10,13.3,0.66726618705036
"2779",1,2124,2018,10,59.5,9,16.1,0.54136690647482
"2780",6,2125,2018,10,45.6,10,16.3,0.732014388489209
"2782",7,2126,2018,10,62.2,9.8,14.7,0.841726618705036
"2788",4,2127,2018,10,57.1,8.6,15.5,0.647482014388489
"2795",2,2128,2018,10,48.5,9.1,11.8,0.476618705035971
"2797",1,2129,2018,10,50,5.7,16,0.77158273381295
"2802",7,2130,2018,10,63.1,5.2,14.8,0.902877697841727
"2831",3,2131,2018,11,46.7,10,5,0.663669064748201
"2847",2,2132,2018,11,41.7,10,6.7,0.255395683453237
"2886",6,2133,2018,11,58,7.6,11.1,0.661870503597122
"2889",3,2134,2018,11,41.7,10,8.2,0.303956834532374
"2893",7,2135,2018,11,38.4,10,7.5,0.746402877697842
"2915",1,2136,2018,11,41.4,10,11.5,0.37410071942446
"2917",5,2137,2018,11,41,10,12.5,0.440647482014388
"2930",4,2138,2018,11,56.8,2.1,12.1,0.631294964028777
"2935",6,2139,2018,11,52.1,9.9,11.1,0.544964028776978
"2943",3,2140,2018,11,45.4,7.8,8.1,0.746402877697842
"2946",7,2141,2018,11,48.3,10,11.1,0.969424460431655
"2952",4,2142,2018,11,48.2,9.2,7,0.660071942446043
"2966",7,2143,2018,11,60,5.2,13.9,0.751798561151079
"2967",5,2144,2018,11,57.9,8.4,13.7,0.661870503597122
"2970",1,2145,2018,11,44.5,10,12.1,0.415467625899281
"2978",3,2147,2018,11,47.5,9.7,9.2,0.775179856115108
"2984",5,2148,2018,11,39.9,9.7,13.8,0.726618705035971
"2992",2,2149,2018,11,47.7,10,9.9,0.31294964028777
"3017",6,2150,2018,11,24.9,10,19.2,0.151079136690647
"3031",5,2151,2018,11,39.3,10,16.5,0.647482014388489
"3033",6,2152,2018,11,41.3,10,17.1,0.571942446043165
"3041",2,2153,2018,11,39.9,10,13.7,0.309352517985612
"3042",7,2154,2018,11,23,9.7,13.1,0.266187050359712
"3054",4,2155,2018,11,51.9,5.8,16.9,0.766187050359712
"3063",4,2156,2018,11,46.9,7.2,19.3,0.505395683453237
"3065",2,2157,2018,11,47.7,6.1,15.9,0.278776978417266
"3070",7,2158,2018,11,42.8,5.5,19,0.705035971223022
"3072",1,2159,2018,11,59.7,5.4,19.2,0.589928057553957
"3073",1,2160,2018,11,52.2,7.5,19.1,0.5
"3102",6,2161,2018,12,38.6,9.6,5,0.859712230215827
"3105",4,2162,2018,12,32,10,4.5,0.681654676258993
"3106",1,2163,2018,12,38.3,9.9,5.7,0.491007194244604
"3112",7,2164,2018,12,37.9,10,6.2,0.922661870503597
"3129",3,2165,2018,12,35.2,9.5,4.9,0.453237410071942
"3144",3,2166,2018,12,32,10,5.2,0.528776978417266
"3154",2,2167,2018,12,34.6,10,8.4,0.136690647482014
"3161",1,2168,2018,12,27.9,10,11.5,0.58273381294964
"3164",5,2169,2018,12,31.6,10,7,0.58273381294964
"3174",4,2170,2018,12,35.6,10,10,0
"3187",3,2171,2018,12,51,2.7,11.3,0.663669064748201
"3188",5,2172,2018,12,31.8,10,11.1,0.334532374100719
"3191",7,2173,2018,12,38,9.8,11,0.678057553956835
"3196",5,2174,2018,12,32.3,8.9,9.3,0.544964028776978
"3206",2,2175,2018,12,29.7,10,8.6,0.246402877697842
"3215",6,2176,2018,12,30.9,10,6.4,0.643884892086331
"3217",6,2177,2018,12,34.9,10,10.7,0.634892086330935
"3227",3,2178,2018,12,35.5,10,10.1,0.580935251798561
"3234",6,2179,2018,12,34.7,10,8.1,0.456834532374101
"3243",1,2180,2018,12,46.1,5.7,6.8,0.539568345323741
"3245",2,2181,2018,12,46,5.1,12.2,0.413669064748201
"3269",4,2182,2018,12,40.6,10,12.1,0.640287769784173
"3274",2,2183,2018,12,36.7,10,11.6,0.318345323741007
"3277",2,2184,2018,12,43.8,8.4,15.2,0.528776978417266
"3290",1,2185,2018,12,48.4,4.1,14.2,0.307553956834532
"3295",3,2186,2018,12,42.2,6.2,14.6,0.649280575539568
"3302",1,2187,2018,12,48.3,4.1,13.3,0.431654676258993
"3303",5,2188,2018,12,29.8,10,9.4,0.757194244604317
"3310",7,2189,2018,12,41.8,7.5,15,0.634892086330935
"3346",7,2190,2018,12,50.4,5.3,17.6,0.816546762589928
"3347",4,2191,2018,12,33.3,9.6,19.7,0.724820143884892
"65",5,2192,2019,1,31.6,9.4,8.3,0.441964285714286
"69",4,2193,2019,1,29.4,10,7.4,0.587053571428571
"72",7,2194,2019,1,33.2,8.3,6.8,0.537946428571429
"73",1,2195,2019,1,34.5,9.8,6.9,0.276785714285714
"74",2,2196,2019,1,26,10,8,0.0424107142857143
"78",5,2197,2019,1,35,10,10.3,0.328125
"86",4,2198,2019,1,33.8,10,9.6,0.727678571428571
"104",1,2199,2019,1,30.5,10,7.9,0.397321428571429
"117",2,2200,2019,1,35.1,9.9,7.8,0.200892857142857
"118",6,2201,2019,1,29.4,10,11.2,0.515625
"140",7,2202,2019,1,39,9.8,9.9,0.542410714285714
"141",7,2203,2019,1,28.6,10,14.2,0.645089285714286
"152",4,2204,2019,1,36.3,6.7,9.3,0.482142857142857
"154",5,2205,2019,1,31.3,9.8,9.1,0.5
"155",3,2206,2019,1,35.7,9.8,11.3,0.46875
"157",6,2207,2019,1,39.4,9.5,9.2,0.332589285714286
"167",1,2209,2019,1,23.1,10,12.9,0.368303571428571
"176",2,2210,2019,1,39.7,9.6,13.1,0.046875
"194",3,2211,2019,1,13.7,7,17,0.127232142857143
"195",1,2212,2019,1,43.8,5,11.8,0.223214285714286
"197",3,2213,2019,1,32.8,10,15.3,0.776785714285714
"201",3,2214,2019,1,27.4,10,17.4,0.508928571428571
"205",5,2215,2019,1,44.4,5.6,13.4,0.354910714285714
"239",7,2216,2019,1,37,8.9,14,0.694196428571429
"246",4,2217,2019,1,15.8,10,17.6,0.607142857142857
"247",2,2218,2019,1,43.2,2.8,17,0.125
"251",5,2219,2019,1,36.8,8.8,15.1,0.613839285714286
"255",6,2220,2019,1,15.7,9.5,16.4,0.549107142857143
"263",4,2221,2019,1,47.4,5.4,18.3,0.165178571428571
"265",6,2222,2019,1,46.5,5.2,19.2,0.529017857142857
"315",1,2223,2019,2,34.8,10,4.9,0.1875
"319",4,2224,2019,2,43,3,4.8,0.479910714285714
"321",3,2225,2019,2,39.7,7.5,7.3,0.660714285714286
"343",5,2226,2019,2,39.1,9.9,9.7,0.580357142857143
"345",2,2227,2019,2,30.9,10,7.6,0.1875
"350",7,2228,2019,2,38.3,10,8.7,0.426339285714286
"352",3,2229,2019,2,30.7,10,8.1,0.475446428571429
